N	3gram	Bakhtin_Pr_2	Vladivir
1	в том что	1	10
2	тем не менее	2	9
3	о том что	1	8
4	с точки зрения	8	6
5	не может быть	4	6
6	более или менее	3	5
7	как раз и	2	5
8	в конце концов	2	5
9	дело в том	1	5
10	к тому же	3	5
11	у него в	1	4
12	в то время	2	4
13	в настоящее время	2	3
14	в этом смысле	2	3
15	хотя бы и	1	3
16	бы то ни	1	3
17	во всяком случае	1	3
18	с одной стороны	1	3
19	в то же	5	3
20	в отличие от	4	3
21	само по себе	1	3
22	иметь в виду	1	2
23	из этих трех	2	2
24	также и в	1	2
25	есть прежде всего	1	2
26	одной стороны и	1	2
27	оно должно быть	2	2
28	в таком случае	1	2
29	сам по себе	5	2
30	он никогда не	1	2
31	не говорит о	1	2
32	мы знаем в	1	2
33	то время как	2	2
34	так или иначе	1	2
35	в связи с	1	2
36	с другой стороны	3	2
37	и в том	1	2
38	как мы знаем	1	2
39	в себе и	1	2
40	то же время	5	2
41	на то что	2	2
42	вопрос почему же	1	1
43	не может не	1	1
44	а следовательно и	1	1
45	не мог бы	1	1
46	того что и	1	1
47	не с точки	1	1
48	в виду что	1	1
49	здесь перед нами	1	1
50	в этом последнем	1	1
51	к учению о	1	1
52	в том и	1	1
53	так что в	1	1
54	том что он	2	1
55	в том же	1	1
56	о том как	1	1
57	же как и	1	1
58	и если мы	1	1
59	до сих пор	7	1
60	он тоже не	1	1
61	сама по себе	4	1
62	во всей истории	1	1
63	у него не	1	1
64	сих пор не	1	1
65	что в нем	1	1
66	можно было бы	3	1
67	это вовсе не	2	1
68	и не в	1	1
69	письме к страхову	1	1
70	у него нет	1	1
71	одно и то	2	1
72	возникает вопрос о	1	1
73	и в жизни	1	1
74	может быть и	2	1
75	ни в одном	2	1
76	то что есть	1	1
77	то ни было	1	1
78	на этот раз	1	1
79	то к чему	1	1
80	он знает что	1	1
81	и то же	2	1
82	точки зрения это	1	1
83	так что этот	1	1
84	такой же как	1	1
85	все же не	1	1
86	если бы не	1	1
87	то что он	1	1
88	о которых мы	1	1
89	он во многом	1	1
90	не менее и	1	1
91	этой точки зрения	1	1
92	мы и в	1	1
93	и только на	1	1
94	почему же и	1	1
95	и не хочет	1	1
96	не только не	1	1
97	в самом деле	4	1
98	той или иной	3	1
99	резко отличается от	1	1
100	в том числе	1	1
101	в письме к	2	1
102	он не только	1	1
103	не удалось но	1	1
104	точки зрения того	1	1
105	то же самое	1	1
106	как мы говорили	1	1
107	сказать что это	1	1
