N	2gram	Nazirov_Tr_1	FransuaR
1	и в	18	29
2	то есть	3	21
3	таким образом	1	20
4	и не	7	16
5	в эпоху	1	15
6	в этой	4	13
7	и все	4	13
8	но в	6	12
9	как и	5	12
10	и на	7	11
11	в этом	9	11
12	так и	5	11
13	то же	5	10
14	не только	8	10
15	в то	5	10
16	как мы	1	10
17	в романе	10	10
18	все эти	3	9
19	и с	7	9
20	его в	2	9
21	в конце	3	9
22	но и	4	9
23	игры в	1	8
24	же время	6	8
25	и его	6	8
26	в образах	1	8
27	в его	3	8
28	прежде всего	4	8
29	как бы	7	8
30	в них	1	7
31	в том	2	7
32	так же	4	7
33	своего рода	3	6
34	но он	1	6
35	это и	1	5
36	и до	2	5
37	что это	5	5
38	в нем	4	5
39	он и	2	5
40	в своей	1	5
41	до конца	2	5
42	рядом с	1	5
43	и о	1	5
44	это не	5	5
45	у него	6	5
46	и по	1	5
47	и есть	1	4
48	в которой	1	4
49	еще не	4	4
50	с его	2	4
51	с помощью	1	4
52	конце концов	1	4
53	все образы	1	4
54	в образе	6	4
55	но они	2	4
56	этот образ	4	4
57	в результате	1	4
58	жизнь и	3	4
59	в литературе	1	4
60	что он	6	4
61	тем что	2	4
62	и др	1	4
63	и побои	1	4
64	но это	4	4
65	все это	4	4
66	один из	3	4
67	перед нами	2	4
68	то что	4	4
69	есть и	1	4
70	и за	2	3
71	той же	1	3
72	и здесь	2	3
73	что образ	3	3
74	в ней	1	3
75	в чем	1	3
76	но как	1	3
77	в своем	3	3
78	власть и	1	3
79	и как	3	3
80	то в	1	3
81	оттого что	1	3
82	в себе	4	3
83	при этом	3	3
84	он не	2	3
85	и вот	1	3
86	и сам	3	3
87	в году	9	3
88	а затем	1	3
89	с начала	1	3
90	том что	4	3
91	самого начала	1	3
92	того чтобы	1	3
93	по своей	1	3
94	с ее	3	3
95	в ее	2	3
96	с самого	1	3
97	в дальнейшем	5	3
98	роль в	1	3
99	начала и	1	3
100	известной мере	1	3
101	к нему	3	3
102	отметить что	1	3
103	все время	1	3
104	того что	1	3
105	с ними	1	3
106	эти образы	1	3
107	и любви	1	3
108	за счет	1	3
109	и их	1	3
110	в известной	2	3
111	не случайно	2	3
112	и даже	4	3
113	все же	5	3
114	мы видим	1	3
115	в частности	2	3
116	с жизнью	1	2
117	и то	2	2
118	в виду	1	2
119	он был	2	2
120	на них	1	2
121	с одной	1	2
122	но не	1	2
123	эпизод с	3	2
124	как в	3	2
125	вот как	1	2
126	это был	2	2
127	и наконец	1	2
128	бы не	1	2
129	как он	1	2
130	так сказать	1	2
131	одному из	1	2
132	на этом	1	2
133	может быть	7	2
134	по улицам	1	2
135	ни в	2	2
136	мировой литературы	1	2
137	со своими	1	2
138	года и	1	2
139	пародия на	1	2
140	не мог	2	2
141	и при	1	2
142	наших дней	1	2
143	в котором	1	2
144	не столько	1	2
145	что я	4	2
146	знал и	1	2
147	на котором	1	2
148	но только	1	2
149	никогда не	2	2
150	связи с	1	2
151	в эпизоде	1	2
152	как будто	3	2
153	к тому	2	2
154	где он	1	2
155	о том	2	2
156	с образом	1	2
157	и это	2	2
158	же не	1	2
159	было в	2	2
160	быть может	1	2
161	с ним	3	2
162	но мы	1	2
163	а также	1	2
164	все в	1	2
165	он стал	1	2
166	это же	1	2
167	есть в	1	2
168	и детей	2	2
169	уже не	2	2
170	уже в	3	2
171	друг друга	2	2
172	в особенности	1	2
173	именно в	1	2
174	власти и	1	2
175	о чем	3	2
176	в той	1	2
177	на свете	1	2
178	о его	2	2
179	еще раз	2	2
180	все события	1	2
181	а как	2	2
182	жизни в	1	2
183	не может	5	2
184	но этот	1	2
185	только в	1	2
186	и эта	1	2
187	это в	1	2
188	ту же	1	1
189	xvii века	1	1
190	он считает	1	1
191	обращается в	1	1
192	я им	1	1
193	силы и	1	1
194	бранью и	1	1
195	вряд ли	2	1
196	из самых	2	1
197	поэтому он	1	1
198	что эти	2	1
199	в какой-то	1	1
200	должна быть	1	1
201	мать и	1	1
202	в самом	2	1
203	дальнейшем он	1	1
204	века в	1	1
205	почему бы	1	1
206	в шутку	1	1
207	это пародия	1	1
208	человека и	1	1
209	для характеристики	1	1
210	не вполне	1	1
211	по замыслу	2	1
212	что ж	1	1
213	затем он	1	1
214	и он	3	1
215	в сцене	1	1
216	литературы и	1	1
217	и начинают	1	1
218	он сам	7	1
219	самом деле	1	1
220	в быту	1	1
221	этот тон	1	1
222	а он	1	1
223	в общем	1	1
224	отношение к	2	1
225	отличие от	2	1
226	тут же	2	1
227	за пределы	1	1
228	значение для	1	1
229	к сожалению	1	1
230	новую жизнь	1	1
231	напомним что	1	1
232	них он	1	1
233	роль играет	1	1
234	сливается с	1	1
235	чтобы превратить	1	1
236	бы и	2	1
237	в целом	4	1
238	он в	1	1
239	право на	1	1
240	только на	1	1
241	всему что	1	1
242	только один	1	1
243	человек не	1	1
244	и если	1	1
245	жизнью и	2	1
246	точно она	2	1
247	в переводе	1	1
248	заявляет что	1	1
249	жизни перед	1	1
250	не значит	1	1
251	к одному	1	1
252	на земле	1	1
253	что она	2	1
254	здесь мы	1	1
255	основа образа	1	1
256	правда что	1	1
257	за то	1	1
258	начинается словами	1	1
259	в мире	3	1
260	конечно в	1	1
261	об этом	4	1
262	обратился к	1	1
263	и чтобы	1	1
264	знает что	2	1
265	это было	1	1
266	совершенно иная	1	1
267	был вполне	1	1
268	только о	2	1
269	он же	1	1
270	в самую	2	1
271	а за	1	1
272	эту тему	1	1
273	и знаете	1	1
274	в данном	2	1
275	на этот	1	1
276	как своего	1	1
277	где мы	1	1
278	эта тема	1	1
279	и посвящена	1	1
280	так он	1	1
281	государства но	1	1
282	в отличие	2	1
283	умирает и	1	1
284	страха и	1	1
285	в россии	1	1
286	и бьет	1	1
287	раз и	2	1
288	несовместимое с	1	1
289	вплоть до	1	1
290	играть в	1	1
291	романа на	1	1
292	что эта	1	1
293	и начинает	1	1
294	в обоих	1	1
295	что ему	1	1
296	словами о	1	1
297	связан и	1	1
298	тогда и	1	1
299	и стал	1	1
300	ничего не	2	1
301	во всем	1	1
302	потому что	2	1
303	же эпизоде	1	1
304	ему в	1	1
305	что на	1	1
306	мы встречаем	1	1
307	в духе	1	1
308	что все	2	1
309	но все	2	1
310	его за	2	1
311	сходство с	1	1
312	части романа	1	1
313	утверждать что	1	1
314	подчеркнуть что	1	1
315	их отношения	1	1
316	образы и	1	1
317	и образ	1	1
318	данном случае	2	1
319	и от	1	1
320	природе своей	1	1
321	можно было	1	1
322	на нее	1	1
323	и политических	1	1
324	по природе	1	1
325	в борьбе	1	1
326	в последующих	1	1
327	когда его	1	1
328	еще в	2	1
329	веке в	1	1
330	ними как	1	1
331	в прошлое	1	1
332	тем чем	1	1
333	создается впечатление	2	1
334	и должно	1	1
335	известной степени	1	1
336	ему нужно	1	1
337	ее не	1	1
338	в самой	1	1
339	и что	4	1
340	с того	1	1
341	это была	1	1
342	от него	1	1
343	людей в	1	1
344	что и	2	1
345	я вижу	1	1
346	в форме	1	1
347	и сердце	1	1
348	и она	1	1
349	нет он	1	1
350	не как	1	1
351	дело с	1	1
352	между этими	2	1
353	и ее	2	1
354	всегда с	1	1
355	именно на	1	1
356	как нечто	1	1
357	в виде	2	1
358	будущего и	1	1
359	на столе	1	1
360	характерно что	1	1
361	эти слова	1	1
362	для него	3	1
363	в одном	2	1
364	но особенно	2	1
365	с этими	1	1
366	второй части	1	1
367	как его	1	1
368	этими словами	1	1
369	жизни на	1	1
370	характерны для	1	1
371	в это	2	1
372	чем он	2	1
373	говорит о	2	1
374	в книге	1	1
375	с которым	1	1
376	на смерть	1	1
377	из соображений	1	1
378	под влиянием	2	1
379	перчатки и	1	1
380	на новую	1	1
381	и потому	1	1
382	для самого	1	1
383	всех людей	1	1
384	в разговоре	1	1
385	над ним	1	1
386	года с	1	1
387	голова его	1	1
388	смысле этого	1	1
389	и судьбы	1	1
390	этого слова	1	1
391	с этой	1	1
392	все как	1	1
393	в условиях	1	1
394	это выражение	1	1
395	в связи	1	1
396	же по	1	1
397	это как	1	1
398	тот кто	1	1
399	перед судьбой	2	1
400	к счастью	1	1
401	для нас	1	1
402	романа в	1	1
403	боли и	2	1
404	у которого	1	1
405	против нее	1	1
406	от всего	2	1
407	превратился в	1	1
408	только что	1	1
409	контекст в	1	1
410	состоит из	2	1
411	как есть	1	1
412	два противоположных	1	1
413	ко всему	1	1
414	что в	4	1
415	разговоре с	1	1
416	а я	5	1
417	в таком	2	1
418	всего этого	1	1
