N	4gram	Vygotskiy__1	Narrotol
1	в том числе и	1	4
2	в то же время	1	3
3	точно так же как	1	2
4	дело в том что	1	1
5	такой продукт анализа который	1	1
6	в том чтобы определить	1	1
7	живому организму является настоящей	1	1
8	все основные свойства жизни	1	1
9	элементов обладает всеми основными	1	1
10	продукт анализа который в	1	1
11	и с точки зрения	1	1
12	далее неразложимыми живыми частями	1	1
13	сложное единое целое на	1	1
14	всего в том что	1	1
15	живая клетка сохраняющая все	1	1
16	мы подразумеваем такой продукт	1	1
17	отличие от элементов обладает	1	1
18	живыми частями этого единства	1	1
19	присущие живому организму является	1	1
20	подразумеваем такой продукт анализа	1	1
21	прежде всего в том	1	1
22	основные свойства жизни присущие	1	1
23	сохраняющая все основные свойства	1	1
24	обладает всеми основными свойствами	1	1
25	всеми основными свойствами присущими	1	1
26	и в то же	1	1
27	и который является далее	1	1
28	настоящей единицей биологического анализа	1	1
29	неразложимыми живыми частями этого	1	1
30	свойства жизни присущие живому	1	1
31	целому и который является	1	1
32	присущими целому и который	1	1
33	с этой точки зрения	1	1
34	анализ расчленяющий сложное единое	1	1
35	который является далее неразложимыми	1	1
36	в том что он	1	1
37	основными свойствами присущими целому	1	1
38	жизни присущие живому организму	1	1
39	от элементов обладает всеми	1	1
40	и до наших дней	1	1
41	состоит в том чтобы	1	1
42	является настоящей единицей биологического	1	1
43	единое целое на единицы	1	1
44	анализа который в отличие	1	1
45	свойствами присущими целому и	1	1
46	с одной стороны от	1	1
47	в отличие от элементов	1	1
48	организму является настоящей единицей	1	1
49	клетка сохраняющая все основные	1	1
50	который в отличие от	1	1
51	является далее неразложимыми живыми	1	1
52	в том что в	1	1
53	расчленяющий сложное единое целое	1	1
