N	2gram	Bakhtin_sl_1	Myslijsy
1	потому что	2	49
2	для нас	2	31
3	то есть	26	30
4	и в	41	24
5	в душе	1	23
6	может быть	14	23
7	в сознании	2	23
8	и не	16	19
9	в том	3	18
10	а не	15	18
11	не только	16	15
12	того же	6	14
13	при этом	6	13
14	в слове	7	13
15	не в	7	13
16	было бы	3	13
17	то же	14	12
18	но не	2	12
19	не может	14	12
20	мы не	2	11
21	таким образом	9	11
22	вместе с	1	11
23	если бы	1	11
24	что и	1	11
25	что мы	1	11
26	только в	6	11
27	как в	8	10
28	в себе	3	10
29	для него	3	10
30	и проч	2	10
31	так что	2	10
32	так как	3	10
33	в нем	30	9
34	вовсе не	7	9
35	то и	1	9
36	но и	16	9
37	как бы	12	9
38	и на	14	8
39	а только	1	8
40	в этом	12	8
41	более или	3	8
42	том что	2	8
43	или менее	3	8
44	могут быть	19	8
45	а в	6	8
46	во всех	17	7
47	с этим	3	7
48	как и	4	7
49	всяком случае	5	7
50	зрения и	2	7
51	или же	1	7
52	не могут	3	7
53	прежде всего	8	7
54	того что	3	7
55	во всяком	7	7
56	и т	28	6
57	в состоянии	1	6
58	и того	1	6
59	тем не	1	6
60	в то	14	6
61	связи с	2	6
62	есть только	1	6
63	свою очередь	2	6
64	между тем	2	6
65	и только	1	6
66	в одном	2	6
67	с другой	5	6
68	не было	3	6
69	этого слова	1	6
70	не есть	2	6
71	в свою	3	6
72	только как	1	6
73	столь же	2	5
74	что они	2	5
75	все же	7	5
76	бы не	1	5
77	на то	1	5
78	есть не	1	5
79	и уже	1	5
80	не от	1	5
81	не менее	1	5
82	по крайней	1	5
83	с ним	7	5
84	так и	11	5
85	о том	3	5
86	с другими	5	5
87	а потому	1	5
88	крайней мере	1	5
89	тот же	1	5
90	бы ни	3	5
91	слова в	8	5
92	из них	3	5
93	от того	1	5
94	в них	6	5
95	для того	2	5
96	что не	1	5
97	и их	1	5
98	бы невозможно	1	5
99	же в	1	5
100	в которой	4	5
101	а между	2	4
102	к другому	1	4
103	в самом	5	4
104	время как	2	4
105	еще не	4	4
106	одним словом	2	4
107	но в	8	4
108	уже не	2	4
109	из этих	3	4
110	только один	1	4
111	так сказать	5	4
112	и если	1	4
113	в нее	1	4
114	сознание и	1	4
115	в котором	2	4
116	место в	1	4
117	сих пор	2	4
118	одном из	1	4
119	между прочим	1	4
120	они не	1	4
121	образом в	3	4
122	одна из	2	4
123	образ предмета	1	4
124	то время	2	4
125	так в	2	4
126	никогда не	3	4
127	к языку	3	4
128	и что	1	4
129	предмета и	2	4
130	с одной	4	4
131	в других	3	4
132	до сих	2	4
133	влияние на	1	4
134	там где	4	4
135	от него	1	4
136	в таком	1	4
137	например в	2	3
138	и то	2	3
139	с таким	1	3
140	той же	2	3
141	мы называем	1	3
142	но она	1	3
143	но даже	1	3
144	со стороны	1	3
145	которые не	1	3
146	хотя и	2	3
147	в целом	2	3
148	мы чувствуем	1	3
149	с чем	1	3
150	что она	1	3
151	т д	5	3
152	не как	4	3
153	оно должно	1	3
154	человека в	1	3
155	могла бы	1	3
156	и может	3	3
157	его не	1	3
158	них не	1	3
159	на все	2	3
160	его в	3	3
161	это не	6	3
162	и тем	2	3
163	о которых	1	3
164	рядом с	4	3
165	далеко не	5	3
166	в эту	2	3
167	в этих	2	3
168	но во	1	3
169	ни было	2	3
170	быть не	1	3
171	бы быть	1	3
172	в ней	4	3
173	которых мы	1	3
174	внутреннюю форму	1	3
175	в каком	1	3
176	оно не	6	3
177	если мы	2	3
178	языка и	12	3
179	те же	2	3
180	не с	2	3
181	и вообще	2	3
182	находится в	1	3
183	от них	1	3
184	и во	3	3
185	в языке	5	3
186	и у	2	3
187	т п	23	3
188	входят в	1	3
189	что для	1	3
190	только по	1	3
191	одной стороны	4	3
192	в самой	1	3
193	слова и	13	3
194	но это	1	3
195	и для	4	3
196	и от	4	3
197	и все	4	3
198	с ними	3	3
199	все что	1	3
200	как на	1	3
201	на предмет	4	2
202	на самом	2	2
203	самый предмет	1	2
204	и есть	1	2
205	чего не	1	2
206	не имеют	1	2
207	предмета в	1	2
208	оба эти	1	2
209	с его	4	2
210	не все	1	2
211	с которыми	2	2
212	в общем	1	2
213	за пределы	4	2
214	его на	1	2
215	могли бы	1	2
216	в действительности	1	2
217	эти условия	1	2
218	все эти	9	2
219	и тот	1	2
220	все слова	3	2
221	как оно	3	2
222	выражается в	1	2
223	время и	2	2
224	перестает быть	2	2
225	всех этих	4	2
226	как увидим	2	2
227	поэтому оно	1	2
228	одной и	1	2
229	и по	2	2
230	на этом	2	2
231	одно и	2	2
232	ни был	1	2
233	в каждом	4	2
234	связанные с	3	2
235	в другом	2	2
236	вместе со	2	2
237	может стать	1	2
238	в жизни	1	2
239	этого не	1	2
240	ни с	1	2
241	должно быть	2	2
242	не столько	1	2
243	и той	2	2
244	но он	2	2
245	не должно	3	2
246	остановимся на	2	2
247	тому что	2	2
248	и его	14	2
249	с теми	1	2
250	сказать что	2	2
251	самого начала	1	2
252	определенности и	1	2
253	но только	1	2
254	того чтобы	1	2
255	все свои	2	2
256	же время	12	2
257	во всем	1	2
258	остаются вне	1	2
259	от общего	1	2
260	у нас	2	2
261	во все	1	2
262	его с	1	2
263	и это	1	2
264	оно может	2	2
265	что все	2	2
266	с каким	1	2
267	в себя	1	2
268	с самого	1	2
269	на другом	1	2
270	что может	1	2
271	с этою	1	2
272	движения и	1	2
273	и здесь	3	2
274	нас в	2	2
275	это было	1	2
276	слова для	2	2
277	находиться в	1	2
278	и следовательно	7	2
279	один из	4	2
280	вне себя	3	2
281	мы видим	2	2
282	в какой	1	2
283	есть в	1	2
284	и они	1	2
285	не дает	1	2
286	и других	3	2
287	слово как	5	2
288	друг друга	3	2
289	но что	1	2
290	у него	3	2
291	такие которые	1	2
292	и делать	1	2
293	с общим	1	2
294	с известным	1	2
295	а с	2	2
296	себя и	1	2
297	между ними	2	2
298	точке зрения	2	2
299	ничем не	1	2
300	не на	5	2
301	так же	2	2
302	сделать его	1	2
303	ко всем	1	2
304	и потому	4	2
305	языка мы	1	2
306	его содержание	1	2
307	влияния на	3	2
308	быть только	2	2
309	все это	5	2
310	слова так	2	2
311	не знаем	1	2
312	слова но	1	2
313	в его	13	2
314	или в	8	2
315	о котором	1	2
316	их например	1	2
317	между различными	1	2
318	души в	1	2
319	бы в	1	2
320	хотя бы	3	2
321	отношении к	6	2
322	но если	1	2
323	другой стороны	4	2
324	ускользает от	2	2
325	но эти	3	2
326	к этому	2	2
327	ту же	4	1
328	получают в	1	1
329	слова которые	1	1
330	одним из	4	1
331	отношение к	7	1
332	и грубые	1	1
333	чтобы не	1	1
334	языку и	5	1
335	он может	2	1
336	тех же	1	1
337	словами и	1	1
338	бы для	1	1
339	языков но	1	1
340	и так	1	1
341	и до	1	1
342	чем именно	1	1
343	и связанное	1	1
344	в самое	1	1
345	которыми он	1	1
346	мы уже	2	1
347	из всех	1	1
348	смотреть на	1	1
349	от всякой	3	1
350	для своего	1	1
351	себе как	1	1
352	что между	1	1
353	из своих	2	1
354	единство и	3	1
355	звукового образа	1	1
356	эта форма	3	1
357	велика что	1	1
358	они были	2	1
359	мы и	2	1
360	и заставляет	2	1
361	всех сторон	1	1
362	дает им	2	1
363	в отличие	1	1
364	на их	1	1
365	бы то	1	1
366	этим не	1	1
367	его так	1	1
368	в ее	2	1
369	понимания не	1	1
370	могло быть	1	1
371	но как	1	1
372	есть своя	1	1
373	в сторону	1	1
374	и чужой	1	1
375	отличие от	1	1
376	противоречиями в	1	1
377	и сознательное	1	1
378	человек может	1	1
379	один и	1	1
380	представим себе	1	1
381	в истории	3	1
382	и такое	1	1
383	в одной	1	1
384	по которому	1	1
385	стороны и	1	1
386	как к	2	1
387	очень трудно	1	1
388	предметы и	1	1
389	перед нами	4	1
390	что по	1	1
391	и наконец	4	1
392	и свою	1	1
393	от этого	2	1
394	в этот	1	1
395	о самом	1	1
396	то в	2	1
397	сливается с	2	1
398	своего слова	2	1
399	бы и	3	1
400	есть для	2	1
401	он в	5	1
402	в известном	2	1
403	такое значение	1	1
404	только на	2	1
405	речи но	2	1
406	нами в	2	1
407	его и	3	1
408	имеем в	1	1
409	слово только	1	1
410	которого в	1	1
411	он не	3	1
412	от которого	1	1
413	который они	1	1
414	на том	2	1
415	он должен	1	1
416	к одному	1	1
417	не к	1	1
418	него поэтому	1	1
419	из него	2	1
420	хотя все	1	1
421	формах при	1	1
422	понимание в	1	1
423	значительной степени	1	1
424	чужого языка	1	1
425	том же	4	1
426	смысле в	3	1
427	то ни	1	1
428	же не	1	1
429	различие между	1	1
430	связанных с	4	1
431	и с	4	1
432	лишь в	4	1
433	входит в	4	1
434	но их	1	1
435	и дает	1	1
436	в переводе	1	1
437	между отдельными	1	1
438	определяется тем	1	1
439	как язык	1	1
440	ни в	1	1
441	например и	1	1
442	мы видели	1	1
443	жизни но	2	1
444	его слово	2	1
445	чем в	1	1
446	от языка	3	1
447	форма и	1	1
448	мы до	1	1
449	и прямо	3	1
450	значение что	1	1
451	язык но	1	1
452	из языка	1	1
453	можно сказать	2	1
454	таким же	1	1
455	могут не	2	1
456	а как	2	1
457	предшествующие слова	1	1
458	и без	1	1
459	это только	1	1
460	с точки	8	1
461	в их	4	1
462	в которых	1	1
463	не исчерпывается	2	1
464	что уже	1	1
465	признаков но	1	1
466	для всякого	1	1
467	внутренней речи	3	1
468	мир и	1	1
469	которые в	3	1
470	друг другу	2	1
471	и эти	2	1
472	и более	1	1
473	только те	1	1
474	слова к	1	1
475	в устах	1	1
476	из взаимодействия	1	1
477	сам он	1	1
478	и вся	1	1
479	то с	1	1
480	словом то	1	1
481	ними не	1	1
482	на котором	1	1
483	дело в	1	1
484	на себе	1	1
485	в единство	2	1
486	в самых	2	1
487	тень на	1	1
488	какой бы	1	1
489	нем в	3	1
490	может только	1	1
491	только не	1	1
492	тона и	1	1
493	ничего не	4	1
