N	2gram	Voloshinov_1	Poddanst
1	не только	6	17
2	и в	13	14
3	и не	8	12
4	в области	2	11
5	в этом	2	10
6	в отношении	2	10
7	но в	4	9
8	то же	4	9
9	в том	2	9
10	в пределах	3	8
11	хотя бы	5	8
12	только в	6	7
13	в то	1	7
14	же время	1	7
15	в ней	2	6
16	было бы	4	6
17	но и	3	6
18	быть может	1	6
19	в которых	1	5
20	с другой	2	5
21	может быть	8	5
22	и пр	7	5
23	не в	3	5
24	и о	1	5
25	если бы	2	4
26	а также	2	4
27	в своем	1	4
28	и к	2	4
29	как бы	6	4
30	и если	1	4
31	том что	2	4
32	не может	8	4
33	г о	1	4
34	по себе	1	4
35	что в	3	4
36	мы должны	6	4
37	а в	2	4
38	то что	6	4
39	мы не	4	3
40	сводится к	1	3
41	столь же	1	3
42	между тем	2	3
43	вслед за	2	3
44	и как	1	3
45	тот же	2	3
46	с ними	2	3
47	с одной	2	3
48	в себе	3	3
49	в нем	2	3
50	для того	1	3
51	заключается в	1	3
52	прежде всего	9	3
53	одной стороны	2	3
54	что мы	1	3
55	с точки	5	3
56	но не	1	3
57	она есть	1	3
58	могут быть	2	3
59	потому что	1	3
60	точки зрения	7	3
61	и это	1	2
62	например в	1	2
63	значительной мере	1	2
64	в ее	3	2
65	и есть	1	2
66	в мире	1	2
67	есть не	2	2
68	осуществляется в	1	2
69	которую мы	1	2
70	время в	1	2
71	в значительной	1	2
72	в которую	2	2
73	говорить о	3	2
74	в общем	2	2
75	во всей	2	2
76	отнюдь не	1	2
77	с этим	3	2
78	думать что	2	2
79	в начале	1	2
80	и других	1	2
81	в его	7	2
82	в виде	1	2
83	и вот	1	2
84	в выборе	4	2
85	в статье	1	2
86	и тем	2	2
87	для них	1	2
88	в них	2	2
89	не было	1	2
90	а не	2	2
91	в ряду	1	2
92	должно быть	1	2
93	хх века	1	2
94	не столько	3	2
95	не менее	2	2
96	все это	4	2
97	одна из	1	2
98	она ни	1	2
99	да и	3	2
100	тем более	1	2
101	может и	1	2
102	также и	1	1
103	же как	1	1
104	и через	1	1
105	связана с	3	1
106	и то	3	1
107	средств в	1	1
108	как известно	1	1
109	на основе	1	1
110	пусть эта	1	1
111	в себя	1	1
112	на две	2	1
113	собственном смысле	1	1
114	поскольку она	1	1
115	те же	2	1
116	особенно в	1	1
117	в борьбе	1	1
118	еще в	2	1
119	бы что	1	1
120	в эпоху	1	1
121	два направления	1	1
122	для этого	1	1
123	внимание к	1	1
124	в собственном	1	1
125	не вполне	1	1
126	пор пока	3	1
127	на себя	1	1
128	с ее	1	1
129	и ее	2	1
130	и здесь	1	1
131	и что	1	1
132	еще не	1	1
133	в по	1	1
134	и который	1	1
135	утверждается что	1	1
136	в различных	1	1
137	с его	1	1
138	нашей задачей	1	1
139	борьбе с	1	1
140	следуя примеру	1	1
141	отличие от	1	1
142	и достоевский	1	1
143	и чем	1	1
144	живопись весь	1	1
145	в истории	1	1
146	эта проблема	1	1
147	тех пор	4	1
148	все же	5	1
149	у в	1	1
150	мы видим	2	1
151	более или	1	1
152	в самом	2	1
153	только то	1	1
154	в условиях	1	1
155	в которой	3	1
156	во времени	2	1
157	чуть ли	1	1
158	переходит в	1	1
159	сливаются в	1	1
160	уже в	2	1
161	говорить об	2	1
162	только на	1	1
163	на то	1	1
164	если он	1	1
165	положение что	1	1
166	этого процесса	1	1
167	только к	1	1
168	соприкасается с	1	1
169	одно из	1	1
170	считают себя	1	1
171	не как	3	1
172	и должна	1	1
173	мы можем	4	1
174	само по	1	1
175	каждый из	1	1
176	и обрести	1	1
177	одно и	3	1
178	в каждом	4	1
179	связанные с	2	1
180	его в	1	1
181	и иных	1	1
182	в природе	1	1
183	ранних и	1	1
184	в живом	1	1
185	обратиться к	1	1
186	которая и	1	1
187	к более	1	1
188	из нее	1	1
189	далеко не	1	1
190	в этой	1	1
191	как и	3	1
192	и уже	3	1
193	и некоторых	1	1
194	как ни	1	1
195	душа и	1	1
196	рождается и	1	1
197	когда в	1	1
198	или менее	1	1
199	и при	2	1
200	часть того	1	1
201	не дается	1	1
202	так же	2	1
203	и особенно	1	1
204	к предмету	2	1
205	всей полноте	1	1
206	в отличие	1	1
207	мысли и	1	1
208	бы мы	1	1
209	в данном	2	1
210	вопрос о	1	1
211	существует но	1	1
212	можно говорить	1	1
213	явление и	1	1
214	как к	1	1
215	и более	1	1
216	там где	2	1
217	и наоборот	1	1
218	может идти	1	1
219	к следующему	1	1
220	времени эта	1	1
221	нет никакого	1	1
222	что эта	2	1
223	не будут	1	1
224	есть прежде	3	1
225	но для	3	1
226	к другим	1	1
227	как возможность	1	1
228	случаях когда	1	1
229	того чтобы	1	1
230	та или	1	1
231	не имеет	2	1
232	никогда не	3	1
233	находятся в	1	1
234	вождя в	1	1
235	или иная	1	1
236	поэтики в	1	1
237	не сумеем	2	1
238	разрыва между	1	1
239	в г	2	1
240	другой стороны	2	1
241	только что	1	1
242	выборе и	1	1
243	до тех	4	1
244	на фоне	4	1
245	промежуток времени	1	1
246	нет ничего	2	1
247	и именно	1	1
248	ли не	1	1
249	мы все	1	1
250	к сожалению	2	1
251	пути к	2	1
252	упреков в	1	1
253	вместе с	1	1
254	что при	1	1
255	гоголь и	1	1
256	они не	1	1
