N	3gram	Losev_Prob_3	PoTuStor
1	с точки зрения	2	6
2	на самом деле	2	4
3	в чем не	2	3
4	до сих пор	2	3
5	по крайней мере	5	3
6	по сравнению с	2	3
7	во всяком случае	6	3
8	не может быть	5	3
9	ни в чем	2	3
10	можно сказать что	2	3
11	и может быть	1	2
12	так же как	1	2
13	в самом деле	1	2
14	о том что	3	2
15	но отнюдь не	1	2
16	и в этом	6	2
17	нечего и говорить	1	2
18	не нуждается в	1	2
19	если бы он	1	1
20	и того же	1	1
21	жизни и деятельности	1	1
22	и связанные с	1	1
23	очень мало общего	1	1
24	дело в том	3	1
25	новых и новых	1	1
26	но даже и	4	1
27	одного и того	1	1
28	который только и	1	1
29	то же самое	7	1
30	другими словами мы	1	1
31	же как и	2	1
32	герой нашего времени	1	1
33	на первый план	2	1
34	как мы сказали	1	1
35	бы то ни	4	1
36	а может быть	1	1
37	но несмотря на	1	1
38	одна на другую	1	1
39	можно было бы	3	1
40	а то и	1	1
41	и говорить о	1	1
42	с этой точки	1	1
43	только для того	1	1
44	мы только и	1	1
45	не чем иным	1	1
46	в данном случае	7	1
47	то ни было	3	1
48	имеет очень мало	1	1
49	с одной стороны	1	1
50	может быть очень	5	1
51	ничего общего не	1	1
52	в связи с	7	1
53	каких бы то	1	1
54	всяком случае не	1	1
55	однако сказать что	1	1
56	мало общего с	1	1
57	в том что	9	1
58	этой точки зрения	2	1
59	и ни в	2	1
60	чем иным как	1	1
61	мы не можем	1	1
62	говорить о том	1	1
63	так и в	1	1
64	это и есть	1	1
65	и к другим	1	1
66	предоставляет нам для	1	1
67	что иное как	4	1
68	есть прежде всего	1	1
69	таким образом и	1	1
70	в том смысле	3	1
71	не что иное	4	1
72	для того чтобы	1	1
73	на первый взгляд	2	1
74	может быть даже	3	1
75	той или иной	8	1
76	мы еще не	1	1
