N	3gram	Vinokur_St_1	Istorich
1	и т д	21	24
2	так же как	3	12
3	до сих пор	7	5
4	точно так же	1	5
5	и то что	2	5
6	же как и	1	4
7	с другой стороны	6	4
8	не может быть	5	4
9	но все же	3	4
10	в этом случае	2	3
11	т е в	2	3
12	в данном случае	6	3
13	на то что	4	3
14	о том что	11	2
15	в таких случаях	1	2
16	не только в	4	2
17	смысле этого слова	1	2
18	то что он	1	2
19	никакого сомнения что	1	2
20	содержит в себе	1	2
21	с того что	1	2
22	так и в	4	2
23	он должен был	2	2
24	с этой стороны	1	2
25	после того как	1	2
26	тем не менее	2	2
27	на этот вопрос	1	2
28	на том что	1	1
29	потому что он	1	1
30	возможно что в	2	1
31	в том числе	2	1
32	внимание на то	1	1
33	дело не только	1	1
34	тому что в	2	1
35	но для нас	1	1
36	и не может	1	1
37	в зависимости от	1	1
38	является то что	1	1
39	что он не	1	1
40	но и в	2	1
41	том отношении что	2	1
42	т д конечно	1	1
43	за то что	3	1
44	нет может быть	1	1
45	нет никакого сомнения	1	1
46	он является в	1	1
47	и в этих	1	1
48	и в других	1	1
49	может быть и	2	1
50	и могут быть	1	1
51	не может поэтому	1	1
52	но и это	1	1
53	о том как	1	1
54	что они любят	1	1
55	то время как	1	1
56	в иных случаях	2	1
57	если бы мы	2	1
58	этих двух сторон	1	1
59	в том как	3	1
60	во всех этих	1	1
61	не в том	2	1
62	с нашей точки	1	1
63	академии наук в	1	1
64	то что она	1	1
65	объясняется тем что	1	1
66	одна из таких	1	1
67	т д но	4	1
68	что же это	1	1
69	как будто бы	1	1
70	что и у	1	1
71	вовсе не в	2	1
72	в то время	2	1
73	ничего общего с	3	1
74	в том отношении	4	1
75	нашей точки зрения	1	1
76	же это за	1	1
77	отношении что они	2	1
78	тем более что	2	1
79	к тому что	1	1
80	в узком смысле	1	1
81	а в тех	1	1
82	как и в	2	1
83	т д в	1	1
84	что и в	4	1
