N	2gram	Bakhtin_fo_1	Myslijsy
1	то есть	33	34
2	потому что	4	33
3	то что	6	29
4	может быть	11	26
5	таким образом	11	24
6	в этом	25	23
7	в том	9	23
8	и в	50	23
9	и проч	4	18
10	и не	14	18
11	что в	5	17
12	при этом	3	15
13	только в	4	15
14	то же	11	14
15	в себе	3	14
16	как и	8	14
17	того что	2	14
18	так как	6	14
19	для нас	2	14
20	если бы	5	13
21	не было	7	12
22	а не	3	12
23	том что	4	12
24	не в	5	11
25	по себе	2	11
26	но и	8	11
27	не может	6	11
28	по отношению	3	10
29	не только	9	10
30	мы можем	1	10
31	тем что	2	10
32	что мы	2	10
33	и потому	3	10
34	мы не	3	8
35	в своем	4	8
36	но в	10	8
37	было бы	2	8
38	тогда когда	2	8
39	о том	1	8
40	сказать что	3	8
41	отношению к	5	8
42	и т	8	7
43	мы говорим	1	7
44	как в	6	7
45	с этим	6	7
46	что это	1	7
47	на то	1	7
48	в нем	24	7
49	когда я	1	7
50	это не	6	7
51	что и	3	7
52	вовсе не	13	7
53	с тем	3	7
54	могут быть	5	7
55	этого слова	1	7
56	независимо от	1	6
57	и к	2	6
58	в которой	2	6
59	когда мы	1	6
60	так и	12	6
61	что не	3	6
62	для того	5	6
63	в ряду	1	6
64	вместе с	3	6
65	тем и	1	6
66	и то	4	5
67	хотя и	3	5
68	бы и	1	5
69	есть для	1	5
70	как бы	2	5
71	так сказать	7	5
72	должно быть	1	5
73	с ним	2	5
74	не имеет	4	5
75	образом в	1	5
76	такие же	1	5
77	есть только	2	5
78	внимание на	1	5
79	находится в	1	5
80	так что	1	5
81	есть в	2	5
82	уже в	2	5
83	в его	13	5
84	для него	2	5
85	слова и	2	5
86	этом случае	1	5
87	все это	4	5
88	тем более	1	5
89	а в	3	5
90	таким же	1	5
91	во всяком	3	5
92	есть не	3	4
93	в истории	2	4
94	могли бы	1	4
95	что все	2	4
96	и с	4	4
97	его в	3	4
98	с другими	3	4
99	мы имеем	1	4
100	между собою	1	4
101	точки зрения	5	4
102	в котором	4	4
103	сих пор	3	4
104	т п	8	4
105	и более	1	4
106	в то	9	4
107	того чтобы	5	4
108	это слово	1	4
109	в каком	2	4
110	и может	2	4
111	что он	1	4
112	хотя бы	2	4
113	то и	1	4
114	в одном	3	4
115	только на	3	4
116	до сих	3	4
117	но есть	1	4
118	самое слово	1	4
119	так же	6	4
120	в данном	2	4
121	в той	4	4
122	да и	3	4
123	и все	6	4
124	слово в	1	4
125	между ними	3	4
126	в таком	3	4
127	например в	6	3
128	человека и	11	3
129	самом деле	1	3
130	и есть	1	3
131	и до	5	3
132	мы уже	11	3
133	той же	2	3
134	из сказанного	1	3
135	еще не	5	3
136	и на	8	3
137	там где	2	3
138	в самом	8	3
139	все эти	9	3
140	бы не	1	3
141	так в	1	3
142	и тот	1	3
143	и по	2	3
144	ни был	1	3
145	в каждом	1	3
146	лишь в	6	3
147	но уже	1	3
148	в них	4	3
149	с точки	2	3
150	в которых	2	3
151	их в	3	3
152	на себе	1	3
153	никогда не	2	3
154	в разных	5	3
155	же время	9	3
156	связи с	6	3
157	а мы	2	3
158	должны быть	1	3
