N	3gram	Voloshinov_1	Freidism
1	с точки зрения	5	11
2	по отношению к	3	8
3	не может быть	4	7
4	в самом деле	2	6
5	в зависимости от	2	4
6	то же время	1	4
7	в то же	1	4
8	в данном случае	2	4
9	на самом деле	1	4
10	в последнем счете	1	4
11	для того чтобы	1	3
12	в собственном смысле	1	3
13	узком смысле слова	1	3
14	и тот же	1	3
15	один и тот	1	3
16	с самого начала	2	3
17	в конечном счете	1	3
18	и связанных с	1	2
19	то же самое	1	2
20	то или иное	1	2
21	и не может	1	2
22	на две группы	1	2
23	в отличие от	1	2
24	может быть и	1	2
25	но в то	1	2
26	ничего общего не	1	2
27	все то что	1	2
28	может быть это	1	2
29	в этом отношении	1	2
30	на этом мы	1	2
31	выйти за пределы	1	2
32	в узком смысле	1	2
33	с одной стороны	2	2
34	тем не менее	1	2
35	том что в	1	1
36	нет и не	1	1
37	только потому что	1	1
38	а вовсе не	1	1
39	равно как и	1	1
40	мы должны перейти	1	1
41	и при анализе	2	1
42	те же самые	1	1
43	нам кажется что	1	1
44	но тем не	1	1
45	вполне понятно что	3	1
46	можно говорить о	1	1
47	останавливаться подробно на	1	1
48	не было бы	1	1
49	только то что	1	1
50	может и должно	1	1
51	нужно отметить что	1	1
52	и уже отсюда	1	1
53	мы полагаем что	1	1
54	не чем иным	2	1
55	далеко не всегда	1	1
56	а также и	1	1
57	быть и речи	1	1
58	чем же объясняется	1	1
59	в предшествующей главе	1	1
60	в пределах того	1	1
61	собственном смысле слова	1	1
62	собою разумеется что	1	1
63	роковую роль в	1	1
64	что же такое	1	1
65	этом мы закончим	1	1
66	смысле слова и	1	1
67	чем иным как	2	1
68	мы не можем	1	1
69	все же остается	1	1
70	ничего общего с	2	1
71	на себя и	1	1
72	и не мог	1	1
73	превращения его в	1	1
74	и следовательно в	1	1
75	в том что	2	1
76	само собою разумеется	1	1
77	только с помощью	1	1
