N	2gram	Bakhtin_KF_1	Marksizm
1	точки зрения	12	34
2	может быть	45	26
3	и не	26	26
4	не может	27	24
5	с точки	9	20
6	и в	24	19
7	и его	17	19
8	в этом	14	16
9	как бы	9	15
10	в процессе	2	14
11	прежде всего	2	13
12	как и	5	12
13	и пр	3	12
14	если мы	1	11
15	так и	2	11
16	и для	9	11
17	самом деле	3	10
18	в нем	28	10
19	ни было	4	10
20	и т.п	1	10
21	в самом	1	10
22	лишь в	8	9
23	только в	16	9
24	для него	8	9
25	в результате	1	9
26	бы то	2	8
27	все же	5	8
28	не только	5	8
29	при этом	4	8
30	то ни	2	8
31	друг друга	1	8
32	но и	9	8
33	в контексте	5	8
34	то что	7	8
35	во всех	11	7
36	в ее	16	7
37	но в	5	7
38	все эти	10	7
39	то же	5	7
40	в каждом	3	7
41	бытия в	5	7
42	а не	17	7
43	отнюдь не	6	6
44	мы не	3	6
45	и того	2	6
46	ничего не	3	6
47	данного момента	2	6
48	и здесь	7	6
49	настоящее время	1	6
50	в его	40	6
51	на почве	1	6
52	в том	6	6
53	в смысле	6	6
54	в настоящее	1	6
55	того же	1	6
56	связи между	1	5
57	конечно не	7	5
58	входит в	3	5
59	может стать	1	5
60	рядом с	3	5
61	одного и	1	5
62	не в	12	5
63	того чтобы	2	5
64	ничего общего	2	5
65	и все	7	5
66	ясно что	3	5
67	вовсе не	7	5
68	именно в	5	5
69	до конца	3	5
70	и потому	2	5
71	хотя бы	4	5
72	к этому	2	5
73	во всяком	1	5
74	оно может	1	4
75	вопрос о	2	4
76	и на	3	4
77	нет и	3	4
78	как в	2	4
79	не будем	1	4
80	и тот	1	4
81	лишь с	2	4
82	здесь мы	4	4
83	не будет	2	4
84	было бы	8	4
85	мысли и	1	4
86	не менее	3	4
87	по себе	2	4
88	в отношении	1	4
89	не является	1	4
90	в единство	2	4
91	в ней	3	4
92	еще не	4	4
93	только на	1	4
94	от того	3	4
95	для того	3	4
96	с этим	1	4
97	в данном	2	4
98	вне его	1	4
99	тот же	1	4
100	а в	4	4
101	отношении к	2	4
102	жизни в	5	4
103	между ними	1	4
104	и эта	2	4
105	что в	4	4
106	на самом	3	3
107	он может	2	3
108	и есть	9	3
109	не имеют	1	3
110	действительности и	1	3
111	а как	2	3
112	в большинстве	1	3
113	оно ни	1	3
114	по отношению	26	3
115	один и	1	3
116	в истории	1	3
117	и как	2	3
118	и к	1	3
119	в первом	1	3
120	ее целом	2	3
121	в которой	1	3
122	этот процесс	1	3
123	в корне	2	3
124	но все	5	3
125	его в	5	3
126	он не	6	3
127	смысле совокупности	1	3
128	том что	4	3
129	места в	4	3
130	эта последняя	1	3
131	в своей	10	3
132	и ее	2	3
133	не становится	1	3
134	в котором	24	3
135	место в	5	3
136	войти в	2	3
137	в то	3	3
138	к этим	1	3
139	для каждого	1	3
140	для всего	1	3
141	не имеет	5	3
142	на язык	3	3
143	же время	2	3
144	следует что	1	3
145	в области	2	3
146	на границе	1	3
147	же самое	1	3
148	должны быть	1	3
149	не есть	20	3
150	и это	12	3
151	не существует	1	3
152	только при	1	3
153	сводится к	2	3
154	нашей работы	1	3
155	можно сказать	1	3
156	здесь в	1	3
157	каких бы	1	3
158	того что	3	3
159	быть и	3	3
160	одной из	1	3
161	нуждается в	1	3
162	в какой	1	3
163	и действительно	6	3
164	между тем	4	3
165	сознания как	2	3
166	не дает	3	3
167	большинстве случаев	1	3
168	момент в	7	3
169	или иной	2	3
170	в каком	4	3
171	не было	8	3
172	в бытии	26	3
173	все это	10	3
174	какого бы	1	3
175	смысле этого	1	3
176	слова и	1	3
177	и от	1	3
178	нет ничего	1	3
179	что делает	1	3
180	она может	1	3
181	сознания и	3	3
182	совершенно не	6	3
183	мы должны	1	3
184	первом случае	1	3
185	это и	2	3
186	ту же	1	2
187	не остается	2	2
188	все остальное	2	2
189	в конкретном	1	2
190	мы уже	1	2
191	той же	1	2
192	со всех	1	2
193	содержания в	1	2
194	совпадает с	1	2
195	этом условии	1	2
196	для нашей	1	2
197	зависимости от	1	2
198	и он	1	2
199	всех сторон	1	2
200	свою очередь	1	2
201	но при	1	2
202	быть понято	1	2
203	не найдем	1	2
204	быть в	4	2
205	в чем	4	2
206	как если	1	2
207	что язык	1	2
208	себе и	3	2
209	не просто	1	2
210	данный момент	3	2
211	как к	2	2
212	в своем	16	2
213	все остальные	1	2
214	его к	2	2
215	в действительности	1	2
216	от этого	2	2
217	бы и	3	2
218	к единству	1	2
219	в нашем	1	2
220	в себе	21	2
221	если он	1	2
222	как оно	2	2
223	тем не	2	2
224	всех остальных	1	2
225	он ни	2	2
226	являются лишь	1	2
227	должна быть	4	2
228	не как	4	2
229	данной мысли	1	2
230	из него	3	2
231	могла бы	4	2
232	что все	1	2
233	в другом	3	2
234	конечно в	2	2
235	не сможет	1	2
236	и с	1	2
237	оно становится	1	2
238	в данной	1	2
239	действительности в	2	2
240	и иных	1	2
241	этом смысле	3	2
242	ни в	12	2
243	это положение	1	2
244	от него	3	2
245	жизни но	3	2
246	должно быть	6	2
247	лучше всего	1	2
248	имеет место	1	2
249	мысль и	2	2
250	в философии	1	2
251	тому что	2	2
252	мы окажемся	1	2
253	эта мысль	1	2
254	быть дано	1	2
255	мысли в	1	2
256	и сама	1	2
257	в основе	5	2
258	не могло	1	2
259	следовательно и	1	2
260	одна из	1	2
261	в сознании	2	2
262	точке зрения	1	2
263	для решения	1	2
264	ни о	1	2
265	могут быть	3	2
266	во все	1	2
267	к тому	1	2
268	она не	1	2
269	с ее	2	2
270	в виду	3	2
271	и та	2	2
272	другими словами	1	2
273	культуры и	5	2
274	дано в	1	2
275	и иные	1	2
276	как с	1	2
277	никогда не	5	2
278	мог бы	1	2
279	подойти к	1	2
280	если бы	8	2
281	и даже	1	2
282	и т.д	2	2
283	о том	3	2
284	все в	1	2
285	и во	1	2
286	этот момент	6	2
287	во втором	1	2
288	что и	7	2
289	и только	6	2
290	сознание может	1	2
291	мы оказались	1	2
292	и другую	1	2
293	ни к	2	2
294	в литературе	1	2
295	слово может	1	2
296	что он	2	2
297	каком бы	1	2
298	именно на	2	2
299	в качестве	2	2
300	и др	1	2
301	в единстве	7	2
302	отвлечение от	5	2
303	и других	2	2
304	менее всего	6	2
305	и их	6	2
306	переживания как	2	2
307	всяком случае	1	2
308	себя от	1	2
309	так как	1	2
310	мы можем	1	2
311	как раз	1	2
312	тем что	3	2
313	моего сознания	2	2
314	в данный	3	2
315	границу между	1	2
316	что не	3	2
317	нового времени	1	2
318	противоречие между	1	2
319	зависит от	1	2
320	есть лишь	5	2
321	там где	5	2
322	пр и	1	2
323	и всякое	1	2
324	независимо от	3	2
325	из которых	2	2
326	ко всякому	1	2
327	и этот	3	2
328	в первой	1	2
329	действительно ли	2	2
330	этого слова	2	2
331	не касается	1	2
332	норм она	1	2
333	но для	2	2
334	отсюда следует	2	2
335	или в	1	2
336	мира и	4	2
337	в свою	3	2
338	не знает	5	2
339	к его	1	2
340	отношению к	22	2
341	же и	1	2
342	жизни и	8	2
343	в своих	3	2
344	также и	1	1
345	должен быть	7	1
346	и то	2	1
347	утверждение что	1	1
348	проблемы в	1	1
349	ее до	2	1
350	возможны и	1	1
351	может сделаться	1	1
352	он находится	1	1
353	тем же	1	1
354	от своей	5	1
355	и до	1	1
356	исходит из	1	1
357	оно было	1	1
358	его что	1	1
359	и индивидуального	1	1
360	его не	1	1
361	то для	1	1
362	из всех	1	1
363	случаях ее	1	1
364	для выражения	1	1
365	и само	1	1
366	что между	1	1
367	мир не	1	1
368	бы что	1	1
369	автономной законности	1	1
370	так чтобы	1	1
371	говорить о	2	1
372	целом не	2	1
373	вместо того	1	1
374	жизни как	5	1
375	философия жизни	1	1
376	в целом	10	1
377	и ни	3	1
378	жизни это	1	1
379	может дать	3	1
380	т.п но	1	1
381	здесь не	3	1
382	столь же	1	1
383	в различных	1	1
384	этим не	1	1
385	с его	1	1
386	но конечно	3	1
387	а следовательно	3	1
388	различия между	1	1
389	и вопрос	1	1
390	совсем не	2	1
391	пути ее	1	1
392	на основе	7	1
393	но как	5	1
394	а только	1	1
395	быть преодолена	1	1
