N	3gram	Voloshinov_1	Vladivir
1	в том что	4	9
2	во всяком случае	3	6
3	в то время	1	6
4	тем не менее	2	6
5	что же касается	1	5
6	по крайней мере	1	4
7	дело в том	1	3
8	с точки зрения	10	3
9	в отличие от	1	3
10	в то же	5	3
11	то что он	1	3
12	то же время	5	3
13	о том что	1	3
14	никакого отношения к	1	3
15	хотя и не	1	2
16	ни в каких	1	2
17	в настоящее время	1	2
18	том что он	2	2
19	и до конца	3	2
20	нам кажется что	1	2
21	он никогда не	1	2
22	сам по себе	2	2
23	в данном случае	3	2
24	человек не может	1	2
25	или по крайней	1	2
26	начала и до	1	2
27	в свою очередь	1	2
28	к этому времени	2	2
29	во второй половине	1	2
30	как мы видели	4	2
31	во что бы	1	1
32	то ни стало	1	1
33	без всякого участия	1	1
34	оно может быть	1	1
35	равно как и	1	1
36	но и по	1	1
37	не без влияния	1	1
38	он не только	1	1
39	в этом случае	1	1
40	с этим не	1	1
41	как это делает	1	1
42	а в начале	1	1
43	они не могут	1	1
44	до сих пор	3	1
45	было для него	1	1
46	бы то ни	1	1
47	с ним в	1	1
48	а может быть	1	1
49	не было бы	1	1
50	только то что	2	1
51	в этом отношении	2	1
52	в собственном смысле	1	1
53	от того чтобы	1	1
54	в первых двух	1	1
55	что требует от	1	1
56	на этот вопрос	1	1
57	далек от того	1	1
58	что он и	1	1
59	и тем не	1	1
60	может быть и	1	1
61	что можно сказать	1	1
62	что бы то	1	1
63	до известной степени	1	1
64	можно сказать о	1	1
65	на этом месте	1	1
66	до конца и	1	1
67	но в то	3	1
68	очень важный момент	1	1
69	в высшей степени	2	1
70	и все его	2	1
71	а также и	1	1
72	все больше и	1	1
73	но в общем	1	1
74	его отношение к	2	1
75	но вместе с	2	1
76	к той же	1	1
77	уже и в	1	1
78	только в таком	1	1
79	и наконец в	1	1
80	уже во втором	1	1
81	не может быть	3	1
82	в свое время	1	1
83	что же это	1	1
84	ничего не было	1	1
85	во всех своих	1	1
86	ничего общего с	1	1
87	сих пор не	1	1
88	и ни в	1	1
89	вместе с ним	1	1
90	раз и навсегда	1	1
91	и притом в	1	1
92	мы видели чисто	1	1
93	что в его	2	1
94	с самого начала	5	1
95	и прежде всего	5	1
96	в самом деле	5	1
97	но все же	1	1
98	же это за	1	1
99	можно сказать что	3	1
100	нужно сказать что	1	1
101	больше и больше	1	1
102	как мы уже	4	1
103	но во всяком	1	1
104	чем он сам	2	1
105	совсем не то	1	1
106	в этот период	3	1
107	для того чтобы	1	1
108	психологии а также	1	1
109	является как бы	1	1
110	где оно может	1	1
111	и т д	1	1
