N	2gram	Losev_Prob_4	Formalny
1	и в	20	38
2	в этом	9	27
3	т е	1	26
4	может быть	9	23
5	и его	10	21
6	таким образом	8	20
7	и не	28	20
8	в самом	2	16
9	не в	13	15
10	прежде всего	11	15
11	и т	4	14
12	не может	5	14
13	в нем	5	13
14	связи с	3	13
15	но и	14	13
16	в пределах	2	12
17	с его	2	11
18	с тем	4	11
19	в том	20	11
20	вовсе не	21	11
21	с другими	3	10
22	в его	3	10
23	в связи	3	10
24	не только	24	9
25	при этом	6	9
26	и с	7	9
27	как и	6	9
28	т п	1	9
29	самом деле	3	8
30	отнюдь не	10	8
31	все же	2	8
32	точки зрения	14	8
33	так и	10	8
34	что и	3	8
35	тем что	3	8
36	как мы	3	7
37	в корне	2	7
38	по себе	11	7
39	для него	3	7
40	в своей	4	7
41	с точки	11	7
42	уже не	5	7
43	в других	2	7
44	не могут	1	7
45	слова и	1	7
46	что в	3	7
47	художественного произведения	1	6
48	и ее	4	6
49	в ней	7	6
50	в истории	3	6
51	все эти	16	6
52	в этой	4	6
53	то же	7	6
54	было бы	14	6
55	он не	2	6
56	в их	1	6
57	могут быть	1	6
58	все время	2	6
59	только в	23	6
60	то что	15	6
61	не было	3	6
62	вместе с	5	6
63	а не	7	6
64	как раз	4	6
65	в результате	8	6
66	хотя бы	7	6
67	а в	4	6
68	это и	4	5
69	по преимуществу	2	5
70	говорить о	2	5
71	всего этого	1	5
72	во всех	4	5
73	т д	3	5
74	в то	4	5
75	в основе	1	5
76	ни о	4	5
77	если бы	8	5
78	и только	4	5
79	что он	8	5
80	всяком случае	4	5
81	если мы	5	5
82	именно в	7	5
83	с этим	4	5
84	что же	1	5
85	и для	4	5
86	бы в	1	5
87	еще более	2	5
88	или иного	3	5
89	во всяком	8	5
90	о поэтическом	1	4
91	что оно	1	4
92	что они	2	4
93	независимо от	3	4
94	как в	5	4
95	и наконец	4	4
96	и к	3	4
97	как таковое	1	4
98	не как	1	4
99	его от	1	4
100	от нее	1	4
101	как они	2	4
102	раз и	1	4
103	как о	3	4
104	ничего не	1	4
105	к тому	3	4
106	здесь не	7	4
107	того или	3	4
108	но в	8	4
109	что не	4	4
110	из них	3	4
111	так как	5	4
112	не о	1	4
113	даже и	13	4
114	и даже	9	4
115	другой стороны	6	4
116	на фоне	1	4
117	как бы	4	4
118	совершенно не	3	4
119	же как	1	3
120	сам по	6	3
121	тем же	1	3
122	и до	1	3
123	в зависимости	3	3
124	мы не	7	3
125	то это	3	3
126	зависимости от	3	3
127	и на	3	3
128	значение и	1	3
129	если в	1	3
130	чем же	3	3
131	как к	1	3
132	однако не	4	3
133	хотя и	5	3
134	и как	3	3
135	что это	2	3
136	смыслом а	1	3
137	в целом	1	3
138	из этих	1	3
139	но ведь	1	3
140	только на	2	3
141	но именно	2	3
142	всех этих	6	3
143	и может	2	3
144	его в	2	3
145	это было	2	3
146	в художественную	1	3
147	для них	2	3
148	он и	1	3
149	как таковой	1	3
150	однако и	1	3
151	только и	5	3
152	не является	10	3
153	в области	3	3
154	но все	3	3
155	не есть	12	3
156	можно и	1	3
157	того чтобы	2	3
158	отвлечься от	1	3
159	особенно в	1	3
160	произведения не	1	3
161	и здесь	1	3
162	одного из	1	3
163	к действительности	1	3
164	в значительной	2	3
165	к нему	3	3
166	как ее	1	3
167	того что	1	3
168	в какой	4	3
169	то и	5	3
170	большинстве случаев	1	3
171	для того	3	3
172	с другой	7	3
173	и прежде	2	3
174	и др	1	3
175	а наоборот	2	3
176	не то	2	3
177	без всякой	2	3
