N	2gram	Voloshinov_1	Myslijsy
1	потому что	5	49
2	для нас	3	31
3	то есть	4	30
4	и в	38	24
5	в душе	2	23
6	может быть	13	23
7	в сознании	3	23
8	то что	8	20
9	и не	14	19
10	в том	2	18
11	а не	6	18
12	что в	1	16
13	не только	27	15
14	по себе	1	15
15	того же	1	14
16	при этом	9	13
17	в слове	3	13
18	не в	6	13
19	было бы	7	13
20	то же	14	12
21	но не	2	12
22	мы можем	7	12
23	не может	12	12
24	мы не	9	11
25	таким образом	7	11
26	вместе с	5	11
27	если бы	4	11
28	что и	3	11
29	что мы	11	11
30	только в	6	11
31	как в	2	10
32	в себе	9	10
33	для него	3	10
34	и проч	1	10
35	тогда когда	1	10
36	так что	1	10
37	так как	7	10
38	независимо от	5	9
39	в нем	4	9
40	вовсе не	2	9
41	но и	13	9
42	членораздельный звук	2	9
43	как бы	28	9
44	и на	6	8
45	в этом	10	8
46	более или	1	8
47	том что	3	8
48	или менее	1	8
49	в одно	1	8
50	нашей мысли	1	8
51	а в	5	8
52	в чем	1	7
53	во всех	6	7
54	с этим	2	7
55	мысль о	1	7
56	как и	10	7
57	зрения и	1	7
58	того как	1	7
59	не могут	1	7
60	быть может	3	7
61	прежде всего	21	7
62	тем что	2	7
63	того что	4	7
64	между двумя	2	6
65	и как	9	6
66	в состоянии	1	6
67	и того	1	6
68	одного и	1	6
69	тем не	1	6
70	в то	9	6
71	связи с	3	6
72	свою очередь	4	6
73	между тем	3	6
74	не можем	1	6
75	в одном	3	6
76	заметить что	2	6
77	с другой	1	6
78	не было	2	6
79	этого слова	3	6
80	не есть	1	6
81	в свою	6	6
82	только как	1	6
83	человеческой речи	3	5
84	если б	4	5
85	столь же	1	5
86	все же	7	5
87	в мысли	1	5
88	мертвых душ	3	5
89	уже в	5	5
90	бы не	2	5
91	на то	1	5
92	есть не	2	5
93	и уже	3	5
94	не менее	1	5
95	по крайней	1	5
96	с ним	2	5
97	так и	6	5
98	по мере	1	5
99	о том	4	5
100	с другими	2	5
101	крайней мере	1	5
102	тот же	2	5
103	звуков и	1	5
104	слова в	5	5
105	из них	3	5
106	от того	3	5
107	для того	9	5
108	и их	5	5
109	или не	1	5
110	же в	1	5
111	в которой	7	5
112	в самом	4	4
113	еще не	3	4
114	одним словом	1	4
115	но в	5	4
116	уже не	4	4
117	из этих	1	4
118	только один	1	4
119	как он	1	4
120	так сказать	4	4
121	главным образом	3	4
122	и если	1	4
123	заключает в	4	4
124	то все	1	4
125	внешнего мира	1	4
126	с тем	8	4
127	в котором	3	4
128	место в	2	4
129	сих пор	2	4
130	тем самым	7	4
131	одна из	1	4
132	представлений в	1	4
133	от их	2	4
134	должны быть	1	4
135	и сами	1	4
136	никогда не	7	4
137	к языку	1	4
138	и что	1	4
139	за другим	1	4
140	что он	2	4
141	указания на	1	4
142	до сих	1	4
143	влияние на	4	4
144	души и	1	4
145	там где	1	4
146	если не	3	4
147	тому как	1	4
148	что оно	3	4
149	себе не	1	4
150	в таком	1	4
151	чичикова и	5	4
152	вряд ли	3	3
153	говоря о	1	3
154	например в	1	3
155	человека и	1	3
156	и то	3	3
157	тем же	3	3
158	той же	5	3
159	мы называем	4	3
160	но даже	2	3
161	не совсем	1	3
162	что его	1	3
163	только тогда	2	3
164	если в	1	3
165	очевидно что	2	3
166	со стороны	1	3
167	в нас	2	3
168	относится к	2	3
169	помнить что	2	3
170	хотя и	3	3
171	что это	4	3
172	в целом	4	3
173	думать что	1	3
174	имеет для	1	3
175	что без	1	3
176	о которой	1	3
177	слова а	1	3
178	при виде	1	3
179	не как	1	3
180	так например	1	3
181	человека в	2	3
182	могла бы	1	3
183	его не	2	3
184	на все	1	3
185	его в	4	3
186	это не	3	3
187	и тем	6	3
188	и тогда	2	3
189	в этих	2	3
190	и при	2	3
191	себе в	2	3
192	приблизительно так	1	3
193	в ней	8	3
194	на него	4	3
195	которых мы	1	3
196	в каком	2	3
197	что сила	1	3
198	если мы	4	3
199	как не	2	3
200	языка и	4	3
201	те же	4	3
202	не с	3	3
203	мог бы	1	3
204	мы в	3	3
205	в словах	3	3
206	и вообще	2	3
207	на вопрос	1	3
208	но мы	2	3
209	не имеем	3	3
210	можно заметить	1	3
211	и во	1	3
212	вслед за	1	3
213	как например	2	3
214	не так	3	3
215	искать в	1	3
216	это будет	1	3
217	что для	1	3
218	есть явление	1	3
219	в самой	1	3
220	смысле этого	2	3
221	слова и	5	3
222	но это	2	3
223	и для	3	3
224	и от	7	3
225	и все	4	3
226	с ними	1	3
227	нет но	1	3
228	все что	1	3
229	также что	1	2
230	в движение	1	2
231	самом деле	4	2
232	на самом	3	2
233	и есть	1	2
234	мысли а	1	2
235	чего не	1	2
236	нас на	1	2
237	на две	1	2
238	не имеют	1	2
239	которое может	3	2
240	отношения к	3	2
241	бы что	1	2
242	вопрос о	2	2
243	мы легко	3	2
244	оба эти	1	2
245	значением слова	1	2
246	с его	7	2
247	тем как	1	2
248	то мы	3	2
249	не то	1	2
250	только потому	2	2
251	что язык	5	2
252	значение и	1	2
253	в общем	1	2
254	за пределы	1	2
255	может обойтись	1	2
256	от нашего	2	2
257	указывают на	1	2
258	в действительности	1	2
259	нельзя в	1	2
260	все эти	2	2
261	в нашем	5	2
262	время и	1	2
263	а скорее	1	2
264	перестает быть	1	2
265	всех этих	1	2
266	но вместе	1	2
267	одной и	2	2
268	смысле как	1	2
269	на этом	1	2
270	одно и	4	2
271	но все	4	2
272	мысль об	1	2
273	факт что	1	2
274	связанные с	2	2
275	в другом	1	2
276	вместе со	1	2
277	может стать	2	2
278	в жизни	2	2
279	должно быть	2	2
280	к мысли	1	2
281	что такое	4	2
282	и той	5	2
283	их в	3	2
284	не должно	2	2
285	или если	1	2
286	тому что	5	2
287	если и	1	2
288	и его	7	2
289	с теми	1	2
290	сказать что	3	2
291	самого начала	4	2
292	того чтобы	7	2
293	все свои	1	2
294	и весь	1	2
295	же время	7	2
296	слова во	1	2
297	на природу	1	2
298	от общего	1	2
299	у нас	4	2
300	к таким	1	2
301	две группы	1	2
302	превращается в	1	2
303	пространство и	1	2
304	когда мы	6	2
305	его с	1	2
306	не противоречит	1	2
307	что слово	1	2
308	для образования	1	2
309	и это	7	2
310	оно может	1	2
311	каждому из	1	2
312	в собственном	1	2
313	в себя	1	2
314	с самого	4	2
315	что у	3	2
316	что может	1	2
317	было в	4	2
318	чувство голода	1	2
319	может в	1	2
320	движения и	1	2
321	и здесь	3	2
322	или от	1	2
323	и поэтому	3	2
324	образом мы	1	2
325	связь между	2	2
326	которой мы	4	2
327	различие в	1	2
328	слова для	1	2
329	и следовательно	5	2
330	один из	4	2
331	слово с	1	2
332	мы видим	3	2
333	в какой	2	2
334	в обществе	4	2
335	есть в	1	2
336	в нашей	1	2
337	допустим что	2	2
338	слово как	7	2
339	друг друга	2	2
340	но что	3	2
341	у него	1	2
342	само по	1	2
343	связано с	2	2
344	с общим	1	2
345	к которому	1	2
346	такое же	1	2
347	а с	5	2
348	между ними	3	2
349	как часть	1	2
350	у человека	2	2
351	ничем не	1	2
352	зависит от	2	2
353	в связи	2	2
354	предмета или	1	2
355	так же	4	2
356	сделать его	1	2
357	и потому	2	2
358	как это	5	2
359	языка мы	2	2
360	в разговоре	2	2
361	что чичиков	1	2
362	все это	4	2
363	сознании и	1	2
364	не знаем	4	2
365	слова но	3	2
366	в его	6	2
367	или в	2	2
368	о котором	1	2
369	а к	2	2
370	бы в	5	2
371	мы должны	10	2
372	хотя бы	18	2
373	что вообще	1	2
374	нами не	1	2
375	нам не	1	2
376	но если	1	2
377	другой стороны	1	2
378	появления в	1	2
379	сопровождающим его	1	2
380	даже и	2	2
381	распадаются на	1	2
382	к этому	2	2
383	не наоборот	1	1
384	я и	2	1
385	не иначе	1	1
386	слова которые	1	1
387	одним из	1	1
388	отношение к	2	1
389	чтобы не	1	1
390	с новыми	1	1
391	и действительно	1	1
392	он произносит	1	1
393	внешней форме	1	1
394	самым не	1	1
395	по отдельным	1	1
396	сам так	2	1
397	в минуты	1	1
398	он может	1	1
399	переход от	1	1
400	что смысл	1	1
401	и так	6	1
402	в определенные	2	1
403	и до	1	1
404	от всяких	1	1
405	собственном смысле	1	1
406	этот и	1	1
407	мы уже	10	1
408	из всех	1	1
409	предполагаем что	1	1
410	наша речь	1	1
411	для своего	1	1
412	и само	3	1
413	по величине	1	1
414	которую мы	1	1
415	до такой	1	1
416	движение в	1	1
417	этом не	1	1
