N	2gram	Losev_Dial_1	FransuaR
1	и в	18	45
2	то есть	1	25
3	и не	30	15
4	в этом	12	14
5	но в	6	14
6	не только	13	14
7	во всех	1	13
8	и его	1	13
9	в его	3	13
10	как бы	11	12
11	что в	13	12
12	то же	10	11
13	в своем	5	11
14	в то	6	11
15	в нем	16	10
16	и с	5	10
17	как и	2	10
18	в том	9	10
19	но и	7	10
20	прежде всего	10	10
21	же время	4	9
22	в ней	3	8
23	таким образом	1	8
24	как мы	4	8
25	мира и	1	8
26	жизни и	3	8
27	вовсе не	7	8
28	и др	1	8
29	так же	4	8
30	также и	7	7
31	том что	9	7
32	не в	6	7
33	потому что	14	7
34	в эпоху	2	7
35	что и	3	7
36	в конце	4	7
37	и все	3	7
38	все это	11	7
39	здесь не	1	6
40	в этой	1	6
41	он не	3	6
42	всех этих	3	6
43	весь мир	1	6
44	в них	3	6
45	мысли и	3	6
46	того чтобы	1	6
47	связи с	1	6
48	так и	9	6
49	что он	11	6
50	так как	11	6
51	для того	2	6
52	например в	1	5
53	самом деле	3	5
54	на самом	3	5
55	это и	4	5
56	хотя и	4	5
57	и как	7	5
58	и к	1	5
59	и у	2	5
60	все эти	2	5
61	на этом	2	5
62	форм и	1	5
63	его в	1	5
64	с ним	6	5
65	этом отношении	2	5
66	мы видим	4	5
67	со всеми	1	5
68	и их	2	5
69	как раз	4	5
70	в связи	1	5
71	не может	12	5
72	но это	8	5
73	есть и	5	5
74	же как	2	4
75	мы уже	1	4
76	той же	1	4
77	его не	6	4
78	мы не	1	4
79	и о	3	4
80	но не	4	4
81	эта связь	1	4
82	перед нами	1	4
83	кроме того	1	4
84	в самом	3	4
85	тому же	2	4
86	об этом	4	4
87	зрения на	1	4
88	это было	2	4
89	между собою	2	4
90	точки зрения	17	4
91	известной степени	1	4
92	в их	3	4
93	до известной	1	4
94	в основе	3	4
95	у него	1	4
96	и это	2	4
97	убеждение в	1	4
98	можно было	5	4
99	здесь как	1	4
100	ничего не	17	4
101	о том	4	4
102	только в	3	4
103	с этим	2	4
104	мы находим	7	4
105	и даже	13	4
106	здесь в	2	4
107	сказать что	10	4
108	а не	14	4
109	его как	1	4
110	чем же	1	4
111	как это	4	4
112	и от	2	4
113	бы в	3	4
114	все они	1	4
115	а также	1	4
116	а в	5	4
117	такой же	2	4
118	почти всегда	4	3
119	почти все	2	3
120	но она	3	3
121	и он	5	3
122	из этих	2	3
123	менее всего	1	3
124	как в	2	3
125	но его	1	3
126	как он	4	3
127	вообще не	1	3
128	что она	7	3
129	связанные с	2	3
130	и вот	6	3
131	ни в	15	3
132	он и	2	3
133	до сих	2	3
134	нисколько не	4	3
135	в своей	2	3
136	в которых	2	3
137	не менее	2	3
138	мир и	1	3
139	но они	2	3
140	дело в	1	3
141	не имеет	15	3
142	здесь же	1	3
143	от того	1	3
144	с полной	1	3
145	и образ	6	3
146	то время	1	3
147	в другом	2	3
148	часто в	1	3
149	нуждается в	3	3
150	это не	9	3
151	именно в	2	3
152	того что	2	3
153	поэтому и	2	3
154	есть в	1	3
155	в поэзии	1	3
156	для него	2	3
157	но он	1	3
158	не было	6	3
159	еще и	3	3
160	на весь	1	3
161	о чем	2	3
162	там где	1	3
163	вместе с	1	3
164	по существу	1	3
165	сих пор	2	3
166	и для	2	3
167	на небе	1	3
168	в пределе	1	3
169	и ни	6	3
170	находим в	2	3
171	и другие	1	3
172	и наиболее	1	2
173	можно говорить	2	2
174	чтобы не	2	2
175	и есть	16	2
176	почти не	2	2
177	с точки	12	2
178	и до	1	2
179	и больше	2	2
180	говорить о	5	2
181	в различных	1	2
182	в чем	6	2
183	в данном	3	2
184	в сторону	1	2
185	нет и	1	2
186	относится к	2	2
187	все же	5	2
188	кто не	1	2
189	когда он	1	2
190	и наконец	1	2
191	и жизнью	1	2
192	от этого	3	2
193	и отчасти	1	2
194	что это	11	2
195	и если	1	2
196	при этом	1	2
197	но именно	1	2
198	нечто весьма	1	2
199	так например	1	2
200	было бы	12	2
201	и смерти	1	2
202	для них	1	2
203	победу над	1	2
204	она и	1	2
205	несмотря на	10	2
206	этих произведений	1	2
207	и без	1	2
208	и внешнее	3	2
209	но эта	3	2
210	точку зрения	3	2
211	даже в	3	2
212	в отношении	5	2
213	вплоть до	3	2
214	что эта	4	2
215	если в	3	2
216	не нуждается	5	2
217	больше чем	1	2
218	и вечно	1	2
219	и притом	4	2
220	к ней	4	2
221	уже и	3	2
222	которая не	2	2
223	с другом	1	2
224	в духе	1	2
225	не могут	1	2
226	что все	1	2
227	к тому	4	2
228	в каждом	2	2
229	должен быть	1	2
230	они вовсе	1	2
231	если мы	2	2
232	чем не	1	2
233	говорит и	1	2
234	так в	1	2
235	и что	12	2
236	на том	1	2
237	еще в	1	2
238	материи и	1	2
239	жизнь и	3	2
240	и вообще	4	2
241	же самое	1	2
242	и та	3	2
243	но мы	1	2
244	можно сказать	6	2
245	к нему	8	2
246	между тем	1	2
247	переходит в	1	2
248	в ту	1	2
249	происходит в	1	2
250	ли он	1	2
251	это очень	1	2
252	и жизни	4	2
253	в качестве	2	2
254	роль и	1	2
255	мы можем	4	2
256	может быть	17	2
257	заметить что	2	2
258	и только	1	2
259	в особенности	5	2
260	а именно	1	2
261	внешнее и	4	2
262	мы еще	1	2
263	превращается в	1	2
264	нужно сказать	1	2
265	один из	3	2
266	гете и	2	2
267	от мира	1	2
268	эти последние	2	2
269	нет ни	2	2
270	конечно не	3	2
271	и там	1	2
272	образов мы	1	2
273	друг с	1	2
274	хотя бы	6	2
275	то что	13	2
276	жизни в	1	2
277	ко всему	2	2
278	сущности не	1	2
279	к этому	2	2
280	разделения на	1	1
281	неотделима от	1	1
282	он также	1	1
283	с жизнью	1	1
284	не остается	1	1
285	выражения в	1	1
286	он может	1	1
287	своими собственными	1	1
288	просто но	2	1
289	то в	7	1
290	тем же	1	1
291	из самых	1	1
292	мировоззрения и	1	1
293	сущности от	1	1
294	случае нельзя	1	1
295	и этот	1	1
296	по его	1	1
297	всей ее	1	1
298	а как	1	1
299	есть не	3	1
300	для выражения	1	1
301	от всякой	2	1
302	та же	3	1
303	что уже	2	1
304	только благодаря	1	1
305	его вполне	1	1
306	сложнее и	1	1
307	как я	1	1
308	то это	4	1
309	гибели и	1	1
310	проявляется в	1	1
311	образов это	1	1
312	столь же	1	1
313	природу в	1	1
314	с реальной	1	1
315	то мы	2	1
316	различия между	1	1
317	коем случае	1	1
318	но как	2	1
319	не просто	7	1
320	друг от	1	1
321	отвлеченная мысль	1	1
322	и чем	1	1
323	что они	3	1
324	нет как	1	1
325	конечно совершенно	1	1
326	характер и	1	1
327	если она	3	1
328	его на	1	1
329	общего с	5	1
330	что кроме	1	1
331	этот аспект	1	1
332	и где	2	1
333	склонность к	3	1
334	сознания в	1	1
335	что по	1	1
336	стихии и	1	1
337	это тоже	1	1
338	он на	2	1
339	и свою	1	1
340	бы и	2	1
341	здесь дается	1	1
342	самой природе	1	1
343	формы в	1	1
344	тут и	2	1
345	бы не	1	1
346	в себе	11	1
347	на то	5	1
348	в наших	1	1
349	и положительный	1	1
350	в одежде	1	1
351	которой не	3	1
352	и еще	3	1
353	в понимании	1	1
354	же это	3	1
355	не как	2	1
356	котором мы	1	1
357	для понимания	1	1
358	на земле	2	1
359	не могли	1	1
360	одной и	1	1
361	оно также	1	1
362	эта болезнь	1	1
363	и по	1	1
364	находим у	1	1
365	но все	3	1
366	в одну	3	1
367	мы его	1	1
368	на всю	4	1
369	здесь он	1	1
370	в мире	2	1
371	нем есть	6	1
372	них не	1	1
373	полной мере	1	1
374	дома и	1	1
375	и мы	5	1
376	форму и	2	1
377	чаще всего	2	1
378	на сцене	1	1
379	в жизни	1	1
380	и находит	1	1
381	солнце и	1	1
382	есть произведение	1	1
383	но уже	2	1
384	о которых	2	1
385	убежден в	1	1
386	какое же	1	1
387	далеко не	1	1
388	например к	1	1
389	что не	7	1
390	а за	1	1
391	место и	1	1
392	одна и	2	1
393	говорится о	1	1
394	землею и	1	1
395	пояснение к	1	1
396	жизни но	1	1
397	мир в	1	1
398	потому и	1	1
399	привести еще	1	1
400	как таковой	4	1
401	увидим как	1	1
402	смысл и	4	1
403	между ними	1	1
404	со всей	2	1
405	сосредоточиться на	1	1
406	и сейчас	2	1
407	и тут	3	1
408	в котором	4	1
409	что я	3	1
410	мы сказали	1	1
411	и той	1	1
412	эта не	1	1
413	ему голову	1	1
414	которые в	1	1
415	наконец как	1	1
416	тем не	1	1
417	и более	4	1
418	мере и	1	1
419	для нее	2	1
420	и вся	1	1
421	тому что	3	1
422	раз и	2	1
423	и науки	3	1
424	наконец и	1	1
425	того как	1	1
426	мы все	1	1
427	в день	1	1
428	никогда не	9	1
429	правда в	1	1
430	в коем	1	1
431	находясь в	1	1
432	этих двух	1	1
433	в полной	2	1
434	очень мало	2	1
435	как она	7	1
436	ровно ничего	5	1
437	с самым	1	1
438	связанное с	1	1
439	на природу	1	1
440	образа и	2	1
441	имеет совершенно	1	1
442	мире и	1	1
443	по земле	1	1
444	же он	2	1
445	которых говорится	1	1
446	не нужен	1	1
447	акт в	1	1
448	как будто	1	1
449	больше того	4	1
450	может показаться	1	1
451	целое но	1	1
452	незаметно для	1	1
453	места для	1	1
454	встречается в	1	1
455	тогда и	1	1
456	это конечно	2	1
457	сама жизнь	1	1
458	как только	2	1
459	что вы	1	1
460	той или	7	1
461	указывает на	3	1
462	вы можете	2	1
463	всегда есть	2	1
464	и игра	1	1
465	и потому	3	1
466	где он	1	1
467	из нее	1	1
468	он как	1	1
469	правда не	1	1
470	вы не	1	1
471	вещами и	1	1
472	даже самые	1	1
473	значения и	1	1
474	от друга	1	1
475	чего-нибудь другого	1	1
476	на другой	1	1
477	и говорит	1	1
478	никак не	6	1
479	и образа	2	1
480	имеет никакого	3	1
481	в дальнейшем	5	1
482	и когда	1	1
483	и сам	1	1
484	то как	3	1
485	что у	1	1
486	в образе	1	1
487	времени и	1	1
488	реальностью и	2	1
489	еще не	2	1
490	не были	1	1
491	если бы	12	1
492	для этого	2	1
493	и смерть	1	1
494	говорят что	1	1
495	никогда и	1	1
496	авторы этих	1	1
497	в каком-то	1	1
498	вот почему	1	1
499	тех кто	2	1
500	другими словами	2	1
501	говорит об	1	1
502	то не	2	1
503	или на	2	1
504	все его	1	1
505	можно встретить	1	1
506	чтобы получить	1	1
507	ему руки	1	1
508	я вижу	1	1
509	и можно	1	1
510	тем более	2	1
511	исторического развития	1	1
512	здесь ровно	1	1
513	и последнее	1	1
514	поэтому все	1	1
515	и самые	1	1
516	власть в	1	1
517	и погиб	1	1
518	быть и	4	1
519	и история	1	1
520	но с	3	1
521	в новой	1	1
522	с ними	2	1
523	до такого	2	1
524	и является	2	1
525	добра и	1	1
526	пор не	1	1
527	года то	1	1
528	и полную	1	1
529	в стороне	1	1
530	не идет	2	1
531	ее форму	1	1
532	и из	3	1
533	не будет	1	1
534	себя в	1	1
535	построения и	1	1
536	это ни	1	1
537	не можем	1	1
538	и они	1	1
539	только тогда	2	1
540	является не	2	1
541	и реально	1	1
542	не дает	1	1
543	все образы	1	1
544	в душе	1	1
545	из них	2	1
546	говорит о	5	1
547	земли и	1	1
548	себе в	1	1
549	и также	1	1
550	и символом	2	1
551	с этими	1	1
552	для меня	4	1
553	можно с	1	1
554	к ним	2	1
555	не о	4	1
556	случае не	3	1
557	никакого отношения	1	1
558	смерти и	1	1
559	эти явления	1	1
560	но к	2	1
561	а потому	1	1
562	иное как	1	1
563	она вполне	1	1
564	во власти	1	1
565	ней и	1	1
566	или иной	3	1
567	живой и	2	1
568	как у	2	1
569	нельзя сказать	1	1
570	он это	1	1
571	и быть	2	1
572	что иное	1	1
573	всего мира	1	1
574	нового времени	1	1
575	а главное	2	1
576	что для	3	1
577	выведена из	1	1
578	связано с	1	1
579	и пр	5	1
580	самом же	1	1
581	не знает	2	1
582	представления о	1	1
583	сам себе	1	1
584	мы говорим	4	1
585	ни о	5	1
586	когда она	1	1
587	со своими	1	1
588	сейчас же	1	1
589	января г	1	1
590	есть во	1	1
591	если не	1	1
592	и законы	1	1
593	как ни	1	1
594	законов и	1	1
595	в частности	2	1
596	о себе	1	1
597	видели в	1	1
598	ни на	6	1
599	существует как	1	1
600	поэтому если	1	1
601	к своему	1	1
602	может так	1	1
603	должен будет	1	1
604	не дают	1	1
605	в той	1	1
606	да и	6	1
607	она вся	1	1
608	ибо для	1	1
609	это особенно	1	1
610	не дана	1	1
611	здесь так	1	1
612	было ни	1	1
613	еще раз	1	1
614	видно что	1	1
615	говорить что	2	1
616	например между	1	1
617	о мире	1	1
618	которого она	1	1
619	видят в	1	1
620	это уже	1	1
621	лишь его	1	1
622	будучи в	1	1
623	не существует	7	1
624	развития и	1	1
625	представлениями о	1	1
626	от него	4	1
627	еще более	3	1
628	и порядок	1	1
629	стороны в	2	1
630	дана в	3	1
631	вслед за	2	1
632	же деле	1	1
633	в подробном	1	1
634	но вот	3	1
635	благоговением и	1	1
636	и эта	2	1
637	и при	2	1
638	больше всего	1	1
639	жизни а	1	1
640	не что	1	1
641	строй и	1	1
642	что под	2	1
643	из этого	1	1
644	только о	1	1
645	в виде	2	1
646	конкретное чувственное	1	1
647	но ни	1	1
648	такое значение	1	1
649	в таком	1	1
650	во всяком	4	1
651	они не	1	1
652	ничего общего	4	1
