N	2gram	Propp_Isto_2	Problemy
1	и в	15	34
2	и не	11	29
3	как бы	6	27
4	что он	24	23
5	в его	6	22
6	в нем	7	19
7	может быть	17	19
8	не может	5	19
9	как и	2	18
10	к себе	2	17
11	в этом	11	16
12	но в	6	16
13	и его	3	16
14	все это	3	16
15	он не	8	15
16	и с	4	15
17	прежде всего	5	15
18	то же	10	14
19	к нему	5	14
20	самом деле	2	13
21	и к	1	12
22	в то	1	12
23	потому что	9	12
24	но и	14	12
25	т е	29	12
26	на самом	2	11
27	в сущности	2	11
28	вовсе не	1	11
29	то что	12	11
30	не только	18	10
31	не в	7	9
32	а не	5	9
33	и т	19	8
34	с самого	2	8
35	самого начала	2	8
36	никогда не	15	8
37	с ним	1	8
38	в другом	9	8
39	в самом	1	8
40	себя и	2	8
41	так же	13	8
42	что же	1	8
43	и для	2	8
44	я не	2	7
45	на него	5	7
46	как будто	3	7
47	как мы	1	7
48	слова в	2	7
49	что не	1	7
50	там где	1	7
51	этого слова	1	7
52	все же	9	7
53	что в	12	7
54	мы уже	6	6
55	и на	4	6
56	с его	1	6
57	что они	10	6
58	в пределах	1	6
59	что у	2	6
60	я вас	1	6
61	у меня	1	6
62	так и	5	6
63	в себе	4	6
64	только в	6	6
65	от него	1	6
66	с ними	2	6
67	не знает	2	6
68	которым он	1	6
69	отношению к	3	6
70	он сам	1	5
71	по отношению	3	5
72	и наконец	5	5
73	что это	6	5
74	в целом	1	5
75	но все	5	5
76	с тем	9	5
77	он и	3	5
78	не мог	3	5
79	даже в	1	5
80	таким образом	7	5
81	к тому	5	5
82	я теперь	1	5
83	и что	6	5
84	что и	6	5
85	это не	2	5
86	того что	3	5
87	и так	2	5
88	так что	6	5
89	из них	2	5
90	в одном	5	5
91	к своему	1	5
92	другого человека	1	5
93	мы должны	4	5
94	хотя бы	2	5
95	а в	12	5
96	что ты	1	5
97	героя в	1	5
98	из его	1	4
99	еще не	9	4
100	но не	2	4
101	но как	1	4
102	как в	5	4
103	он в	3	4
104	все эти	4	4
105	но на	1	4
106	на его	2	4
107	при этом	4	4
108	его в	10	4
109	с другими	2	4
110	ни в	2	4
111	но это	4	4
112	ничего не	7	4
113	его с	1	4
114	и это	3	4
115	на вопрос	2	4
116	и прежде	1	4
117	только на	1	4
118	так как	14	4
119	у него	4	4
120	с другой	2	4
121	тем что	4	4
122	вместе с	7	4
123	да и	2	4
124	как к	1	4
125	бы он	1	4
126	из своего	1	4
127	и вдруг	1	4
128	бы его	1	4
129	и то	2	3
130	за собой	1	3
131	высшей степени	1	3
132	так чтобы	1	3
133	говорить о	1	3
134	в виду	2	3
135	в ней	4	3
136	что его	1	3
137	герою и	1	3
138	в одной	4	3
139	вот как	1	3
140	и как	1	3
141	уже в	2	3
142	как он	3	3
143	к одному	1	3
144	их в	2	3
145	это было	1	3
146	он все	1	3
147	его и	4	3
148	в высшей	1	3
149	далеко не	1	3
150	этого не	5	3
151	мы видели	2	3
152	такой же	2	3
153	в своей	1	3
154	в котором	5	3
155	не менее	1	3
156	но он	4	3
157	по себе	1	3
158	с миром	1	3
159	как можно	1	3
160	том что	7	3
161	которого он	1	3
162	во всем	1	3
163	его за	1	3
164	с ее	2	3
165	характер и	1	3
166	говорили что	2	3
167	так пусть	1	3
168	сводится к	1	3
169	в глаза	2	3
170	и во	1	3
171	говорит он	1	3
172	быть даже	1	3
173	в него	2	3
174	но так	1	3
175	в том	6	3
176	нуждается в	1	3
177	к самому	1	3
178	а с	2	3
179	его голос	1	3
180	так вот	1	3
181	до конца	1	3
182	эти слова	3	3
183	по своему	1	3
184	это как	1	3
185	его к	1	3
186	только с	2	3
187	другой стороны	2	3
188	например в	2	2
189	себя как	1	2
190	он может	1	2
191	это и	1	2
192	не хочет	1	2
193	и этот	1	2
194	той же	2	2
195	а как	1	2
196	же ты	1	2
197	героя но	1	2
