N	3gram	Tiupa_Hudo_2	formyVre
1	и т п	2	11
2	с точки зрения	2	8
3	для того чтобы	3	7
4	не только в	2	5
5	то же время	4	4
6	в то же	4	4
7	в том числе	1	3
8	о том как	2	3
9	и в то	2	3
10	и в этом	2	3
11	в том что	11	3
12	и т д	2	3
13	то же самое	2	2
14	в этом случае	1	2
15	до сих пор	2	2
16	том числе и	1	2
17	то что было	2	2
18	в одной фразе	1	2
19	человеческой жизни и	1	2
20	лежит в основе	1	2
21	в этом отношении	1	2
22	женщин и детей	1	2
23	друг от друга	1	2
24	это же самое	1	1
25	сводится к тому	1	1
26	не позволяла себе	1	1
27	и сама жизнь	1	1
28	двух приведенных выше	1	1
29	в котором он	1	1
30	с собой на	1	1
31	как это обычно	1	1
32	только в том	2	1
33	тот или иной	1	1
34	в этом новом	1	1
35	что он не	1	1
36	жизни и смерти	1	1
37	во время обеда	1	1
38	между тем как	1	1
39	же самое время	1	1
40	с самим собою	1	1
41	только для того	1	1
42	в человеческой жизни	1	1
43	это обычно у	1	1
44	к себе и	1	1
45	того чтобы не	1	1
46	то время как	1	1
47	в двух приведенных	1	1
48	как и в	3	1
49	в данном случае	2	1
50	с одной стороны	3	1
51	и все его	1	1
52	а также и	1	1
53	но при этом	3	1
54	своей жизни в	1	1
55	все более и	1	1
56	отношения к себе	1	1
57	с другой стороны	1	1
58	не может быть	3	1
59	бы не было	1	1
60	в себе самом	1	1
61	в то время	1	1
62	образ человека в	1	1
63	в это же	1	1
64	о том что	7	1
65	в одном из	1	1
66	с самого начала	1	1
67	ни с чем	1	1
68	более и более	1	1
69	но все же	1	1
70	можно сказать что	1	1
71	к тому что	4	1
72	как бы в	1	1
73	бросающиеся в глаза	1	1
74	с нею в	1	1
75	человека и его	1	1
76	что и в	1	1
77	той или иной	1	1
78	т д он	1	1
