N	3gram	Potebnia_M_3	Russkaja
1	друг с другом	1	14
2	то же время	5	10
3	в то же	5	10
4	в том что	16	7
5	на самом деле	1	6
6	для того чтобы	3	6
7	а между тем	2	5
8	до сих пор	3	5
9	более или менее	3	4
10	на то что	1	4
11	в том случае	1	4
12	не может быть	3	4
13	при таких условиях	1	3
14	вместе с тем	4	3
15	и то что	1	3
16	в данном случае	1	3
17	к вопросу о	1	3
18	только в том	3	2
19	что он не	3	2
20	и в том	2	2
21	лишь в том	1	2
22	о том что	1	2
23	и тем самым	1	2
24	друг от друга	1	2
25	с другом и	1	2
26	к тому что	2	2
27	сама по себе	2	2
28	даже тогда когда	1	1
29	в том виде	1	1
30	принадлежат к одному	1	1
31	но и от	1	1
32	указывает на ее	1	1
33	зависит от того	2	1
34	то есть не	4	1
35	в свою очередь	3	1
36	так же и	1	1
37	по отношению к	5	1
38	одной из этих	1	1
39	что для этого	1	1
40	в самом деле	1	1
41	или что все	1	1
42	то же самое	1	1
43	в том же	2	1
44	может быть назван	1	1
45	было бы упрекать	1	1
46	и то и	1	1
47	и в других	1	1
48	от этого не	1	1
49	лишь тогда когда	1	1
50	представить себе что	1	1
51	только то что	1	1
52	в этом отношении	2	1
53	что не только	1	1
54	за то что	1	1
55	заключает в себе	5	1
56	в противном случае	1	1
57	не может но	1	1
58	по крайней мере	5	1
59	не подлежит сомнению	1	1
60	то и другое	1	1
61	есть то что	1	1
62	сводится к тому	1	1
63	и что в	1	1
64	то что оно	1	1
65	в том чтобы	2	1
66	смысле этого слова	7	1
67	только один из	1	1
68	того что не	1	1
69	те или другие	1	1
70	по себе еще	1	1
71	в этом настроении	1	1
72	что касается до	1	1
73	это зависит от	1	1
74	потому что они	1	1
75	на себе отпечаток	1	1
76	время и средство	1	1
77	потому что и	2	1
78	и таким образом	1	1
79	а в том	5	1
80	не заботясь о	1	1
81	с нею в	1	1
82	того и другого	1	1
83	что оно есть	1	1
84	от того что	5	1
85	заключается в том	1	1
86	приходит к сознанию	1	1
87	его жизни и	1	1
88	смотреть как на	3	1
89	как бы ни	2	1
90	для него прежде	1	1
91	от нас и	1	1
92	том что только	1	1
93	тем более что	1	1
94	мы не знаем	2	1
95	тем не менее	3	1
96	во многих случаях	1	1
97	подлежит сомнению и	1	1
98	быть не может	1	1
99	том случае когда	1	1
100	бы для него	1	1
101	этого слова но	1	1
102	на первый взгляд	1	1
103	к тому же	1	1
104	имеет в себе	1	1
105	не только от	1	1
106	себе еще не	1	1
107	но этого мало	1	1
