N	2gram	Vinokur_St_1	Hudozhes
1	в качестве	4	19
2	то есть	2	18
3	и не	16	16
4	не только	18	15
5	и в	44	15
6	в том	36	15
7	может быть	15	13
8	в частности	4	13
9	при этом	2	12
10	и его	8	12
11	а в	17	12
12	но не	3	11
13	в этом	21	11
14	в себе	2	11
15	я в	1	11
16	то же	5	10
17	по отношению	3	10
18	как бы	4	10
19	так и	9	10
20	а не	16	10
21	отношению к	3	10
22	но и	10	10
23	такого рода	2	9
24	точки зрения	11	9
25	в его	9	9
26	своего рода	3	8
27	себя в	1	8
28	но в	10	7
29	в то	9	7
30	или иной	1	7
31	с другой	9	7
32	с его	1	6
33	отношение к	2	6
34	том что	29	6
35	не в	12	6
36	в основе	3	6
37	же время	4	6
38	по своей	2	6
39	в ее	4	6
40	в тексте	12	6
41	не может	8	6
42	что в	30	6
43	в самом	7	5
44	то что	18	5
45	ни в	3	5
46	тем самым	2	5
47	могут быть	5	5
48	той или	1	5
49	можно сказать	1	5
50	а также	2	5
51	того что	9	5
52	только в	10	5
53	уже не	1	5
54	другой стороны	7	5
55	я с	2	5
56	в нем	5	5
57	отношения к	2	4
58	и то	5	4
59	мы имеем	2	4
60	место в	1	4
61	говорить о	2	4
62	еще не	3	4
63	а только	1	4
64	как к	3	4
65	хотя и	1	4
66	он не	2	4
67	без исключения	1	4
68	в другом	3	4
69	и тем	3	4
70	в слове	5	4
71	в этих	2	4
72	в своей	6	4
73	не столько	1	4
74	входит в	1	4
75	между тем	3	4
76	в форме	1	4
77	для него	6	4
78	со стороны	6	4
79	к которому	4	4
80	прежде всего	7	4
81	а на	3	4
82	не знает	2	4
83	как это	4	4
84	например в	8	4
85	к тому	1	4
86	сказать что	7	4
87	художественного произведения	1	3
88	того же	3	3
89	на деле	1	3
90	в целом	5	3
91	в виду	1	3
92	как правило	2	3
93	как говорит	1	3
94	и к	1	3
95	или иного	4	3
96	в которой	4	3
97	он должен	2	3
98	лишь в	3	3
99	его в	2	3
100	это не	8	3
101	этом смысле	1	3
102	текст в	1	3
103	как и	9	3
104	иначе говоря	1	3
105	с точки	8	3
106	но он	2	3
107	тем не	2	3
108	их в	2	3
109	однако в	1	3
110	в культуре	1	3
111	в отношении	9	3
112	не менее	5	3
113	в русской	1	3
114	как раз	4	3
115	потому что	6	3
116	так в	1	3
117	читателя в	1	3
118	мог бы	1	3
119	к его	1	3
120	если бы	9	3
121	и что	4	3
122	того или	4	3
123	что он	10	3
124	к нему	2	3
125	во втором	4	3
126	данного текста	1	3
127	во всей	1	3
128	оказывается в	2	3
129	или иным	3	3
130	в области	14	3
131	далеко не	1	3
132	не на	1	3
133	была бы	5	3
134	текста в	5	3
135	о чем	1	3
136	в данном	14	3
137	в той	6	3
138	текста как	1	3
139	и для	3	3
140	таким образом	7	3
141	в таком	3	3
142	в роли	1	3
143	и это	2	2
144	это и	4	2
145	идет о	2	2
146	анекдот не	1	2
147	совпадает с	2	2
148	я не	7	2
149	из перечисленных	1	2
150	во мне	1	2
151	и на	1	2
152	в чем	3	2
153	но как	1	2
154	не все	3	2
155	за пределы	2	2
156	в своем	2	2
157	говорит что	3	2
158	это тоже	1	2
159	все эти	5	2
160	в нашем	1	2
161	бы не	2	2
162	право на	1	2
163	в этой	11	2
164	с их	1	2
165	но на	2	2
166	всей его	1	2
167	не как	1	2
168	наших глазах	2	2
169	ни был	1	2
170	значительной степени	1	2
171	могла бы	1	2
172	об этом	3	2
173	времени и	1	2
174	времени в	1	2
175	по мысли	1	2
176	по себе	1	2
177	в них	1	2
178	несмотря на	2	2
179	и некоторые	1	2
180	от себя	1	2
181	втором случае	2	2
182	и более	2	2
183	том и	1	2
184	вовсе не	19	2
185	даже в	3	2
186	тому что	3	2
187	дело не	4	2
188	одна из	1	2
189	и притом	1	2
190	не могло	1	2
191	вытекает из	2	2
192	имеем дело	2	2
193	этих двух	3	2
194	пушкина что	2	2
195	не является	3	2
196	числе и	2	2
197	в стилистическом	1	2
198	оно не	1	2
199	для себя	3	2
200	и о	1	2
201	того чтобы	11	2
202	тем или	3	2
203	и сам	2	2
204	или в	1	2
205	о том	17	2
206	при котором	1	2
207	в глаза	1	2
208	однако с	1	2
209	я думаю	11	2
210	именно в	6	2
211	а именно	3	2
212	говорит в	2	2
213	с одной	3	2
214	из которого	2	2
215	есть в	2	2
216	и др	1	2
217	слова не	1	2
218	одно из	2	2
219	никто не	4	2
220	слова в	1	2
221	в одном	1	2
222	у него	2	2
223	случае не	2	2
224	для того	10	2
225	стилистическом отношении	1	2
226	или иначе	2	2
227	а с	3	2
228	превращается в	2	2
229	одной стороны	2	2
230	в сторону	2	2
231	начиная с	2	2
232	так же	5	2
233	и потому	2	2
234	как в	13	2
235	из которых	1	2
236	к своему	1	2
237	так или	2	2
238	и по	5	2
239	для понимания	1	2
240	при условии	1	2
241	ни для	1	2
242	и позволяет	1	2
243	во всех	8	2
244	речь идет	4	2
245	тем более	4	2
246	истории литературы	2	2
247	в равной	2	2
248	отношении к	1	2
249	одной из	1	2
250	от всех	1	2
251	в иной	1	2
252	культуры в	3	2
253	из этого	1	2
254	том числе	2	2
255	этого в	1	1
256	также и	9	1
257	же как	3	1
258	чтобы не	1	1
259	являются такими	1	1
260	свою личность	1	1
261	художественных произведений	1	1
262	даже сказать	1	1
263	и есть	1	1
264	то в	3	1
265	здесь и	1	1
266	чего не	1	1
267	можно говорить	1	1
268	из его	1	1
269	вещей в	1	1
270	едва ли	1	1
271	в зависимости	1	1
272	которыми он	2	1
273	той же	5	1
274	не была	2	1
275	в литературном	2	1
276	в каждый	1	1
277	в сущности	2	1
278	как я	1	1
279	никогда не	5	1
280	не знают	1	1
281	зависимости от	1	1
282	революции в	1	1
283	пребывания в	1	1
284	проявляется в	1	1
285	думаю что	5	1
286	на них	1	1
287	между собой	1	1
288	внимание и	1	1
289	столь же	4	1
290	время в	1	1
291	бы то	1	1
292	что его	1	1
293	иных случаях	2	1
294	нет не	1	1
295	бы свой	1	1
296	с собою	1	1
297	времени то	1	1
298	друг от	1	1
299	или иное	3	1
300	что они	7	1
301	том чем	1	1
302	на основе	1	1
303	и я	3	1
304	в истории	3	1
305	мере в	2	1
306	более чем	2	1
