N	3gram	Tiupa_Narr_1	Myslijsy
1	по отношению к	3	8
2	заключает в себе	2	8
3	в том что	5	7
4	по крайней мере	1	5
5	не может быть	4	5
6	само по себе	1	5
7	о том что	2	5
8	мере того как	1	4
9	по мере того	1	4
10	то же самое	2	4
11	до сих пор	2	4
12	и то что	1	4
13	сам по себе	1	4
14	можно сказать что	2	4
15	на то что	2	4
16	для того чтобы	3	4
17	тем не менее	3	4
18	на самом деле	1	3
19	внимание на то	2	3
20	с точки зрения	1	3
21	не то что	1	3
22	в том случае	1	3
23	во всяком случае	2	3
24	и т д	1	3
25	то же время	4	3
26	мы не можем	1	3
27	потому что в	1	3
28	в то же	4	3
29	что иное как	1	2
30	только потому что	1	2
31	подобно тому как	3	2
32	бы не было	1	2
33	если бы не	1	2
34	до известной степени	1	2
35	сами по себе	2	2
36	в этих случаях	1	2
37	в данном случае	8	2
38	мы имеем дело	2	2
39	то есть от	1	2
40	один и тот	1	2
41	не было и	2	2
42	и как бы	1	2
43	и тот же	1	2
44	то в его	1	1
45	как и у	1	1
46	то хотя бы	1	1
47	и того же	1	1
48	дело в том	2	1
49	а не в	1	1
50	в том числе	1	1
51	и не только	1	1
52	и еще более	1	1
53	в разные времена	1	1
54	том случае если	1	1
55	мы и сами	1	1
56	но и не	1	1
57	но и в	2	1
58	и та же	1	1
59	слова и мысли	1	1
60	в этом отношении	3	1
61	следующее место из	1	1
62	и не может	1	1
63	точно так же	1	1
64	при всей своей	1	1
65	не подлежит сомнению	1	1
66	случае мы имеем	1	1
67	может быть и	1	1
68	в последних словах	1	1
69	если только в	1	1
70	может быть не	2	1
71	дело не с	1	1
72	в первый раз	1	1
73	мы не знаем	1	1
74	с одной стороны	1	1
75	стало быть и	1	1
76	в связи с	2	1
77	как один из	1	1
78	в приведенном выше	1	1
79	но при этом	1	1
80	имеем дело с	2	1
81	сказать и о	1	1
82	не умеет выразить	1	1
83	в свою очередь	2	1
84	столь же мало	1	1
85	лишь в том	1	1
86	одна и та	1	1
87	с другой стороны	1	1
88	значительной степени это	1	1
89	в той же	1	1
90	той или другой	1	1
91	стало быть в	1	1
92	и в самом	1	1
93	своей точки зрения	1	1
94	отношению к ним	1	1
95	речь идет о	3	1
96	том числе и	1	1
97	одного и того	1	1
98	друг от друга	1	1
99	не представляется возможным	1	1
100	к тому что	1	1
101	они могут быть	1	1
102	оно и не	1	1
103	том что одно	2	1
104	как и в	1	1
105	но еще не	1	1
