N	3gram	Propp_Russ_1	Vladivir
1	там же с	1	10
2	с м соловьев	1	9
3	о том что	4	7
4	в том что	15	7
5	на то что	1	4
6	том что в	6	3
7	и потому что	2	3
8	мы увидим ниже	2	3
9	как мы уже	1	3
10	к этому времени	1	2
11	что и в	1	2
12	можно судить по	1	2
13	так как он	1	2
14	можно сказать что	1	2
15	в то время	1	2
16	не только в	1	2
17	как мы увидим	5	2
18	тем не менее	3	2
19	во всяком случае	1	2
20	в москве и	1	2
21	он так и	1	2
22	и т д	9	2
23	всего этого видно	1	1
24	из всего этого	1	1
25	пишет что касается	1	1
26	что в этот	1	1
27	с места на	1	1
28	состояла в том	1	1
29	не потому что	1	1
30	этого видно что	1	1
31	но мы здесь	1	1
32	один от другого	1	1
33	с целью получить	2	1
34	во второй половине	1	1
35	привело к тому	2	1
36	однако и на	1	1
37	а следовательно и	1	1
38	в это время	2	1
39	и в этом	1	1
40	только в тех	1	1
41	его жизнь в	1	1
42	по этому поводу	2	1
43	они ничего не	1	1
44	к тому что	4	1
45	и в первый	1	1
46	с тем что	1	1
47	в особенности же	1	1
48	не только у	2	1
49	что во время	1	1
50	мы не будем	2	1
51	места на место	1	1
52	на колени и	2	1
53	в настоящее время	3	1
54	не что иное	2	1
55	на самом же	1	1
56	одно из этих	2	1
57	но и из	1	1
58	к ней как	1	1
59	в этом отношении	1	1
60	к религиозным обрядам	1	1
61	как это часто	1	1
62	же деле это	1	1
63	в связи с	4	1
64	и в дальнейшем	1	1
65	вместе с тем	6	1
66	не без основания	1	1
67	как и другие	3	1
68	самом же деле	1	1
69	и в том	1	1
70	кроме того в	1	1
71	но это не	2	1
72	что иное как	2	1
73	здесь мы имеем	1	1
74	так как в	1	1
75	на место в	1	1
76	мы уже знаем	1	1
77	что не только	1	1
78	и а н	3	1
79	потому что она	1	1
80	на другой день	1	1
81	москве и в	1	1
82	в свою очередь	2	1
83	по этому вопросу	1	1
