N	3gram	Vygotskiy__2	Analitik
1	о том что	4	6
2	в том что	17	6
3	в данном случае	4	5
4	состоит в том	2	4
5	с одной стороны	1	4
6	в этом случае	1	4
7	подобно тому как	2	3
8	в этом отношении	5	3
9	по крайней мере	1	3
10	того или иного	2	3
11	тем не менее	4	3
12	как и в	2	3
13	в этом смысле	1	2
14	с точки зрения	10	2
15	в таком случае	1	2
16	в то же	2	2
17	можно было бы	4	2
18	и то что	2	2
19	едва ли не	1	2
20	а не только	1	2
21	в отличие от	1	2
22	с другой стороны	2	2
23	то же время	2	2
24	и тем самым	1	2
25	и в самом	4	2
26	в конечном счете	3	2
27	не только не	1	2
28	на то что	6	2
29	не в состоянии	1	1
30	а между тем	1	1
31	крайней мере в	1	1
32	что иное как	1	1
33	можно сказать что	1	1
34	литературного произведения как	1	1
35	должна была бы	1	1
36	приводит к тому	1	1
37	в данный момент	1	1
38	более или менее	1	1
39	и даже не	1	1
40	может быть признано	1	1
41	никак не может	1	1
42	свидетельствует о том	1	1
43	те же самые	2	1
44	которые могут быть	1	1
45	ли он в	1	1
46	и во всех	1	1
47	сами по себе	3	1
48	бы можно было	1	1
49	но и на	1	1
50	не имеет никаких	1	1
51	но и в	1	1
52	к игре и	1	1
53	к тому или	1	1
54	на этот вопрос	2	1
55	в противном случае	1	1
56	с этой точки	1	1
57	и тем что	2	1
58	лишь материал для	1	1
59	в несколько ином	1	1
60	только частный случай	1	1
61	в литературном произведении	1	1
62	самое что и	2	1
63	при этом сами	1	1
64	в противоречие с	1	1
65	дело не с	1	1
66	тому или иному	2	1
67	и все его	1	1
68	и тот же	1	1
69	не в самом	1	1
70	и то же	1	1
71	имеем дело с	1	1
72	как и на	1	1
73	в свою очередь	2	1
74	одни и те	2	1
75	в связи с	1	1
76	одно и то	1	1
77	в свое время	1	1
78	этой точки зрения	2	1
79	только то что	1	1
80	есть не что	1	1
81	не может быть	8	1
82	ответ на этот	1	1
83	так же точно	7	1
84	же самое что	2	1
85	том смысле что	1	1
86	заключается в том	10	1
87	как нельзя лучше	1	1
88	не только на	1	1
89	не что иное	1	1
90	в самом деле	11	1
91	и должны быть	1	1
92	на всем протяжении	1	1
93	и те же	2	1
94	то что она	3	1
95	в том смысле	1	1
96	к тому что	2	1
97	в отношении к	3	1
98	друг с другом	1	1
99	он не только	1	1
100	же точно и	2	1
101	исходит из самого	1	1
102	точно так же	3	1
103	то же самое	6	1
