N	3gram	Tiupa_Hudo_2	Vvedenie
1	и т д	2	36
2	для того чтобы	3	20
3	в том что	11	12
4	о том что	7	12
5	не может быть	3	8
6	тем не менее	3	8
7	до сих пор	2	6
8	в самом деле	3	6
9	то же время	4	6
10	в то же	4	6
11	и т п	2	5
12	с другой стороны	1	5
13	по отношению к	7	4
14	в этом случае	1	4
15	в этом отношении	1	4
16	можно было бы	2	4
17	в данном случае	2	4
18	не только в	2	4
19	и в этом	2	4
20	так или иначе	1	4
21	с одной стороны	3	4
22	в конечном итоге	1	3
23	и в том	1	3
24	заключается в том	1	3
25	и в самом	1	3
26	можно сказать что	1	3
27	но все же	1	3
28	на том что	1	2
29	что несмотря на	1	2
30	состоит в том	2	2
31	дело в том	1	2
32	подобно тому как	4	2
33	в соответствии с	3	2
34	то же самое	2	2
35	как будто бы	2	2
36	с точки зрения	2	2
37	хотя бы и	2	2
38	точно так же	1	2
39	а также и	1	2
40	той или иной	1	2
41	а между тем	3	1
42	вкладывает в уста	1	1
43	разумеется еще нет	1	1
44	мы имеем дело	1	1
45	но это только	1	1
46	в настоящее время	1	1
47	и от того	1	1
48	дело не только	2	1
49	то или иное	1	1
50	в таком случае	1	1
51	потому что это	1	1
52	только в том	2	1
53	что не только	1	1
54	и составляет содержание	1	1
55	имеем дело с	1	1
56	как он сам	2	1
57	человека в его	1	1
58	не то что	1	1
59	и то что	1	1
60	так а не	1	1
61	мысли и чувства	1	1
62	так что даже	1	1
63	так же как	2	1
64	он вовсе не	1	1
65	в первом случае	1	1
66	как на нечто	1	1
67	бы то ни	1	1
68	лишь в том	1	1
69	на этом пути	1	1
70	а в том	1	1
71	всего что было	1	1
72	у него в	1	1
73	в конце xviii	1	1
74	же самое что	2	1
75	та или иная	1	1
76	слова но и	1	1
77	того или иного	2	1
78	уже в том	1	1
79	с самого начала	1	1
80	в своем внешнем	2	1
81	именно потому что	1	1
82	да и с	1	1
83	но с другой	1	1
84	после того как	1	1
85	и о которой	1	1
86	из этих двух	1	1
87	этого не следует	1	1
88	обратим внимание на	1	1
89	к тому что	4	1
90	если бы оно	1	1
91	в xix в	1	1
92	но ведь это	1	1
93	наблюдения и выводы	1	1
94	совершенно иного рода	1	1
95	как мы знаем	1	1
96	говорит о них	2	1
97	значении этого термина	1	1
