N	3gram	Ircho_Kome_3	Dialekti
1	и т д	1	15
2	по крайней мере	1	9
3	с точки зрения	3	8
4	в том что	9	6
5	в связи с	3	4
6	то же время	4	4
7	о том что	4	4
8	с другой стороны	2	4
9	в самом деле	6	3
10	в то же	4	3
11	то время как	2	3
12	т е в	2	3
13	в то время	2	3
14	можно сказать что	1	3
15	не нуждается в	1	3
16	не в состоянии	1	2
17	потому что он	1	2
18	в виду что	1	2
19	более или менее	1	2
20	как это было	1	2
21	до сих пор	9	2
22	в зависимости от	1	2
23	и т п	3	2
24	говоря уже о	1	2
25	может быть только	1	2
26	и в частности	1	2
27	тем не менее	3	2
28	так или иначе	2	2
29	во всяком случае	3	2
30	с самого начала	4	2
31	то же самое	3	2
32	не говоря уже	1	2
33	том что она	1	1
34	все что угодно	1	1
35	но как раз	1	1
36	это как раз	1	1
37	в обоих случаях	1	1
38	равно как и	1	1
39	и до сих	1	1
40	подобно тому как	1	1
41	о том как	3	1
42	одной стороны и	1	1
43	не было и	1	1
44	не отличаются от	1	1
45	о чем я	1	1
46	и не может	1	1
47	и в то	1	1
48	бы то ни	2	1
49	все тем же	1	1
50	в этом отношении	2	1
51	самой своей природе	1	1
52	вместе с тем	3	1
53	так как все	1	1
54	как раз в	1	1
55	и после этого	1	1
56	все то же	1	1
57	том как надо	1	1
58	по самой своей	1	1
59	с одной стороны	3	1
60	в конце концов	2	1
61	но при этом	1	1
62	в некоторых случаях	1	1
63	и в этом	1	1
64	в одной точке	1	1
65	самого начала что	1	1
66	все равно что	1	1
67	в свое время	1	1
68	но и все	1	1
69	и всякий другой	1	1
70	друг с другом	1	1
71	по сравнению с	2	1
72	что и в	2	1
73	больше чем в	1	1
74	вопрос о том	1	1
75	в разной степени	1	1
76	речь идет о	3	1
77	не менее в	1	1
78	но все же	2	1
79	прежде всего это	1	1
80	за то что	1	1
81	до тех пор	3	1
82	ничем не отличаются	1	1
83	к тому что	1	1
84	к тому же	4	1
85	при всем том	2	1
86	и все его	1	1
87	независимо от того	1	1
