N	3gram	Potebnia_M_4	Psycholo
1	и т п	4	15
2	в том что	7	9
3	не может быть	5	8
4	на то что	4	8
5	и т д	3	8
6	в том чтобы	1	7
7	о том что	5	7
8	во всяком случае	3	6
9	заключается в том	1	6
10	в то время	1	5
11	не в том	2	5
12	само по себе	5	5
13	подобно тому как	2	5
14	с другой стороны	1	5
15	с одной стороны	1	5
16	для того чтобы	4	5
17	как и в	1	4
18	только тогда когда	4	4
19	не в состоянии	2	3
20	и той же	1	3
21	только в том	2	3
22	до сих пор	4	3
23	к тому чтобы	1	3
24	точно так же	1	3
25	сказать что в	1	3
26	одной и той	1	3
27	и так как	1	3
28	не только не	3	3
29	все то что	1	3
30	хотя и не	1	2
31	то что я	7	2
32	упуская из виду	1	2
33	в настоящее время	1	2
34	в том и	2	2
35	то же самое	4	2
36	в силу того	1	2
37	мы не можем	3	2
38	с точки зрения	3	2
39	имеет в виду	1	2
40	в таком случае	2	2
41	не было бы	1	2
42	в этом отношении	1	2
43	ту же мысль	1	2
44	вместе с тем	3	2
45	в том случае	3	2
46	том и состоит	1	2
47	и таким образом	3	2
48	а в том	2	2
49	силу того что	1	2
50	от того что	3	2
51	никогда не может	1	2
52	в одном из	1	2
53	то есть в	2	2
54	и в самом	1	2
55	смысле этого слова	1	2
56	слова то есть	3	2
57	на самом деле	3	2
58	тем не менее	4	2
59	что и в	2	2
60	не может стать	1	2
61	мы видели что	1	2
62	что речь идет	1	2
63	потому что как	2	1
64	даже тогда когда	1	1
65	и того же	1	1
66	друг к другу	1	1
67	а следовательно и	1	1
68	тех пор пока	2	1
69	другой стороны в	1	1
70	как в процессе	1	1
71	мы имеем дело	2	1
72	потому что в	3	1
73	если бы мы	1	1
74	дело в том	1	1
75	но так как	1	1
76	одним и тем	1	1
77	не только о	1	1
78	во всем ее	1	1
79	творчества так и	1	1
80	в том числе	1	1
81	в том же	2	1
82	если так то	1	1
83	и в той	1	1
84	не заключает в	1	1
85	т п но	1	1
86	и состоит чтобы	1	1
87	в этом суждении	1	1
88	том случае если	1	1
89	сами по себе	2	1
90	языка то есть	1	1
91	таким образом как	1	1
92	что только в	1	1
93	его частей то	1	1
94	так как мы	1	1
95	что мы можем	1	1
96	а может быть	1	1
97	в таком же	1	1
98	то что в	2	1
99	еще до сих	1	1
100	заключает в себе	8	1
101	виде в каком	1	1
102	человек то есть	1	1
103	как при этом	1	1
104	может быть только	1	1
105	не то что	3	1
106	и то что	4	1
107	а если так	1	1
108	случае когда мы	1	1
109	что в сущности	1	1
110	человек не только	1	1
111	различаем в слове	1	1
112	бы и в	1	1
113	в это время	1	1
114	в такой степени	1	1
115	смотрит на нее	1	1
116	чтобы понять что	1	1
117	тот же предмет	1	1
118	всякое понимание есть	1	1
119	мы его не	1	1
120	того что он	1	1
121	и тем же	1	1
122	между тем как	2	1
123	так что если	1	1
124	из виду что	1	1
125	могут быть названы	1	1
126	мы можем убедиться	1	1
127	же значение как	1	1
128	то что она	2	1
129	мы не знаем	1	1
130	такой степени что	1	1
131	если же мы	1	1
132	если бы в	1	1
133	к другу и	1	1
134	объективное и субъективное	1	1
135	и в этом	4	1
136	не могут быть	2	1
137	можно сравнить с	2	1
138	и потому не	1	1
139	разница только в	1	1
140	чувственный образ и	1	1
141	дело не в	1	1
142	слово которое является	1	1
143	поэзия как и	1	1
144	той и другой	1	1
145	я вижу есть	1	1
146	в связи с	1	1
147	столь же мало	1	1
148	то что все	1	1
149	то что по	1	1
150	следующее то что	1	1
151	а слово с	1	1
152	такое же значение	1	1
153	бы только в	2	1
154	и в другой	1	1
155	потому что мы	2	1
156	и не без	1	1
157	речь идет о	1	1
158	один и тот	2	1
159	до такой степени	5	1
160	иначе как в	1	1
161	мы различаем в	1	1
162	только о том	1	1
163	образом мы видим	1	1
164	что то же	1	1
165	так как при	1	1
166	но не могу	1	1
167	того и другого	1	1
168	до тех пор	6	1
169	когда мы говорим	3	1
170	нуждаются в объяснении	1	1
171	таким образом мы	2	1
172	оба эти направления	1	1
173	слов все это	1	1
174	или что то	1	1
175	и вместе с	1	1
176	что я вижу	2	1
177	в свою очередь	1	1
178	с самого начала	1	1
179	легко заметить что	1	1
180	вопрос о том	2	1
181	если признать что	1	1
182	в обществе и	1	1
183	только в обществе	1	1
184	мы различаем три	1	1
185	известный способ мышления	1	1
186	что иное как	2	1
187	можно сказать что	4	1
188	у нас в	1	1
189	случае если бы	1	1
190	одного и того	1	1
191	тогда когда оно	2	1
192	и ту же	1	1
193	именно в силу	1	1
194	вижу есть для	1	1
195	не что иное	2	1
196	пор пока мы	1	1
197	и в том	2	1
198	может быть объяснено	1	1
199	по тому что	1	1
200	одну и ту	1	1
201	т д то	1	1
202	есть для меня	4	1
203	том случае когда	1	1
204	сами нуждаются в	1	1
205	том числе и	1	1
206	и тот же	2	1
207	может быть искусственно	1	1
208	художественного произведения но	1	1
