N	3gram	Tiupa_Disk_1	Psycholo
1	на то что	1	12
2	в том что	13	11
3	с точки зрения	1	9
4	то же самое	2	8
5	заключается в том	1	6
6	с самого начала	1	6
7	до сих пор	1	5
8	с одной стороны	9	5
9	с другой стороны	3	5
10	о том что	5	3
11	речь идет о	1	3
12	о том как	1	2
13	на самом деле	1	2
14	только в том	2	2
15	только то что	1	2
16	в наше время	2	2
17	и все прочие	1	2
18	вместе с тем	1	2
19	одно и то	1	2
20	в данном случае	2	2
21	и как бы	3	2
22	и то же	1	2
23	не в том	3	2
24	во всяком случае	1	2
25	в свою очередь	3	2
26	по аналогии с	1	2
27	как мы видели	1	2
28	и в другом	1	2
29	то все же	1	1
30	но все же	1	1
31	потому что в	1	1
32	более или менее	2	1
33	и может быть	1	1
34	перед нами было	1	1
35	в том и	1	1
36	внимание на то	1	1
37	отличается от басни	1	1
38	она могла бы	1	1
39	того или иного	1	1
40	он не может	1	1
41	одной стороны это	1	1
42	как и все	1	1
43	что он не	1	1
44	в отличие от	4	1
45	в котором они	1	1
46	в том случае	1	1
47	в этом отношении	1	1
48	что не только	1	1
49	обратить внимание на	2	1
50	в основе своей	2	1
51	далеко не ограничивается	2	1
52	том случае если	1	1
53	том что всякое	1	1
54	в своей основе	1	1
55	состоит в том	2	1
56	в евгении онегине	1	1
57	а с другой	3	1
58	каждый из них	1	1
59	одновременно с этим	1	1
60	дело не в	1	1
61	бы это явление	1	1
62	заключать в себе	1	1
63	в целом ряде	1	1
64	не заметить что	1	1
65	басни что он	1	1
66	в тех случаях	1	1
67	а в том	2	1
68	так например в	1	1
69	в которых она	1	1
70	в том чтобы	2	1
71	перед своими глазами	1	1
72	и что это	1	1
73	этого как и	1	1
74	к которому мы	1	1
75	легко заметить что	1	1
76	когда указывает на	1	1
77	можно сказать что	2	1
78	если бы я	1	1
79	или во всяком	1	1
80	не может быть	3	1
81	подобно тому как	2	1
82	к тому же	4	1
