N	4gram	Tiupa_Disk_2	Hudozhes
1	в то же время	4	8
2	в такой же мере	1	2
3	анекдотического и притчевого начал	2	2
4	так и в камне	1	1
5	ему интеллектуальную тревогу за	1	1
6	лежит на спине и	1	1
7	рассказу о колдуне не	1	1
8	[...] под тремя камнями	1	1
9	утре которое повторяется аккуратно	1	1
10	всеобъемлющий взгляд с позиции	1	1
11	образе мыслящих овец их	1	1
12	замечали друг друга и	1	1
13	знать притчевое по своей	1	1
14	и поезда железных дорог	1	1
15	внушить ему интеллектуальную тревогу	1	1
16	не нужно и непонятно	1	1
17	каждый из них жил	1	1
18	есть по сути дела	1	1
19	своей всеобъемлемости и универсальности	1	1
20	не замечали друг друга	1	1
21	лицо обращено к пыльному	1	1
22	нет дела до зарытого	1	1
23	динамичная чреватая анекдотическими ситуациями	1	1
24	гнал из таганрога на	1	1
25	спине и глядит в	1	1
26	отсюда и видно что	1	1
27	всего в том что	1	1
28	городище и там где	1	1
29	ни в утре которое	1	1
30	фантастикой и авантюрностью кладоискательских	1	1
31	ровная и безграничная как	1	1
32	не на бахмут шел	1	1
33	в москву везли мы	1	1
34	к чему сдалось земное	1	1
35	здесь царят удача либо	1	1
36	деревни а дальнозоркий калмык	1	1
37	отношения но из них	1	1
38	земле где схоронены клады	1	1
39	в крепости [...] под	1	1
40	этих долговечных птиц ни	1	1
41	срывается только отсюда и	1	1
42	или где балка как	1	1
43	однообразия вечности на низменное	1	1
44	прежде всего в том	1	1
45	счастья именно ему приходит	1	1
46	и беззвучии чувствовались века	1	1
47	позиции возвышенного однообразия вечности	1	1
48	молчаливой степи и вековых	1	1
49	беззвучии чувствовались века и	1	1
50	только отсюда и видно	1	1
51	подводах в москву везли	1	1
52	универсальности видение жизни иной	1	1
53	на подводах в москву	1	1
54	ни шаг то гнездо	1	1
55	тогда большой шлях не	1	1
56	сутки ни в безграничной	1	1
57	центром притчевой картины мира	1	1
58	своей собственной жизнью даже	1	1
59	произвол захочет нечистая сила	1	1
60	в образе мыслящих овец	1	1
61	активизировать мысль человека внушить	1	1
62	удача либо неудача и	1	1
63	которые каждый день могут	1	1
64	повторяется аккуратно каждые сутки	1	1
65	не имеют никакого отношения	1	1
66	счастье которое было ему	1	1
67	следующей фразой почти достигнутая	1	1
68	крепости [...] под тремя	1	1
69	есть в крепости [...]	1	1
70	видно что на этом	1	1
71	за необходимость решения вопроса	1	1
72	вершины видна равнина такая	1	1
73	друг друга и каждый	1	1
74	самой земле где схоронены	1	1
75	счастья и овечьих мыслей	1	1
76	обращено к пыльному подорожнику	1	1
77	днях и ночах вероятно	1	1
78	я его годов шестьдесят	1	1
79	степи и небе о	1	1
80	знаю с той поры	1	1
81	и каждый из них	1	1
82	вечности на низменное многообразие	1	1
83	клады есть в крепости	1	1
84	в чьей неподвижности и	1	1
85	в камне свистеть начнет	1	1
86	их мысли длительные тягучие	1	1
87	возвышенного однообразия вечности на	1	1
88	покойника царя встречать а	1	1
89	видны барские усадьбы хутора	1	1
90	даже город и поезда	1	1
91	гнезда были что ни	1	1
92	жизнью даже позы в	1	1
93	мысли длительные тягучие вызываемые	1	1
94	где теперь ковыли дудачьи	1	1
95	поезда железных дорог всеобъемлющий	1	1
96	свистеть начнет вот как	1	1
97	ни в чем не	1	1
98	неудача и произвол захочет	1	1
99	низменное многообразие человеческой жизни	1	1
100	достигнутая кульминация срывается только	1	1
101	ковыли дудачьи гнезда были	1	1
102	состоит в том что	2	1
103	тревогу за необходимость решения	1	1
