1	о том что	3	5
2	в средние века	1	4
3	с одной стороны	4	4
4	в другом месте	1	4
5	в большинстве случаев	4	4
6	большей или меньшей	2	3
7	до сих пор	5	3
8	в первом случае	1	3
9	в этом отношении	1	3
10	в большей или	1	3
11	но и в	2	2
12	и в особенности	1	2
13	никак не может	1	2
14	одной стороны и	1	2
15	как один из	1	2
16	не только с	1	2
17	как мы увидим	2	2
18	прежде всего мы	1	2
19	и тот же	2	2
20	в меньшей степени	1	2
21	в том что	4	2
22	в этой роли	1	2
23	таким образом в	1	2
24	с другой стороны	5	2
25	но и с	1	2
26	широко использован в	1	1
27	и что это	1	1
28	дело в том	3	1
29	не только в	1	1
30	в последней главе	1	1
31	а для этого	1	1
32	после того как	1	1
33	если мы будем	1	1
34	в ту же	1	1
35	а так как	1	1
36	мы узнаем в	1	1
37	так как его	1	1
38	в связи с	3	1
39	никогда не было	1	1
40	между собой и	1	1
41	в зависимости от	2	1
42	всего один раз	1	1
43	а не как	1	1
44	и даже в	1	1
45	в значительной степени	1	1
46	это конечно не	2	1
47	в нем и	1	1
48	на самом же	1	1
49	один и тот	2	1
50	самом же деле	1	1
51	более или менее	5	1
52	в одном из	1	1
53	мы не будем	3	1
54	вместе с тем	2	1
55	для того чтобы	1	1
56	не может быть	7	1
57	но все же	3	1
58	до наших дней	1	1
59	смысле этого слова	1	1
60	на которой он	1	1
61	мы видим что	8	1
62	в некоторых местах	1	1
63	именно это и	1	1
64	и что он	1	1
65	но и для	1	1
66	а именно в	1	1
67	это значило бы	1	1
68	на этот вопрос	2	1
69	что и в	1	1
70	в то время	3	1
71	мы видели что	2	1
72	она никогда не	1	1
73	это все же	1	1
74	и в средние	1	1
75	до xix века	1	1
76	с большей или	1	1
77	с едой и	1	1
78	и в ней	3	1
79	но в то	1	1
80	это один из	2	1
81	лишь тогда когда	1	1
82	непременно должна быть	1	1
83	о том как	1	1
84	по отношению к	3	1
85	на основании которых	1	1
86	только то что	1	1
87	все же не	2	1
88	до известной степени	1	1
89	за то что	1	1
