N	2gram	Bakhtin_Pr_1	Problema
1	и не	42	28
2	то есть	46	27
3	не только	9	24
4	только в	13	23
5	в виде	2	22
6	вовсе не	2	21
7	и в	38	20
8	в том	8	20
9	ни в	11	17
10	не просто	1	16
11	все эти	5	16
12	смысле слова	2	15
13	то что	8	15
14	точки зрения	8	14
15	у нас	2	14
16	той или	2	14
17	было бы	8	14
18	но и	9	14
19	также и	3	13
20	не в	7	13
21	даже и	1	13
22	или иной	2	13
23	в нашем	4	12
24	в себе	4	12
25	том что	3	12
26	не есть	6	12
27	с точки	6	11
28	по себе	1	11
29	прежде всего	13	11
30	едва ли	3	10
31	отнюдь не	19	10
32	тем не	3	10
33	и его	16	10
34	не менее	4	10
35	так и	5	10
36	не является	3	10
37	в этом	15	9
38	может быть	26	9
39	и даже	3	9
40	все это	3	9
41	но в	4	8
42	таким образом	10	8
43	если бы	3	8
44	что он	2	8
45	в той	1	8
46	в результате	1	8
47	и все	3	8
48	то же	5	7
49	в ней	4	7
50	еще не	7	7
51	и с	17	7
52	ясно что	3	7
53	это не	5	7
54	здесь не	4	7
55	хотя бы	4	7
56	и тем	3	7
57	есть в	1	7
58	с другой	7	7
59	именно в	1	7
60	сказать что	4	7
61	а не	5	7
62	и потому	4	7
63	есть не	2	6
64	мы имеем	2	6
65	а только	2	6
66	только при	2	6
67	при этом	5	6
68	всех этих	1	6
69	художественный образ	1	6
70	как и	7	6
71	в данном	4	6
72	но если	1	6
73	и без	1	6
74	же самое	2	6
75	в виду	4	6
76	и вообще	2	6
77	а также	1	6
78	что здесь	1	6
79	по своему	1	6
80	но это	3	6
81	и от	3	6
82	для нас	1	6
83	другой стороны	4	6
84	в таком	3	6
85	на самом	4	5
86	действительности и	3	5
87	но не	12	5
88	как в	4	5
89	хотя и	3	5
90	и если	1	5
91	в нем	15	5
92	да и	3	5
93	в них	5	5
94	в этих	2	5
95	и о	5	5
96	в ее	4	5
97	данном случае	4	5
98	каждый раз	1	5
99	о том	4	5
100	можно сказать	2	5
101	жизни и	1	5
102	уже не	1	5
103	случае не	2	5
104	здесь в	2	5
105	человеческой жизни	1	5
106	не может	27	5
107	вместе с	1	5
108	так же	1	5
109	в смысле	1	5
110	не существует	1	5
111	или в	2	5
112	и т	14	4
113	это и	1	4
114	без всякого	1	4
115	кроме того	3	4
116	и есть	2	4
117	и наконец	6	4
118	в этой	1	4
119	с тем	1	4
120	несмотря на	3	4
121	в своей	7	4
122	в одном	1	4
123	тем самым	4	4
124	отличается от	2	4
125	не имеет	9	4
126	в самой	2	4
127	можно было	4	4
128	с ним	5	4
129	и во	2	4
130	во всех	11	4
131	и только	4	4
132	одной из	3	4
133	и ее	2	4
134	или даже	1	4
135	ни с	2	4
136	что не	4	4
137	как бы	22	4
138	в художественном	20	4
139	и для	11	4
140	а в	6	4
141	какой мере	2	4
142	в то	4	4
143	в какой	2	4
144	самом деле	6	3
145	но она	2	3
146	в каждой	1	3
147	и на	3	3
148	коем случае	2	3
149	но как	2	3
150	в истории	2	3
151	в своем	5	3
152	и к	3	3
153	бы и	1	3
154	вообще не	7	3
155	т д	1	3
156	человека в	2	3
157	в другом	2	3
158	того или	2	3
159	с другими	3	3
160	этом смысле	3	3
161	из них	1	3
162	здесь нет	2	3
163	все равно	1	3
164	глубоко и	1	3
165	как это	2	3
166	связи с	2	3
167	вплоть до	1	3
168	как о	1	3
169	правда в	1	3
170	мы все	1	3
171	можно ли	1	3
172	в коем	2	3
173	имеем дело	3	3
174	и является	1	3
175	уже и	1	3
176	в области	11	3
177	к тому	1	3
178	в самых	1	3
179	как мы	7	3
180	другими словами	2	3
181	и весь	2	3
182	не выходит	1	3
183	к нему	10	3
184	в его	43	3
185	что и	2	3
186	для всех	1	3
187	конечно не	5	3
188	не обходится	2	3
189	в начале	2	3
190	в сознании	1	3
191	здесь мы	2	3
192	для него	1	3
193	себе и	1	3
194	мы можем	6	3
195	тем что	2	3
196	для того	2	3
197	не было	2	3
198	и стремление	1	3
199	которые как	1	3
200	в связи	2	3
201	к его	2	3
202	независимо от	13	3
203	из которых	2	3
204	для искусства	1	3
205	или иного	2	3
206	и более	2	3
207	что мы	1	3
208	это уже	1	3
209	слова но	3	3
210	они суть	1	3
211	и как	8	3
212	мы должны	2	3
213	все они	5	3
214	в мифе	1	3
215	не говоря	1	3
216	совершенно не	7	3
217	из этого	1	3
218	что в	7	3
219	которая не	1	3
220	мы здесь	4	2
221	и закон	1	2
222	обойтись без	1	2
223	в которой	1	2
224	обходится без	1	2
225	они могут	1	2
226	так чтобы	1	2
227	время как	1	2
228	говорить о	3	2
229	не вполне	2	2
230	которое в	1	2
231	и он	2	2
232	нет в	1	2
233	основная особенность	1	2
234	иное как	1	2
235	говоря уже	1	2
236	столь же	2	2
237	в чем	2	2
238	нет и	3	2
239	за пределы	12	2
240	относится к	4	2
241	является только	1	2
242	стороны и	1	2
243	может обойтись	1	2
244	все же	6	2
245	и где	1	2
246	то в	1	2
247	что это	2	2
248	ни одна	2	2
249	другом случае	1	2
250	только один	1	2
251	если он	1	2
252	что каждая	1	2
253	он не	3	2
254	перестает быть	4	2
255	не к	6	2
256	в корне	2	2
257	с ее	1	2
258	не теряет	1	2
259	можно даже	1	2
260	и независимо	1	2
261	и может	1	2
262	его в	9	2
263	но именно	1	2
264	не чем	1	2
265	для них	1	2
266	далеко не	5	2
267	этого не	1	2
268	в котором	2	2
269	но эта	1	2
270	не будем	3	2
271	иным как	1	2
