N	2gram	Bakhtin_Fr_7	TeoriaLi
1	в мире	3	24
2	не только	5	18
3	в качестве	9	17
4	тогда как	1	16
5	и не	7	16
6	а в	5	14
7	и в	41	13
8	в частности	1	13
9	то есть	20	12
10	так и	10	12
11	может быть	4	12
12	в этом	15	11
13	при этом	3	11
14	в том	11	11
15	но не	1	10
16	и его	9	10
17	а не	2	10
18	то же	13	9
19	в его	12	9
20	по отношению	2	8
21	такого рода	1	8
22	своего рода	2	8
23	но и	9	8
24	отношению к	2	8
25	что в	9	8
26	отличие от	1	7
27	в себе	11	7
28	том что	4	7
29	точки зрения	5	7
30	в то	10	7
31	по своей	1	7
32	во второй	2	7
33	только в	6	7
34	себя в	1	7
35	как это	1	7
36	в данном	2	7
37	еще не	2	6
38	с его	2	6
39	но в	8	6
40	в первой	2	6
41	место в	4	6
42	же время	9	6
43	картина мира	2	6
44	как бы	7	6
45	мы имеем	2	5
46	данном случае	1	5
47	в своем	9	5
48	в самом	1	5
49	он не	4	5
50	как и	14	5
51	не в	9	5
52	тем самым	3	5
53	в нем	7	5
54	в ее	1	5
55	а также	2	5
56	между тем	1	5
57	уже не	2	5
58	как в	5	5
59	между ними	1	5
60	героя и	1	5
61	отношение к	2	4
62	хотя и	4	4
63	по пути	1	4
64	то что	8	4
65	ни в	6	4
66	в слове	1	4
67	в своей	3	4
68	в их	3	4
69	или менее	2	4
70	в форме	3	4
71	и ее	2	4
72	но он	4	4
73	и т.п	9	4
74	мира и	4	4
75	в свою	3	4
76	на смену	1	4
77	не знает	3	4
78	сказать что	1	4
79	не может	3	4
80	более или	2	4
81	и то	2	3
82	между двумя	1	3
83	например в	3	3
84	а только	2	3
85	и т.д	2	3
86	перед нами	2	3
87	и к	5	3
88	все эти	13	3
89	в нашем	1	3
90	в этой	13	3
91	и вот	2	3
92	и по	3	3
93	его в	3	3
94	этом смысле	1	3
95	в единое	1	3
96	в этих	2	3
97	в отношении	3	3
98	картины мира	4	3
99	никогда не	2	3
100	потому что	5	3
101	в эпизоде	5	3
102	свою очередь	3	3
103	так в	1	3
104	в другом	1	3
105	и что	1	3
106	того что	2	3
107	во времени	2	3
108	для него	6	3
109	слова в	1	3
110	с ее	3	3
111	именно в	2	3
112	и др	2	3
113	в воображении	1	3
114	нового времени	3	3
115	прежде всего	11	3
116	и потому	3	3
117	по своему	2	3
118	мира в	4	3
119	к которому	1	3
120	таким образом	19	3
121	или в	2	3
122	в основе	1	3
123	отношения к	1	2
124	того же	3	2
125	и это	5	2
126	это и	1	2
127	но она	1	2
128	принадлежит к	1	2
129	я не	3	2
130	в чем	2	2
131	и мира	2	2
132	у него	6	2
133	свою жизнь	1	2
134	за пределы	1	2
135	что они	1	2
136	как к	1	2
137	и как	2	2
138	говорит что	2	2
139	в которой	2	2
140	образом и	2	2
141	рассказ о	2	2
142	но на	1	2
143	два эпизода	1	2
144	этом мире	1	2
145	в году	5	2
146	одно и	2	2
147	об этом	1	2
148	это не	6	2
149	и иных	1	2
150	и тем	1	2
151	вовсе не	7	2
152	и некоторые	1	2
153	с точки	3	2
154	их в	2	2
155	по себе	1	2
156	даже в	1	2
157	автора и	1	2
158	дело не	2	2
159	своей природе	1	2
160	ценностей жизни	1	2
161	не принадлежит	1	2
162	и для	5	2
163	места для	1	2
164	вокруг него	1	2
165	для такого	1	2
166	и о	1	2
167	здесь не	1	2
168	в себя	2	2
169	роль в	2	2
170	не с	1	2
171	к его	1	2
172	мы в	2	2
173	в виду	4	2
174	и здесь	4	2
175	о том	6	2
176	в глаза	1	2
177	времени в	1	2
178	это было	2	2
179	к нему	5	2
180	во всех	3	2
181	во втором	1	2
182	в литературе	2	2
183	в большинстве	2	2
184	а напротив	1	2
185	что сама	1	2
186	в конце	8	2
187	во всей	2	2
188	и даже	1	2
189	в области	2	2
190	а на	2	2
191	в рассказе	1	2
192	не на	3	2
193	о чем	1	2
194	на фоне	1	2
195	вместе с	5	2
196	так же	5	2
197	и особенно	1	2
198	из которых	2	2
199	к жизни	4	2
200	в той	3	2
201	в следующей	1	2
202	в мировой	1	2
203	к тому	2	2
204	одной из	2	2
205	имеет в	1	2
206	в романе	7	2
207	что он	3	2
208	также и	2	1
209	с жизнью	1	1
210	человека и	1	1
