N	2gram	Nazirov_Tv_2	Myslijsy
1	то есть	5	34
2	потому что	7	33
3	то что	3	29
4	может быть	8	26
5	таким образом	10	24
6	в этом	8	23
7	в том	8	23
8	и в	20	23
9	и не	9	18
10	что в	7	17
11	при этом	8	15
12	только в	2	15
13	то же	7	14
14	в себе	3	14
15	как и	6	14
16	так как	3	14
17	для нас	1	14
18	если бы	4	13
19	не было	2	12
20	а не	6	12
21	том что	4	12
22	что я	2	11
23	не в	4	11
24	по себе	1	11
25	но и	8	11
26	не может	7	11
27	по отношению	3	10
28	не только	13	10
29	для меня	1	10
30	тем что	3	10
31	и потому	4	10
32	между тем	3	9
33	не есть	1	9
34	мы не	4	8
35	то это	1	8
36	но в	4	8
37	было бы	1	8
38	о том	5	8
39	сказать что	1	8
40	отношению к	3	8
41	и т	13	7
42	мы говорим	1	7
43	как в	4	7
44	с этим	1	7
45	что это	1	7
46	на то	1	7
47	в нем	3	7
48	в силу	1	7
49	мысли и	1	7
50	это не	7	7
51	по мере	1	7
52	и что	2	7
53	что и	1	7
54	вовсе не	2	7
55	могут быть	2	7
56	этого слова	1	7
57	что если	1	6
58	и к	1	6
59	в которой	2	6
60	известно что	2	6
61	мысль о	1	6
62	так и	6	6
63	т с	1	6
64	что не	3	6
65	вместе с	3	6
66	говорить о	2	5
67	не то	1	5
68	хотя и	4	5
69	как бы	11	5
70	так сказать	2	5
71	и мы	3	5
72	должно быть	1	5
73	по крайней	2	5
74	не менее	2	5
75	с ним	3	5
76	не имеет	1	5
77	образом в	1	5
78	крайней мере	2	5
79	так что	2	5
80	не можем	1	5
81	уже в	2	5
82	в его	10	5
83	для него	3	5
84	не из	1	5
85	что же	1	5
86	все это	6	5
87	а в	4	5
88	таким же	1	5
89	во всяком	2	5
90	а между	1	4
91	если б	1	4
92	только потому	1	4
93	и о	1	4
94	предположить что	1	4
95	в истории	2	4
96	думать что	1	4
97	что все	1	4
98	и с	8	4
99	его в	3	4
100	с другими	2	4
