N	2gram	Vinokur_Ku_2	Istorich
1	и в	23	24
2	не только	20	21
3	что он	5	21
4	и т	39	17
5	т д	14	16
6	т е	22	16
7	может быть	15	14
8	не может	9	14
9	что в	10	13
10	в этих	1	13
11	мы имеем	5	12
12	как в	3	12
13	в этом	18	12
14	и здесь	5	12
15	но и	7	11
16	это не	6	10
17	том что	11	10
18	и что	8	10
19	у него	3	10
20	а в	3	10
21	все же	7	9
22	с другой	8	9
23	не в	8	9
24	о том	1	9
25	потому что	25	9
26	и другие	1	9
27	то же	6	8
28	еще не	5	8
29	что и	3	8
30	так как	15	8
31	другой стороны	7	8
32	а не	10	8
33	все это	5	8
34	или в	4	8
35	то что	9	7
36	в первую	1	7
37	таким образом	5	7
38	мы видели	2	7
39	одна из	1	7
40	к нему	2	7
41	что здесь	1	7
42	один из	5	7
43	в том	19	7
44	вместе с	5	7
45	что это	7	6
46	но не	6	6
47	в нем	4	6
48	он не	3	6
49	всех этих	3	6
50	об этом	5	6
51	как и	2	6
52	для нас	4	6
53	и все	2	6
54	показывают что	1	6
55	а именно	2	6
56	того что	3	6
57	только в	5	6
58	ответ на	2	6
59	тем что	3	6
60	так же	4	6
61	с этой	2	6
62	в чем	1	5
63	с одной	2	5
64	отношение к	1	5
65	но в	11	5
66	что она	3	5
67	здесь мы	2	5
68	не менее	7	5
69	дело не	2	5
70	ничего не	4	5
71	так и	4	5
72	этих задач	1	5
73	одной стороны	1	5
74	там где	5	5
75	же как	2	4
76	он может	1	4
77	мы уже	1	4
78	мы не	1	4
79	как бы	4	4
80	при этом	2	4
81	мы можем	1	4
82	но все	4	4
83	не всегда	2	4
84	точки зрения	14	4
85	в их	2	4
86	своего рода	4	4
87	тем не	6	4
88	по существу	5	4
89	не имеет	4	4
90	никогда не	2	4
91	в других	1	4
92	совершенно ясно	1	4
93	так в	3	4
94	что у	2	4
95	на вопрос	1	4
96	то не	2	4
97	после того	2	4
98	с того	1	4
99	то и	3	4
100	вовсе не	9	4
101	если не	1	4
102	в данном	4	4
103	и не	16	4
104	мы должны	2	4
105	одной из	1	4
106	и он	1	3
107	с его	1	3
108	себе и	1	3
109	что они	2	3
110	кроме того	1	3
111	хотя и	4	3
112	когда он	1	3
113	из этих	1	3
114	на то	4	3
115	и если	2	3
116	том чтобы	1	3
117	и по	3	3
118	кажется что	1	3
119	в них	4	3
120	и становится	1	3
121	знаем что	3	3
122	вопрос о	9	3
123	в конце	4	3
124	таких случаев	1	3
125	как мы	3	3
126	тогда когда	1	3
127	того как	2	3
128	не все	3	3
129	и его	3	3
130	связи с	3	3
131	должны быть	2	3
132	данном случае	2	3
133	здесь нет	1	3
134	приходит к	1	3
135	в качестве	8	3
136	чаще всего	1	3
137	так что	1	3
138	уже в	3	3
139	не случайно	1	3
140	между прочим	2	3
141	возможно что	1	3
142	и даже	2	3
143	превратилась в	1	3
144	но есть	2	3
145	превращается в	2	3
146	в свете	1	3
147	предположить что	1	3
148	что за	2	3
149	этой точки	2	3
150	что мы	6	3
151	сих пор	1	3
152	но это	3	3
153	обращается к	1	3
154	с тех	1	2
155	д или	1	2
156	очень много	1	2
157	почти всегда	2	2
158	свое место	2	2
159	по его	1	2
160	указать что	1	2
161	время как	1	2
162	их не	2	2
163	того же	3	2
164	прямой связи	1	2
165	в прямой	1	2
166	и на	6	2
167	только после	1	2
168	но конечно	1	2
169	это видно	1	2
170	в китае	1	2
171	со стороны	4	2
172	не просто	2	2
173	новые отношения	1	2
174	имеют целью	1	2
175	с этим	3	2
176	перед нами	4	2
177	этом же	1	2
178	что по	1	2
179	в действительности	1	2
180	в самом	12	2
181	в которой	1	2
182	все эти	12	2
183	во многих	1	2
184	еще один	1	2
185	нами в	1	2
186	вообще не	1	2
187	связанные с	2	2
188	д в	1	2
189	в силу	7	2
190	быть поставлен	1	2
191	так например	1	2
192	в одну	2	2
193	не будет	1	2
194	на ту	2	2
195	было бы	15	2
196	известно что	1	2
197	должен был	1	2
198	и тем	5	2
199	ни в	4	2
200	это положение	2	2
201	этого не	3	2
202	здесь можно	1	2
203	что собственно	1	2
204	речь может	1	2
205	можно найти	1	2
206	в котором	1	2
207	здесь важна	1	2
208	к этому	4	2
209	но он	1	2
210	новые и	1	2
211	что этот	1	2
212	того кто	1	2
213	для нее	1	2
214	отец и	1	2
215	тому что	1	2
216	она не	2	2
217	стоит в	2	2
218	в таких	3	2
