N	3gram	Tiupa_Hudo_1	Myshleni
1	в том что	6	17
2	в отличие от	1	6
3	в высшей степени	1	6
4	с самого начала	1	6
5	можно было бы	4	5
6	с одной стороны	1	5
7	в связи с	3	5
8	мы уже говорили	1	5
9	тем не менее	3	5
10	друг с другом	1	5
11	то и другое	2	4
12	же как и	1	4
13	во всяком случае	1	4
14	о том что	9	3
15	состоит в том	1	3
16	сами по себе	1	3
17	в этом отношении	3	3
18	та или иная	3	3
19	с тем что	1	3
20	на то что	2	3
21	только потому что	2	2
22	этой точки зрения	1	2
23	по отношению к	8	2
24	в этом смысле	1	2
25	и в этом	1	2
26	только в том	2	2
27	того и другого	1	2
28	заключает в себе	1	2
29	потому что оно	1	2
30	то что мы	1	2
31	столь же мало	2	2
32	не может быть	2	2
33	того или иного	2	2
34	с этой точки	1	2
35	так и в	1	2
36	в свою очередь	1	2
37	на пути к	1	2
38	как и в	3	2
39	по своей природе	2	1
40	том что в	2	1
41	то в основе	1	1
42	и не случайно	1	1
43	не менее едва	1	1
44	более или менее	1	1
45	так или иначе	2	1
46	то же самое	1	1
47	с самых первых	1	1
48	о том как	2	1
49	с точки зрения	3	1
50	до сих пор	2	1
51	как и все	1	1
52	с ним в	1	1
53	к тому чтобы	1	1
54	за то что	1	1
55	в гораздо большей	1	1
56	ту или иную	2	1
57	и что в	1	1
58	в данном случае	1	1
59	не в его	1	1
60	не потому что	1	1
61	не только в	2	1
62	именно в этой	1	1
63	не сводится к	1	1
64	мы не знаем	1	1
65	все же не	1	1
66	в значительной степени	2	1
67	менее едва ли	1	1
68	приводит к тому	1	1
69	уходит своими корнями	1	1
70	что принято называть	1	1
71	то что принято	1	1
72	по себе а	1	1
73	на наших глазах	1	1
74	связи с этим	2	1
75	не только потому	1	1
76	ничего общего с	1	1
77	и в самом	3	1
78	друг друга как	1	1
79	друг от друга	1	1
80	к тому что	4	1
81	могло бы быть	1	1
82	так можно было	1	1
83	в конце концов	1	1
84	и к другому	1	1
