N	2gram	Tiupa_Lite_3	Tragedij
1	и в	16	18
2	в романе	3	10
3	в году	5	9
4	в этом	14	9
5	не только	14	8
6	он сам	1	7
7	и с	2	7
8	и на	2	7
9	может быть	12	7
10	как бы	8	7
11	и не	22	7
12	но в	3	6
13	и его	6	6
14	же время	7	6
15	что он	5	6
16	у него	1	6
17	то же	9	5
18	все же	2	5
19	это не	5	5
20	как и	5	5
21	несмотря на	2	5
22	в то	9	5
23	так и	9	5
24	не может	8	5
25	к жизни	2	5
26	а я	3	5
27	я не	2	4
28	еще не	6	4
29	в себе	6	4
30	в целом	5	4
31	в этой	8	4
32	в нем	2	4
33	том что	8	4
34	что я	5	4
35	но и	14	4
36	и даже	2	4
37	прежде всего	3	4
38	так же	2	4
39	но это	1	4
40	все это	1	4
41	этот образ	1	4
42	что в	2	4
43	и все	1	4
44	то что	12	4
45	в мире	16	3
46	и он	1	3
47	своего рода	10	3
48	отнюдь не	3	3
49	как в	5	3
50	в своем	1	3
51	и как	3	3
52	при этом	15	3
53	то есть	5	3
54	должно быть	4	3
55	тем самым	7	3
56	о чем	3	3
57	на суде	1	3
58	что вы	1	3
59	с ее	3	3
60	и сам	2	3
61	жизнь и	1	3
62	на страницах	2	3
63	к нему	1	3
64	в его	6	3
65	один из	2	3
66	романа и	2	3
67	уже в	1	3
68	для него	2	3
69	в конце	2	3
70	как будто	4	3
71	один в	2	3
72	как это	3	3
73	что за	1	3
74	в первом	2	2
75	из самых	1	2
76	и до	1	2
77	что эти	1	2
78	и за	1	2
79	из своих	1	2
80	никогда не	4	2
81	и то	1	2
82	он был	1	2
83	столь же	1	2
84	с его	6	2
85	отношение к	2	2
86	отличие от	5	2
87	не просто	1	2
88	не человек	1	2
89	так что	1	2
90	и я	1	2
91	она как	1	2
92	перед нами	1	2
93	я к	2	2
94	в самом	3	2
95	бы и	3	2
96	то и	1	2
97	жизнью и	1	2
98	по словам	1	2
99	он не	1	2
100	его в	2	2
101	знает что	2	2
102	в глазах	3	2
103	нет в	1	2
104	с тем	1	2
105	в ходе	1	2
106	в отличие	5	2
107	вопрос о	2	2
108	одном из	2	2
109	права на	1	2
110	не в	10	2
111	отцом и	1	2
112	не имеет	1	2
113	xix веке	1	2
114	его за	1	2
115	он и	2	2
116	к тому	6	2
117	но при	1	2
118	в ее	5	2
119	данном случае	4	2
120	не за	1	2
121	еще в	3	2
122	как у	4	2
123	о том	6	2
124	времени в	1	2
125	что и	2	2
126	в том	12	2
127	собой но	2	2
128	который в	1	2
129	по мнению	1	2
130	и ее	2	2
131	человеческой личности	1	2
132	уже не	3	2
133	в одном	4	2
134	друг друга	1	2
135	не случайно	3	2
136	тем что	2	2
137	чем он	1	2
138	в самую	1	2
139	до конца	4	2
140	ничем не	1	2
141	было в	1	2
142	для искусства	1	2
143	в данном	4	2
144	и дети	1	2
145	еще раз	2	2
146	это уже	1	2
147	потому что	3	2
148	в частности	11	2
149	русской литературы	2	2
150	в таком	1	2
151	я и	10	1
152	вдруг и	1	1
153	и т	1	1
154	одним из	4	1
155	например в	3	1
156	с жизнью	4	1
157	отметим что	1	1
158	самом деле	3	1
159	это и	1	1
160	и есть	1	1
161	от самого	1	1
162	исходит из	1	1
163	в какой-то	1	1
164	века в	1	1
165	той же	3	1
166	то для	1	1
167	сильное впечатление	1	1
168	смотреть на	1	1
169	собой как	1	1
170	и новые	1	1
171	исследования в	1	1
172	не вполне	2	1
173	на себя	2	1
174	в виду	1	1
175	за два	1	1
176	в ней	1	1
177	и ждет	1	1
178	в xix	1	1
179	представляет собой	2	1
180	быть в	1	1
181	в чем	1	1
182	во всех	2	1
183	но не	4	1
184	отказ от	2	1
185	в противовес	7	1
186	в процитированной	1	1
187	тогда как	17	1
188	за пределы	1	1
189	к сожалению	1	1
190	в истории	1	1
191	в центре	1	1
192	своей и	1	1
193	между отцом	1	1
194	и наконец	3	1
195	и хотя	1	1
196	и узок	1	1
197	то в	3	1
198	с творческой	1	1
199	он в	2	1
200	бы не	1	1
201	за себя	1	1
202	право на	2	1
203	и отношения	1	1
204	жизнь как	2	1
205	как он	1	1
206	вы так	1	1
207	и если	4	1
208	вообще не	1	1
209	что без	1	1
210	заявляет что	1	1
211	так сказать	1	1
212	творца и	1	1
213	и еще	1	1
214	не к	1	1
215	не как	2	1
216	в россии	1	1
217	содержит в	1	1
218	что сам	1	1
219	на свете	2	1
220	умирает среди	1	1
221	последнее слово	1	1
222	но без	2	1
223	здесь мы	1	1
224	а затем	3	1
225	им как	1	1
226	начинается словами	1	1
227	в другом	6	1
228	в ход	1	1
229	на все	1	1
230	лишь в	5	1
231	быть не	2	1
232	лишь на	2	1
233	из первых	1	1
234	который сам	1	1
235	но уже	3	1
236	в них	1	1
237	что ему	2	1
238	этого не	1	1
239	со своими	2	1
240	и вне	1	1
241	говорится о	1	1
242	ведет к	1	1
243	же я	1	1
244	и при	2	1
245	в своей	7	1
246	этой связи	1	1
247	взгляд на	3	1
248	где мы	1	1
249	во времена	1	1
250	в котором	1	1
251	или скорее	1	1
252	и цель	1	1
253	не столько	1	1
254	значение для	1	1
255	и вот	2	1
256	я скажу	1	1
257	но он	1	1
258	тем не	1	1
259	открывается в	1	1
260	возвращается к	1	1
261	по себе	2	1
262	тому что	1	1
263	не менее	2	1
264	вплоть до	2	1
265	она не	1	1
266	личности при	1	1
267	он с	1	1
268	только не	1	1
269	вольно или	1	1
270	и притом	1	1
271	по своей	3	1
272	сохраняют свою	1	1
273	рассказом о	1	1
274	для нас	1	1
275	и теперь	1	1
276	вот сейчас	1	1
277	связи с	2	1
278	входят в	1	1
279	сел на	1	1
280	в области	3	1
281	и далее	1	1
282	xx века	1	1
283	к себе	8	1
284	сходство с	1	1
285	суде что	1	1
286	его с	1	1
287	именно таков	1	1
288	и т.д	1	1
289	части романа	3	1
290	не есть	1	1
291	как некое	1	1
292	с образом	2	1
293	того самого	1	1
294	как мы	2	1
295	и о	1	1
296	того чтобы	2	1
297	людей в	1	1
298	с каким	1	1
299	как система	1	1
300	отметим также	1	1
301	природе своей	1	1
302	с собой	1	1
303	на нее	1	1
304	в борьбе	1	1
305	а там	1	1
306	в диалог	1	1
307	быть может	2	1
308	только за	1	1
309	тем чем	1	1
310	а по	2	1
311	шага как	1	1
312	себя а	1	1
313	ему нужно	1	1
314	на вопрос	1	1
315	но мы	1	1
316	с того	1	1
317	и который	1	1
318	а также	4	1
319	восходит к	1	1
320	по слову	1	1
321	между тем	3	1
322	теперь уже	1	1
323	нуждается в	1	1
324	какой-то мере	1	1
325	все время	3	1
326	и она	1	1
327	в жизнь	4	1
328	х годов	15	1
329	в литературе	1	1
330	того что	9	1
331	его собственная	1	1
332	с ними	2	1
333	ответа на	1	1
334	только в	7	1
335	во всем	1	1
