N	2gram	Propp_Morf_1	StatiiOP
1	и в	13	44
2	в том	6	36
3	и т	41	30
4	что в	8	30
5	том что	4	29
6	в этом	14	21
7	т д	39	21
8	вовсе не	4	19
9	не только	4	18
10	то что	8	18
11	было бы	3	17
12	о том	2	17
13	а в	7	17
14	а не	11	16
15	и не	12	16
16	может быть	52	15
17	т е	21	15
18	в области	1	14
19	в данном	1	14
20	как в	3	13
21	можно было	2	13
22	не в	3	12
23	в первой	1	12
24	самом деле	4	11
25	в этой	2	11
26	того чтобы	3	11
27	у нас	2	11
28	точки зрения	2	11
29	но в	2	10
30	ясно что	5	10
31	для того	2	10
32	что он	4	10
33	только в	2	10
34	но и	4	10
35	также и	4	9
36	как и	3	9
37	в то	3	9
38	так и	6	9
39	если бы	2	9
40	того что	3	9
41	в его	1	9
42	с другой	8	9
43	например в	2	8
44	во всех	4	8
45	все же	7	8
46	но ведь	1	8
47	это не	6	8
48	из них	3	8
49	с точки	2	8
50	и его	1	8
51	не может	14	8
52	на эти	1	7
53	что они	2	7
54	так например	3	7
55	таким образом	21	7
56	другой стороны	4	7
57	для нас	2	7
58	этом отношении	1	7
59	до сих	1	7
60	прежде всего	9	7
61	сих пор	1	7
62	сказать что	2	7
63	на самом	4	6
64	со стороны	3	6
65	из этих	1	6
66	в своей	1	6
67	потому что	3	6
68	данном случае	1	6
69	что и	7	6
70	всяком случае	2	6
71	так что	1	6
72	для него	1	6
73	дело в	1	6
74	в той	1	6
75	что же	2	6
76	но это	6	6
77	хотя бы	4	6
78	во всяком	2	6
79	вряд ли	2	5
80	и то	1	5
81	то же	7	5
82	в целом	3	5
83	все эти	2	5
84	и по	2	5
85	г в	1	5
86	такой же	1	5
87	в которых	2	5
88	не менее	5	5
89	вплоть до	1	5
90	могут быть	16	5
91	так как	16	5
92	тем что	4	5
93	и даже	1	5
94	там где	5	5
95	что мы	2	5
96	совершенно не	1	5
97	так же	3	5
98	как это	3	4
99	это и	2	4
100	в которой	3	4
101	вопрос о	7	4
102	в основу	2	4
103	что это	1	4
104	на то	2	4
105	что она	2	4
106	в россии	2	4
107	но все	3	4
108	но если	7	4
109	том как	1	4
110	для изучения	1	4
111	можно ли	1	4
112	дело не	2	4
113	не имеет	2	4
114	как будто	2	4
115	на вопрос	2	4
116	и что	2	4
117	д но	4	4
118	во втором	3	4
119	этот вопрос	2	4
120	в качестве	5	4
121	никто не	3	4
122	мы находим	1	4
123	как раз	1	4
124	даже не	3	4
125	на эту	1	4
126	в частности	2	4
127	как бы	3	4
128	того или	1	4
129	должна быть	1	3
130	и за	2	3
131	то это	3	3
132	еще не	3	3
133	он был	1	3
134	в чем	1	3
135	из двух	2	3
136	но не	4	3
137	не все	6	3
138	ответ на	1	3
139	по отношению	4	3
140	или иное	1	3
141	с этим	11	3
142	что касается	1	3
143	говорит что	1	3
144	то в	3	3
145	это можно	1	3
146	точку зрения	1	3
147	что так	1	3
148	во многих	1	3
149	ведь и	1	3
150	не значит	2	3
151	в каждом	1	3
152	связанные с	1	3
153	же касается	1	3
154	в другом	2	3
155	и с	1	3
156	и тем	2	3
157	даже в	1	3
158	кажется что	1	3
159	ни в	1	3
160	чем в	1	3
161	что не	1	3
162	тому что	4	3
163	в г	1	3
164	во время	6	3
165	что о	1	3
166	а на	3	3
167	не по	2	3
168	в основе	1	3
169	а во	1	3
170	в каком	2	3
171	очень часто	6	3
172	должны быть	1	3
173	об этом	4	3
174	между тем	5	3
175	значит что	3	3
176	но с	1	3
177	в какой	3	3
178	с одной	1	3
179	если это	3	3
180	вопроса о	1	3
181	в виде	2	3
182	в начале	3	3
183	в очень	1	3
184	без всякой	2	3
185	а именно	1	3
186	а с	2	3
187	на этот	1	3
188	в тех	6	3
189	с этой	1	3
190	видно что	1	3
191	вопрос в	2	3
192	не является	3	3
193	и для	2	3
194	не существует	3	3
195	в результате	7	3
196	отношению к	4	3
197	в таком	1	3
198	ничего общего	1	3
