N	3gram	Trubetskoy_1	Narrotol
1	в том что	7	8
2	о том что	2	6
3	по отношению к	1	6
4	в том числе	1	6
5	не может быть	4	5
6	том числе и	1	4
7	в данном случае	3	4
8	к тому же	1	4
9	той или иной	3	4
10	но все же	1	4
11	состоит в том	1	3
12	бы то ни	4	3
13	в этом отношении	1	3
14	то ни было	1	3
15	тем не менее	1	3
16	и тем самым	2	3
17	то же время	10	3
18	в свою очередь	1	3
19	в то же	10	3
20	не может не	3	2
21	более или менее	4	2
22	с точки зрения	9	2
23	можно было бы	3	2
24	перед нами не	1	2
25	точно так же	2	2
26	в значительной степени	1	2
27	так же как	1	2
28	на первый взгляд	1	2
29	в связи с	1	2
30	того или иного	2	2
31	речь идет о	1	2
32	и того же	1	1
33	или хотя бы	1	1
34	никогда не было	1	1
35	прежде всего в	1	1
36	дело в том	1	1
37	как бы не	1	1
38	на самом деле	6	1
39	одной из этих	1	1
40	в самом деле	1	1
41	лишь постольку поскольку	1	1
42	подлежит сомнению и	1	1
43	то же самое	1	1
44	в том же	1	1
45	видеть в этой	1	1
46	он не может	1	1
47	по крайней мере	1	1
48	до сих пор	5	1
49	не подлежит сомнению	1	1
50	тот или иной	1	1
51	до известной степени	1	1
52	по отношению ко	1	1
53	только то что	1	1
54	что не только	1	1
55	и то что	3	1
56	к тому чтобы	4	1
57	что оно есть	1	1
58	принадлежат к одному	1	1
59	речь идет не	1	1
60	же время в	1	1
61	и с точки	1	1
62	в последние дни	5	1
63	ему что он	1	1
64	и как бы	1	1
65	к одному из	1	1
66	в вопросах веры	2	1
67	но по существу	1	1
68	в том чтобы	1	1
69	его жизни и	1	1
70	он еще не	1	1
71	и прежде всего	1	1
72	одного и того	1	1
73	друг от друга	2	1
74	тем более что	1	1
75	с другом и	2	1
76	совершенно очевидно что	1	1
77	о себе самом	1	1
78	в его жизни	1	1
79	тех или иных	1	1
80	друг с другом	14	1
