N	2gram	Vinokur_Ku_2	Mirosoze
1	и в	23	46
2	у достоевского	1	34
3	в нем	4	22
4	у него	3	22
5	может быть	15	21
6	в этом	18	20
7	не только	20	18
8	и не	16	18
9	никогда не	2	18
10	для него	1	18
11	но и	7	15
12	не может	9	15
13	как и	2	13
14	ведет к	1	13
15	а не	10	13
16	не есть	1	13
17	прежде всего	8	12
18	потому что	25	12
19	и он	1	11
20	не было	4	11
21	но он	1	11
22	в ней	3	11
23	у нас	12	11
24	но в	11	10
25	в себе	1	10
26	он не	3	10
27	он был	1	9
28	не в	8	9
29	не знает	3	9
30	и есть	2	8
31	отношение к	1	8
32	в своем	2	8
33	так как	15	8
34	она не	2	8
35	переходит в	1	8
36	как бы	4	8
37	но это	3	8
38	как в	3	7
39	и к	1	7
40	в нашем	7	7
41	в этой	6	7
42	хотя бы	9	7
43	и потому	2	7
44	и для	2	7
45	что он	5	7
46	вопрос о	9	6
47	что это	7	6
48	нем есть	1	6
49	революции и	2	6
50	и здесь	5	6
51	жизнь в	1	6
52	так же	4	6
53	того что	3	6
54	и там	1	6
55	по преимуществу	2	5
56	то же	6	5
57	есть не	1	5
58	я не	5	5
59	в самом	12	5
60	бы и	4	5
61	привести к	1	5
62	и вот	5	5
63	что она	3	5
64	что все	5	5
65	к другу	1	5
66	в своей	2	5
67	в отношении	2	5
68	в конце	4	5
69	во всем	1	5
70	и его	3	5
71	к тому	4	5
72	и это	3	5
73	те же	3	5
74	это не	6	5
75	один из	5	5
76	в его	5	5
77	для того	9	5
78	то что	9	5
79	и все	2	5
80	также и	5	4
81	к чему	1	4
82	жизни это	1	4
83	с его	1	4
84	у них	1	4
85	на деле	1	4
86	нет в	1	4
87	том что	11	4
88	тому что	1	4
89	не имеет	4	4
90	того чтобы	11	4
91	должны быть	2	4
92	должен быть	5	4
93	что у	2	4
94	так и	4	4
95	для этого	3	4
96	в русском	10	4
97	уже не	8	4
98	вопроса о	6	4
99	что и	3	4
100	в свою	2	4
101	они не	1	4
102	до конца	3	4
103	т е	22	4
104	что в	10	4
105	смысле слова	2	3
106	народ в	1	3
107	же как	2	3
108	чтобы не	2	3
109	стали бы	1	3
110	это и	3	3
111	той же	2	3
112	и на	6	3
113	иное как	1	3
114	в чем	1	3
115	что нет	1	3
116	если есть	1	3
117	в каждом	1	3
118	не будет	1	3
119	и с	7	3
120	на все	2	3
121	на почве	1	3
122	ни в	4	3
123	в них	4	3
124	все равно	2	3
125	не мог	1	3
126	в такой	1	3
127	не для	1	3
128	можно ли	4	3
129	того как	2	3
130	что иное	1	3
131	только с	1	3
132	если бы	12	3
133	и перед	1	3
134	о том	1	3
135	не стоит	1	3
136	что они	2	3
137	в том	19	3
138	только в	5	3
139	есть в	3	3
140	не так	1	3
141	и никогда	1	3
142	тем что	3	3
143	от того	4	3
144	до сих	1	3
145	с которым	1	3
146	человек в	1	3
147	решения вопроса	1	3
148	в строении	1	3
149	сих пор	1	3
150	и от	2	3
151	лишь как	1	3
152	теряет свою	2	3
153	сказать что	4	3
154	не что	1	3
155	в своих	2	3
156	те которые	1	3
157	отношения к	2	2
158	в обычном	2	2
159	сам по	1	2
160	совершенно уже	1	2
161	в сфере	3	2
162	же что	1	2
163	всегда ведь	1	2
164	не был	1	2
165	россии и	1	2
166	то он	1	2
167	по отношению	1	2
168	есть по	1	2
169	себе и	1	2
170	не хотел	1	2
171	она есть	1	2
172	более чем	1	2
173	как к	1	2
174	нельзя было	2	2
175	хотя и	4	2
176	говорит что	1	2
177	в действительности	1	2
178	от этого	2	2
179	то в	1	2
180	в которой	1	2
181	дальше и	1	2
182	может уже	1	2
183	этот процесс	1	2
184	и если	2	2
185	этого вопроса	3	2
186	одной и	1	2
187	на этом	3	2
188	лишь в	5	2
189	достоевского и	2	2
190	не всегда	2	2
191	есть явление	2	2
192	чем в	3	2
193	должно быть	4	2
194	в этих	1	2
195	точки зрения	14	2
196	место в	1	2
197	них есть	1	2
198	и той	1	2
199	которые в	1	2
200	что есть	1	2
201	в атмосфере	2	2
202	стоит в	2	2
203	тогда когда	1	2
204	ничего не	4	2
205	связи с	3	2
206	что русский	1	2
207	как будто	2	2
208	не до	1	2
209	оно не	2	2
210	революции в	1	2
211	приходит к	1	2
212	он так	1	2
213	можно было	9	2
214	есть также	1	2
215	в которые	3	2
216	быть может	1	2
217	после того	2	2
218	по себе	10	2
219	и возможно	1	2
220	вот почему	3	2
221	и что	8	2
222	в сущности	9	2
223	нас в	1	2
224	к нему	2	2
225	не надо	3	2
226	которое было	2	2
227	но с	1	2
228	тот же	5	2
229	он уже	2	2
230	между тем	6	2
231	в новых	1	2
232	так что	1	2
233	же и	2	2
234	уже в	3	2
235	ни одного	1	2
236	противоречии с	1	2
237	не случайно	1	2
238	е в	1	2
239	или иной	1	2
240	как у	2	2
241	этом пути	1	2
242	что не	6	2
243	превращается в	2	2
244	такой степени	1	2
245	вместе с	5	2
246	что за	2	2
247	такого рода	1	2
248	что же	5	2
249	да и	6	2
250	ничего кроме	1	2
251	в средство	1	2
252	но для	3	2
253	сознания и	2	2
254	бы в	1	2
255	быть и	1	2
