N	2gram	Tiupa_Anal_1	Myshleni
1	в том	27	42
2	том что	12	35
3	в процессе	2	27
4	таким образом	3	25
5	в этом	13	24
6	точки зрения	6	24
7	в качестве	31	21
8	и в	18	20
9	что в	5	19
10	заключается в	1	18
11	в основе	6	17
12	то же	9	16
13	мышления в	1	16
14	не только	15	15
15	то что	6	15
16	как мы	2	13
17	в их	5	12
18	при этом	12	12
19	может быть	29	12
20	с другой	4	12
21	потому что	2	12
22	с точки	4	11
23	в его	13	11
24	этого слова	7	11
25	в целом	5	11
26	мы должны	1	11
27	и то	2	10
28	на основе	2	10
29	в себе	11	10
30	в отношении	1	10
31	того что	4	10
32	только в	6	10
33	так как	2	10
34	того же	4	9
35	могли бы	2	9
36	и как	5	9
37	согласно которому	1	9
38	как и	13	9
39	между тем	5	9
40	что и	3	9
41	тот же	1	9
42	с одной	3	9
43	слова в	1	9
44	одной стороны	3	9
45	как это	1	9
46	другой стороны	2	9
47	но и	17	9
48	и тем	1	8
49	было бы	2	8
50	этом смысле	1	8
51	тогда когда	2	8
52	и что	1	8
53	вместе с	4	8
54	и не	21	8
55	в результате	1	8
56	самом деле	2	7
57	собственном смысле	1	7
58	один и	1	7
59	и тот	1	7
60	в своей	6	7
61	и более	4	7
62	тем самым	7	7
63	они являются	1	7
64	с другом	1	7
65	могут быть	4	7
66	же самое	2	7
67	того чтобы	3	7
68	в собственном	3	7
69	этом отношении	2	7
70	а не	17	7
71	что мы	3	7
72	смысле этого	1	7
73	как бы	5	7
74	друг с	1	7
75	в самом	6	6
76	той же	2	6
77	и на	5	6
78	тому же	4	6
79	этот процесс	1	6
80	одно и	1	6
81	те же	1	6
82	с тем	1	6
83	одного и	2	6
84	на каждом	2	6
85	по своей	6	6
86	к тому	7	6
87	в силу	3	6
88	его в	1	6
89	что он	3	6
90	развития в	1	6
91	не может	22	6
92	такого рода	5	6
93	речь идет	1	5
94	мы уже	1	5
95	между собой	2	5
96	как в	1	5
97	все же	4	5
98	перед нами	1	5
99	и к	3	5
100	в действительности	1	5
101	все эти	2	5
102	одной и	1	5
103	это не	6	5
104	в действии	1	5
105	и того	5	5
106	только не	2	5
107	и его	5	5
108	не является	2	5
109	никогда не	2	5
110	так и	4	5
111	если бы	3	5
112	о том	5	5
113	для того	4	5
114	выступает в	2	5
115	в частности	19	5
116	в сущности	6	4
117	как уже	2	4
118	его к	2	4
119	в нашем	3	4
120	и те	1	4
121	как он	3	4
122	состоит в	11	4
123	мышления с	1	4
124	и с	2	4
125	этим именем	1	4
126	с этой	1	4
127	на первый	1	4
128	в ходе	3	4
129	и при	1	4
130	и той	1	4
131	которые в	2	4
132	не в	14	4
133	тому что	1	4
134	возникает в	1	4
135	мышление в	1	4
136	представляется нам	1	4
137	что оно	1	4
138	роль в	2	4
139	на том	1	4
140	по мере	1	4
141	и только	1	4
142	все время	1	4
143	в сознании	2	4
144	по выражению	2	4
145	из них	2	4
146	друг друга	1	4
147	во всей	1	4
148	в области	4	4
149	по своему	1	4
150	и для	1	4
151	для нас	1	4
152	между ними	1	4
153	во всяком	1	4
154	этой точки	1	4
155	как известно	3	3
156	не имеют	1	3
157	на место	2	3
158	в виду	1	3
159	столь же	4	3
160	в чем	1	3
161	тем как	1	3
162	а только	1	3
163	отнюдь не	15	3
164	не являются	2	3
165	но в	8	3
166	в которой	2	3
167	представляет собой	16	3
168	в этой	5	3
169	на его	2	3
170	на этом	2	3
171	что все	1	3
172	на все	2	3
173	ни в	4	3
174	в этих	1	3
175	к истории	1	3
176	равной мере	1	3
177	нас к	1	3
178	не менее	1	3
179	в обоих	1	3
180	и является	2	3
181	во всем	1	3
182	связи с	1	3
183	не могут	3	3
184	оно может	3	3
185	и отношений	1	3
186	должно быть	2	3
187	внимание на	1	3
188	является в	1	3
189	и во	1	3
190	один из	2	3
191	но не	10	3
192	в какой	2	3
193	всяком случае	1	3
194	одни и	1	3
195	себя в	6	3
196	так что	1	3
197	слова не	1	3
198	в равной	3	3
199	не означает	1	3
200	от тех	1	3
201	эти понятия	1	3
202	со стороны	2	3
203	именно в	4	3
204	в связи	1	3
205	научного мышления	2	3
206	приводит нас	1	3
207	и от	1	3
208	не подлежит	1	3
209	связей и	1	3
210	совершенно не	1	3
211	в виде	1	3
212	говоря о	2	2
213	одним из	3	2
214	также и	2	2
215	между двумя	3	2
216	должна быть	1	2
217	видеть в	1	2
218	едва ли	2	2
219	мы имеем	6	2
220	при анализе	1	2
221	место в	3	2
222	мы и	1	2
223	зависимости от	1	2
224	в ней	1	2
225	это означает	3	2
226	заключенное в	1	2
227	мы будем	1	2
228	отличие от	6	2
229	не просто	2	2
230	как говорит	2	2
231	по пути	1	2
232	из этих	2	2
233	в известном	1	2
234	и отношения	1	2
235	не есть	8	2
236	в нем	3	2
237	том чтобы	7	2
238	свое время	2	2
239	мысли как	1	2
240	из него	1	2
241	подобно тому	3	2
242	не бывает	1	2
243	в основу	1	2
244	здесь мы	1	2
245	а затем	1	2
246	же не	1	2
247	затем уже	1	2
248	входит в	1	2
249	мы постараемся	1	2
250	в ином	1	2
251	который по	1	2
252	далеко не	6	2
253	такой же	2	2
254	и тогда	2	2
255	или иному	1	2
256	таким же	1	2
257	в отличие	6	2
258	собой не	2	2
259	собой и	1	2
260	их в	1	2
261	том же	1	2
262	в той	8	2
263	в историческом	1	2
264	этих трех	1	2
265	может служить	2	2
266	на котором	1	2
267	к этим	1	2
268	свою силу	1	2
269	под этим	1	2
270	мы встречаем	1	2
271	не связанным	1	2
272	отличается от	2	2
273	свою очередь	1	2
274	на нем	1	2
275	и сами	1	2
276	здесь не	2	2
277	данном случае	2	2
278	мы наблюдаем	1	2
279	еще не	3	2
280	является по	2	2
281	и т.д	1	2
282	а также	3	2
283	может не	1	2
284	связь между	1	2
