N	2gram	Vinokur_St_2	Hudozhes
1	том что	27	16
2	и в	29	14
3	так и	9	13
4	не только	19	12
5	при этом	2	12
6	о том	17	12
7	в том	27	12
8	а не	5	12
9	и т	9	11
10	в себе	2	11
11	в этом	21	11
12	прежде всего	5	11
13	в своей	7	10
14	для него	4	10
15	то же	2	9
16	как и	2	9
17	что он	13	9
18	в качестве	5	9
19	у него	1	9
20	по отношению	1	8
21	в этой	2	8
22	как в	3	8
23	то что	11	8
24	т п	3	8
25	же время	1	8
26	ничего не	4	8
27	в его	13	8
28	между тем	5	8
29	отношению к	1	8
30	в то	2	8
31	еще не	1	7
32	тогда как	2	7
33	своего рода	5	7
34	не в	4	7
35	к тому	10	7
36	не случайно	1	7
37	именно в	4	7
38	не может	2	7
39	как бы	5	7
40	а в	1	7
41	было бы	5	6
42	никогда не	3	6
43	жизни в	1	6
44	что в	19	6
45	самом деле	3	5
46	с его	2	5
47	но в	8	5
48	об этом	6	5
49	ни в	3	5
50	точки зрения	5	5
51	не менее	3	5
52	и его	6	5
53	потому что	9	5
54	в городе	1	5
55	и он	3	5
56	можно было	1	5
57	во второй	1	5
58	только в	2	5
59	по мнению	1	5
60	может быть	2	5
61	но и	19	5
62	в частности	4	5
63	в этих	3	5
64	одновременно и	1	5
65	жизни и	1	5
66	с с	1	4
67	к другому	1	4
68	он уже	1	4
69	и о	4	4
70	в ней	7	4
71	столь же	1	4
72	в своем	9	4
73	и к	4	4
74	в самом	7	4
75	на то	2	4
76	что она	1	4
77	он не	9	4
78	и с	4	4
79	несмотря на	2	4
80	тем не	2	4
81	тому что	7	4
82	она не	1	4
83	в русской	5	4
84	связи с	4	4
85	как будто	1	4
86	в духе	2	4
87	и это	2	4
88	можно сказать	1	4
89	того что	5	4
90	один из	1	4
91	и быть	1	4
92	из них	3	4
93	в конце	2	4
94	как раз	8	4
95	не было	3	4
96	и все	1	4
97	xix в	1	4
98	только что	2	4
99	т е	10	4
100	и от	1	4
101	речь идет	4	3
102	по преимуществу	1	3
103	с точки	2	3
104	не имеют	1	3
105	едва ли	1	3
106	на тех	1	3
107	говорить о	1	3
108	и на	6	3
109	в ее	2	3
110	идет о	3	3
111	все же	6	3
112	но он	3	3
113	в нем	4	3
114	т д	6	3
115	и по	3	3
116	на этом	1	3
117	его в	2	3
118	с этим	3	3
119	даже в	2	3
120	в своих	1	3
121	ничем не	1	3
122	такой же	1	3
123	все эти	2	3
124	тем что	3	3
125	этом отношении	9	3
126	что при	1	3
127	как мы	1	3
128	того чтобы	6	3
129	в пределах	1	3
130	что у	4	3
131	еще в	2	3
132	если бы	2	3
133	а также	2	3
134	романа в	1	3
135	в лице	1	3
136	же в	1	3
137	в заключительной	2	3
138	но не	3	3
139	будто бы	1	3
140	как его	1	3
141	и даже	3	3
142	со стороны	2	3
143	то и	1	3
144	характера в	1	3
145	в связи	1	3
146	в творчестве	1	3
147	по своему	2	3
148	такого рода	2	3
149	своего времени	4	3
150	и для	1	3
151	от него	1	3
152	в таком	1	3
153	к этой	1	3
154	ф м	1	3
155	например в	3	2
156	же как	3	2
157	по адресу	2	2
158	на самом	3	2
159	только потому	2	2
160	что когда	1	2
161	в их	3	2
162	той же	1	2
163	для своего	2	2
164	мы не	1	2
165	вопрос о	6	2
166	вместо того	1	2
167	к своему	2	2
168	но как	1	2
169	себе и	1	2
170	в одной	2	2
171	как нам	1	2
172	хотя и	4	2
173	в литературном	1	2
174	так или	1	2
175	в ответ	1	2
176	так в	1	2
177	только на	1	2
178	раз в	2	2
179	как он	2	2
180	именно этим	1	2
181	на его	2	2
182	не следует	1	2
183	в первую	1	2
184	значительной степени	2	2
185	речь в	1	2
186	же касается	1	2
187	в другом	4	2
188	не умеет	1	2
189	первую очередь	1	2
190	особенно в	2	2
191	по себе	3	2
192	одной из	3	2
193	не степенью	1	2
194	не столько	7	2
195	не представляется	2	2
196	что я	2	2
197	сих пор	5	2
198	все это	11	2
199	они не	2	2
200	не раз	2	2
201	не о	1	2
202	не имеет	2	2
203	одна из	1	2
204	с и	2	2
205	действующие лица	3	2
206	для всего	1	2
207	а порой	1	2
208	заметить что	1	2
209	на него	1	2
210	что на	3	2
211	по нашему	1	2
212	которым в	1	2
213	у себя	1	2
214	здесь не	1	2
215	характер и	1	2
