N	3gram	Propp_Isto_4	StatiiOP
1	не может быть	4	5
2	то время как	1	4
3	с другой стороны	4	4
4	о том что	2	4
5	в то время	1	4
6	не в том	1	3
7	в связи с	2	3
8	не только в	2	3
9	на то что	3	3
10	потому что он	1	2
11	но и в	1	2
12	до сих пор	5	2
13	и в этих	1	2
14	тем что он	2	2
15	такие выражения как	1	2
16	во всех этих	1	2
17	нельзя сказать что	1	2
18	у него есть	1	2
19	но все же	4	2
20	только тогда когда	1	2
21	мы имеем в	2	2
22	тем более что	1	2
23	к тому что	1	2
24	тем не менее	2	2
25	независимо от того	1	2
26	и т д	24	2
27	можно сказать что	1	1
28	и может быть	1	1
29	и попадает в	1	1
30	нет никакого сомнения	1	1
31	и только тогда	2	1
32	но так как	1	1
33	между прочим и	1	1
34	он может быть	1	1
35	то же самое	2	1
36	и тогда он	1	1
37	и в других	1	1
38	вместе с тем	1	1
39	русском фольклоре это	1	1
40	и если бы	1	1
41	одновременно и в	1	1
42	том чтобы дать	1	1
43	он должен был	2	1
44	но и это	1	1
45	не потому что	1	1
46	интересно что в	2	1
47	все же он	1	1
48	в плен и	3	1
49	объясняется тем что	1	1
50	у него было	1	1
51	в некоторых случаях	3	1
52	по большей части	1	1
53	то что он	2	1
54	сила но сила	1	1
55	он говорит что	1	1
56	своей цели и	1	1
57	мы имеем здесь	1	1
58	хотя бы на	1	1
59	и при помощи	1	1
60	очень интересно что	1	1
61	представляют собой лишь	1	1
62	примеры показывают что	1	1
63	в том отношении	1	1
64	т е как	1	1
65	этого не было	1	1
66	и холм и	1	1
67	и тем что	1	1
68	от того кто	1	1
69	но уже в	1	1
70	что у него	1	1
71	он не имеет	1	1
72	до того как	1	1
73	том отношении что	1	1
74	в другом случае	2	1
75	на пути к	1	1
76	об этом мы	1	1
77	как мы видели	3	1
78	это несомненно в	1	1
