N	2gram	Vinokur_Ku_1	Istorich
1	и в	24	24
2	не только	10	21
3	что он	6	21
4	и т	33	17
5	т д	14	16
6	этих случаях	2	16
7	т е	38	16
8	может быть	13	14
9	не может	7	14
10	что в	17	13
11	в этих	4	13
12	мы имеем	6	12
13	как в	4	12
14	в этом	14	12
15	и здесь	3	12
16	но и	6	11
17	это не	7	10
18	том что	21	10
19	и что	5	10
20	а в	5	10
21	все же	12	9
22	с другой	7	9
23	не в	11	9
24	о том	9	9
25	потому что	23	9
26	то же	8	8
27	еще не	5	8
28	показывает что	1	8
29	что и	4	8
30	так как	9	8
31	другой стороны	6	8
32	а не	8	8
33	все это	6	8
34	или в	2	8
35	эти случаи	2	7
36	во всех	1	7
37	то что	9	7
38	в первую	4	7
39	таким образом	12	7
40	мы видели	1	7
41	одна из	1	7
42	что здесь	1	7
43	один из	4	7
44	в том	30	7
45	вместе с	7	7
46	что это	5	6
47	но не	5	6
48	как он	1	6
49	в нем	4	6
50	он не	2	6
51	всех этих	1	6
52	об этом	1	6
53	как и	2	6
54	для нас	2	6
55	и все	2	6
56	а именно	2	6
57	того что	9	6
58	только в	11	6
59	тем что	8	6
60	так же	4	6
61	с этой	2	6
62	мы увидим	3	6
63	то это	3	5
64	в чем	1	5
65	с одной	1	5
66	отношение к	1	5
67	но в	2	5
68	имеем в	1	5
69	что она	3	5
70	не менее	7	5
71	доказывает что	2	5
72	с ним	5	5
73	дело не	2	5
74	ничего не	2	5
75	так и	7	5
76	одной стороны	1	5
77	там где	4	5
78	в тех	4	5
79	видно что	2	5
80	же как	1	4
81	в род	1	4
82	тех случаях	2	4
83	как бы	7	4
84	при этом	6	4
85	мы можем	1	4
86	но все	2	4
87	не всегда	2	4
88	на первый	1	4
89	точки зрения	14	4
90	в их	3	4
91	своего рода	1	4
92	тем не	4	4
93	по существу	4	4
94	не имеет	2	4
95	никогда не	2	4
96	в других	1	4
97	совершенно ясно	1	4
98	и говорит	2	4
99	что у	1	4
100	после того	1	4
101	то и	2	4
102	вовсе не	10	4
103	если не	3	4
104	в данном	4	4
105	за него	1	4
106	в состоянии	2	4
107	и не	12	4
108	случаях когда	2	4
109	есть и	1	4
110	например в	5	3
111	и он	3	3
112	в различных	1	3
113	в ответ	1	3
114	с его	4	3
115	тогда как	2	3
116	себе и	2	3
117	что они	4	3
118	кроме того	1	3
119	к себе	4	3
120	хотя и	3	3
121	когда он	3	3
122	из этих	4	3
123	в дальнейшем	1	3
124	на то	4	3
125	и если	3	3
126	на новые	1	3
127	том чтобы	8	3
128	и по	1	3
129	а его	1	3
130	его в	1	3
131	в них	7	3
132	и становится	2	3
133	представление о	3	3
134	вопрос о	2	3
135	должны были	1	3
136	в конце	1	3
137	но они	1	3
138	как мы	1	3
139	тогда когда	6	3
140	того как	4	3
141	не все	2	3
142	и его	5	3
143	связи с	7	3
144	из одного	3	3
145	должны быть	2	3
146	не столько	2	3
147	не знаю	2	3
148	в качестве	7	3
149	чаще всего	1	3
150	так что	4	3
151	уже в	3	3
152	не случайно	6	3
153	между прочим	2	3
154	и даже	3	3
155	по своим	2	3
156	после смерти	1	3
157	связано с	3	3
158	превращается в	2	3
159	предположить что	1	3
160	что за	1	3
161	этой точки	2	3
162	что мы	1	3
163	сих пор	4	3
164	но это	1	3
165	следующим образом	1	3
166	ее в	2	3
167	он также	1	2
168	но тем	1	2
169	очень много	2	2
170	из самых	1	2
171	почти всегда	1	2
172	что эти	4	2
173	не имеют	3	2
174	со своей	1	2
175	его не	1	2
176	на себя	3	2
177	того же	4	2
178	оказывается что	1	2
179	прямой связи	1	2
180	в прямой	1	2
181	и на	4	2
182	что его	2	2
183	если в	2	2
184	со стороны	4	2
185	не просто	5	2
186	которые не	1	2
187	имеют целью	1	2
188	в одной	1	2
189	с этим	4	2
190	на лбу	1	2
191	перед нами	1	2
192	в действительности	1	2
193	увидим что	2	2
194	в самом	10	2
195	та же	1	2
196	в которой	6	2
197	все эти	6	2
198	во многих	2	2
199	думать что	1	2
200	еще один	2	2
201	после чего	2	2
202	вообще не	1	2
203	на его	3	2
204	связанные с	1	2
205	в силу	10	2
206	так например	2	2
207	то чтобы	1	2
208	том-то и	1	2
209	на ту	1	2
210	вместе со	2	2
211	раз он	1	2
212	было бы	15	2
213	и тем	2	2
214	ни в	2	2
215	ли эти	1	2
216	сам он	1	2
217	этого не	2	2
218	здесь можно	1	2
219	в котором	3	2
220	к этому	1	2
221	но он	1	2
222	же задача	1	2
223	что этот	1	2
224	тому что	3	2
225	стоит в	4	2
226	в таких	4	2
227	в то	2	2
228	что такое	6	2
229	и после	1	2
230	не могут	2	2
231	ему все	1	2
232	как только	1	2
233	без всякого	1	2
234	в ее	1	2
235	и исторически	1	2
236	собственно не	1	2
237	на том	3	2
238	и когда	1	2
239	имеется в	1	2
240	все дело	1	2
241	не содержит	1	2
242	должно было	1	2
243	в форме	1	2
244	сюда же	1	2
245	тем более	2	2
246	несколько случаев	1	2
247	если это	1	2
248	здесь не	3	2
249	и дело	1	2
250	тот же	2	2
251	и так	1	2
252	случаи когда	1	2
253	этот вопрос	1	2
254	конечно не	2	2
255	уже не	8	2
256	и у	1	2
257	только на	1	2
258	что не	5	2
259	или даже	1	2
260	из них	4	2
261	не так	1	2
262	прежде всего	9	2
263	к ним	1	2
264	в особенности	3	2
265	до сих	4	2
266	на этот	2	2
267	в каких	1	2
268	говорит о	1	2
269	ничем не	1	2
270	в связи	3	2
271	в том-то	1	2
272	как это	3	2
273	он говорит	1	2
274	а если	3	2
275	и там	1	2
276	в литературе	1	2
277	когда она	1	2
278	был в	2	2
279	это значит	1	2
280	только о	1	2
281	и от	1	2
282	в основном	1	2
283	этом и	1	2
284	но для	1	2
285	это как	1	2
286	идти дальше	1	2
287	он стал	1	2
288	но вот	2	2
289	е в	2	2
290	сказать что	1	2
291	точно так	1	2
292	они не	3	2
293	широкое распространение	1	1
294	ту же	1	1
295	одним из	2	1
296	культ в	1	1
297	а имеет	1	1
298	дело что	1	1
299	связана с	1	1
300	не имел	1	1
301	самом деле	9	1
302	только потому	6	1
303	и должны	1	1
304	показать что	1	1
305	не хочет	1	1
306	смысл этого	1	1
307	из его	1	1
308	она все	1	1
309	должна быть	3	1
310	и больше	1	1
311	есть не	1	1
312	можно и	1	1
313	что если	2	1
314	бы что	1	1
315	ответить на	1	1
316	еще до	1	1
317	который был	1	1
318	что иное	1	1
319	я не	2	1
320	и другая	1	1
321	как я	2	1
322	нет ли	1	1
323	в некотором	1	1
324	один пример	2	1
325	увидим ниже	1	1
326	зависимости от	6	1
327	частный случай	1	1
328	с большим	3	1
329	в ней	6	1
330	более или	3	1
331	в которых	6	1
332	почву для	1	1
333	есть акт	1	1
334	тем как	1	1
335	заключается не	1	1
336	иных случаях	2	1
337	есть случаи	1	1
338	совсем не	1	1
339	то он	1	1
340	сказки и	1	1
341	только тогда	3	1
342	его во	1	1
343	по отношению	8	1
344	до наших	1	1
345	утверждение что	1	1
346	или вообще	1	1
347	же с	1	1
348	что именно	1	1
349	части в	1	1
350	в своем	3	1
351	совершенно иными	1	1
352	ср также	2	1
353	своему предмету	1	1
354	и как	2	1
355	не приходится	1	1
356	ни один	1	1
357	в целом	4	1
358	мне не	1	1
359	в этой	3	1
360	в известном	1	1
361	однако как	1	1
362	е с	1	1
363	этого перехода	1	1
364	в наших	1	1
365	полный и	1	1
366	с громадным	1	1
367	его но	1	1
368	но именно	1	1
369	образом на	1	1
370	состоит в	3	1
371	он пользуется	1	1
372	и вот	1	1
373	что цель	1	1
374	социальной жизнью	1	1
375	в зависимости	5	1
376	из него	1	1
377	и вышел	1	1
378	в каждом	2	1
379	то ни	1	1
380	же не	1	1
381	в совершенно	1	1
382	но ему	1	1
383	них не	1	1
384	на все	1	1
385	на протяжении	1	1
386	и основные	1	1
387	существу однако	1	1
388	он приходит	1	1
389	стоит на	1	1
390	здесь это	1	1
391	лет в	1	1
392	но уже	5	1
393	он является	1	1
394	и делает	1	1
395	она и	1	1
396	гл iv	1	1
397	далеко не	1	1
398	для своего	1	1
399	с тем	5	1
400	и уже	1	1
401	для чего	1	1
402	можно считать	1	1
403	и было	2	1
404	должно быть	3	1
405	могут участвовать	1	1
406	не мог	2	1
407	когда в	2	1
408	или менее	3	1
409	бы на	2	1
410	но если	2	1
411	и при	2	1
412	в своей	2	1
413	которую мы	1	1
414	взгляд на	1	1
415	наших дней	1	1
416	и без	1	1
417	скажем несколько	1	1
418	с точки	9	1
419	необходимо указать	1	1
420	должна в	1	1
421	от себя	2	1
422	что я	2	1
423	всякий раз	1	1
424	русской сказки	1	1
425	друг другу	1	1
426	и более	2	1
427	чем собственно	1	1
428	и то	3	1
429	по себе	2	1
430	не для	1	1
431	и есть	2	1
432	приводят к	1	1
433	можно ли	2	1
434	таких случаях	1	1
435	не раз	2	1
436	тем самым	4	1
437	и учит	1	1
438	важно что	1	1
439	так часто	1	1
440	не исчерпывают	1	1
441	дело в	1	1
442	что их	2	1
443	в науке	4	1
444	и остается	1	1
445	же значение	1	1
446	нельзя не	1	1
447	находятся в	1	1
448	при всем	1	1
449	именно она	1	1
450	как она	1	1
451	предполагать что	1	1
452	за которой	1	1
453	но дело	1	1
454	с достаточной	1	1
455	способности и	1	1
456	прямо в	1	1
457	в сознании	1	1
458	до того	2	1
459	доказать что	2	1
460	как будто	1	1
461	мы и	1	1
462	особое внимание	1	1
463	ли это	2	1
464	родился в	1	1
465	однако это	1	1
466	перед ним	1	1
467	и живой	1	1
468	мы встречаем	1	1
469	один раз	1	1
470	много для	1	1
471	здесь совершенно	1	1
472	есть признак	1	1
473	мере того	3	1
474	к тому	5	1
475	в наши	1	1
476	указывает на	1	1
477	они и	1	1
478	оно не	3	1
479	где он	1	1
480	должен быть	4	1
481	для себя	1	1
482	вы не	1	1
