N	2gram	Savitsky_E_1	Analitik
1	в качестве	14	31
2	может быть	6	29
3	в том	11	27
4	не может	9	22
5	и не	14	21
6	в частности	5	19
7	и в	37	18
8	но и	14	17
9	а не	2	17
10	представляет собой	3	16
11	отнюдь не	9	15
12	не только	18	15
13	тогда как	1	14
14	не в	5	14
15	в этом	12	13
16	как и	7	13
17	в его	2	13
18	при этом	1	12
19	том что	6	12
20	в себе	9	11
21	то есть	6	11
22	состоит в	1	11
23	но не	5	10
24	то же	15	9
25	иначе говоря	2	9
26	в то	16	9
27	а в	2	9
28	есть не	2	8
29	в принципе	1	8
30	в мире	2	8
31	но в	14	8
32	в той	5	8
33	не есть	2	8
34	тем самым	5	7
35	к тому	8	7
36	этого слова	1	7
37	особого рода	1	7
38	перед лицом	1	6
39	по отношению	1	6
40	отличие от	1	6
41	в самом	4	6
42	в случае	2	6
43	далеко не	2	6
44	точки зрения	23	6
45	в своей	8	6
46	в отличие	1	6
47	в основе	1	6
48	по своей	2	6
49	той или	4	6
50	же время	14	6
51	только в	9	6
52	то что	6	6
53	или иной	4	6
54	прежде всего	9	6
55	в их	11	5
56	и на	6	5
57	и как	2	5
58	в этой	2	5
59	лишь в	1	5
60	и его	1	5
61	имеет место	2	5
62	о том	3	5
63	сводится к	1	5
64	и того	2	5
65	между тем	8	5
66	как бы	6	5
67	что в	21	5
68	того же	3	4
69	всего лишь	3	4
70	из того	2	4
71	столь же	5	4
72	более чем	2	4
73	все же	1	4
74	тому же	1	4
75	с другими	2	4
76	с точки	17	4
77	большей или	1	4
78	и более	2	4
79	по себе	4	4
80	в области	11	4
81	могут быть	2	4
82	так и	10	4
83	с ним	1	4
84	на вопрос	1	4
85	с другой	7	4
86	того что	7	4
87	дело с	1	4
88	уже не	1	4
89	для того	6	4
90	именно в	4	4
91	реальности в	1	4
92	вместе с	2	4
93	не более	3	4
94	ни было	4	4
95	или меньшей	1	4
96	как известно	1	3
97	и т	1	3
98	место в	3	3
99	в полной	4	3
100	бы то	4	3
101	если в	2	3
102	в рамках	1	3
103	что как	1	3
104	однако не	1	3
105	и к	3	3
106	в нашем	1	3
107	в нем	1	3
108	он не	2	3
109	по природе	1	3
110	в силу	2	3
111	таким образом	2	3
112	то ни	4	3
113	не будет	3	3
114	полной мере	1	3
115	того или	4	3
116	даже в	4	3
117	в котором	2	3
118	при рассмотрении	1	3
119	того чтобы	6	3
120	в таком	3	3
121	как будто	2	3
122	не могут	2	3
123	в состав	1	3
124	оно может	1	3
125	если бы	2	3
126	означает что	1	3
127	а также	7	3
128	к нему	2	3
129	с его	1	3
130	с одной	8	3
131	обратиться к	1	3
132	от себя	1	3
133	что и	3	3
134	одной стороны	8	3
135	на уровне	2	3
136	а именно	2	3
137	что не	1	3
138	более того	1	3
139	что мы	1	3
140	в культуре	3	3
141	она может	1	3
142	которая в	1	3
143	и все	2	3
144	хотя бы	15	3
145	или иного	4	3
146	том числе	1	3
147	также и	7	2
148	той же	1	2
149	на себя	3	2
150	как совокупность	4	2
151	и то	2	2
152	между собой	2	2
153	данном случае	2	2
154	на основе	2	2
155	за пределы	1	2
156	человеческого бытия	1	2
157	могли бы	1	2
158	не являются	1	2
159	его к	1	2
160	то в	4	2
161	все эти	1	2
162	думать что	8	2
163	и до	1	2
164	на его	1	2
165	не к	2	2
166	ничего иного	1	2
167	какой бы	2	2
168	и по	5	2
169	на этом	1	2
170	или иных	1	2
171	и с	2	2
172	из них	3	2
173	вовсе не	6	2
174	так как	7	2
175	несмотря на	4	2
176	рода и	1	2
177	жизни но	1	2
178	такой же	2	2
179	одного и	1	2
180	перед собой	1	2
181	для него	1	2
182	которое дает	1	2
183	вопрос о	4	2
184	которые в	1	2
185	творчества и	1	2
186	для этого	1	2
187	тогда когда	2	2
188	в процессе	4	2
189	никогда не	3	2
190	потому что	3	2
191	в сознании	1	2
192	реальности это	1	2
193	для себя	1	2
194	как мы	5	2
195	и о	1	2
196	быть может	1	2
197	мысль о	1	2
198	в пределах	25	2
199	к любой	1	2
200	и сам	1	2
201	одного из	1	2
202	еще в	1	2
203	не говоря	2	2
204	на примере	1	2
205	должно быть	1	2
206	и та	2	2
207	можно сказать	4	2
208	не сводится	1	2
209	один из	1	2
210	в двух	1	2
211	ли он	1	2
212	который в	1	2
213	бы ни	3	2
214	в мировом	1	2
215	в начале	1	2
216	при помощи	2	2
217	следует что	1	2
218	себе в	3	2
219	в новом	1	2
220	выступает в	1	2
221	не о	1	2
222	бытия и	1	2
223	этом отношении	3	2
224	со стороны	5	2
225	было бы	8	2
226	соответствии с	1	2
227	что из	1	2
228	мира в	4	2
229	и потому	5	2
230	в данном	3	2
231	она есть	1	2
