N	2gram	Bakhtin_Fr_8	slovoVRo
1	и в	56	41
2	в нем	8	30
3	то есть	24	26
4	в романе	21	21
5	литературного языка	4	20
6	могут быть	1	19
7	во всех	8	17
8	не только	8	16
9	и не	9	16
10	точки зрения	6	16
11	языка в	2	16
12	но и	9	16
13	а не	2	15
14	то же	11	14
15	и на	7	14
16	в то	12	14
17	и его	12	14
18	в пределах	5	14
19	может быть	3	14
20	и др	8	14
21	не может	2	14
22	слова и	3	13
23	в сущности	8	13
24	в его	18	13
25	в этом	14	12
26	до конца	11	12
27	же время	10	12
28	языка и	6	12
29	как бы	11	12
30	авторской речи	1	11
31	так и	13	11
32	в узком	2	10
33	язык и	2	10
34	в большинстве	7	10
35	языковой жизни	1	10
36	в той	6	10
37	узком смысле	2	10
38	слово в	1	10
39	себя в	1	9
40	все эти	15	9
41	таким образом	17	9
42	языков и	3	9
43	той или	2	9
44	иной степени	1	9
45	или иной	1	9
46	точка зрения	2	8
47	как в	1	8
48	но в	6	8
49	на его	6	8
50	с точки	2	8
51	как мы	7	8
52	в особенности	4	8
53	слова в	1	8
54	прежде всего	6	8
55	эти языки	1	7
56	все же	2	7
57	стиля и	1	7
58	жизни слова	1	7
59	в слове	2	7
60	в своей	2	7
61	не в	3	7
62	вовсе не	6	7
63	с ним	2	7
64	зрения на	2	7
65	языков в	2	7
66	на фоне	1	7
67	все они	6	7
68	того же	1	6
69	при этом	4	6
70	это не	2	6
71	в них	11	6
72	к своему	1	6
73	в отношении	5	6
74	слова как	1	6
75	только в	9	6
76	большинстве случаев	6	6
77	и даже	8	6
78	а в	2	6
79	языку и	1	5
80	языки и	1	5
81	и к	4	5
82	в самом	9	5
83	он в	1	5
84	так сказать	5	5
85	с другими	1	5
86	далеко не	2	5
87	все это	8	5
88	национального языка	3	5
89	в основе	4	5
90	со своим	1	5
91	не на	3	5
92	подхода к	1	5
93	в языке	1	5
94	и мир	1	5
95	к нему	2	5
96	как его	1	5
97	точек зрения	2	5
98	с другой	2	5
99	и непосредственно	1	5
100	еще более	1	5
101	почти вовсе	1	5
102	романа и	1	5
103	ту же	4	4
104	одним из	5	4
105	по преимуществу	2	4
106	на мир	2	4
107	единым и	1	4
108	в ней	4	4
109	меньшей степени	3	4
110	языку как	1	4
111	еще не	10	4
112	с его	5	4
113	системы языка	1	4
114	за пределы	4	4
115	перед нами	3	4
116	и наконец	3	4
117	в которой	4	4
118	всех этих	3	4
119	не как	2	4
120	дистанции между	1	4
121	связанных с	1	4
122	и с	8	4
123	лишь в	1	4
124	на почве	1	4
125	единственного языка	2	4
126	как и	5	4
127	автора и	1	4
128	в их	3	4
129	речи в	1	4
130	том же	1	4
131	в процессе	5	4
132	преимущественно в	1	4
133	и для	2	4
134	с ее	5	4
135	прямо и	1	4
136	все его	3	4
137	язык в	4	4
138	единого и	1	4
139	большей или	3	4
140	один из	5	4
141	оно и	1	4
142	с одной	4	4
143	языка как	1	4
144	рядом с	3	4
145	или меньшей	3	4
146	одной стороны	2	4
147	и все	6	4
148	там где	3	4
149	и потому	4	4
150	мы сказали	1	4
151	и от	1	4
152	и единственного	1	4
153	кроме того	3	4
154	здесь в	3	4
155	известной степени	1	4
156	и часто	1	4
157	быть и	1	4
158	другой стороны	2	4
159	каждое слово	1	4
160	также и	2	3
161	почти всегда	1	3
162	данном случае	2	3
163	в своем	3	3
164	более или	2	3
165	бы и	2	3
166	из этих	1	3
167	языка а	2	3
168	прямой и	1	3
169	все слова	1	3
170	в себе	4	3
171	связанные с	1	3
172	вообще не	1	3
173	и сам	2	3
174	и почти	3	3
175	его в	2	3
176	было бы	2	3
177	он не	5	3
178	другого языка	1	3
179	или менее	2	3
180	и ее	4	3
181	точку зрения	1	3
182	которые в	1	3
183	а иногда	1	3
184	следовательно и	1	3
185	никогда не	5	3
186	и здесь	3	3
187	не могут	1	3
188	в других	2	3
189	к тому	1	3
190	своего языка	1	3
191	свой язык	2	3
192	к языку	4	3
193	образом в	2	3
194	автора к	1	3
195	о том	4	3
196	и во	2	3
197	у рабле	13	3
198	нем и	2	3
199	того что	1	3
200	в том	13	3
201	языка на	1	3
202	бы ни	1	3
203	в качестве	4	3
204	конечно не	4	3
205	и других	4	3
206	из них	2	3
207	его и	1	3
208	всех сферах	1	3
209	для него	2	3
210	так как	4	3
211	у него	7	3
212	выходит за	1	3
213	именно в	1	3
214	по всей	1	3
215	романа в	2	3
216	не было	5	3
217	более того	3	3
218	не были	3	3
219	в данном	2	3
220	и там	1	3
221	с этой	2	3
222	языка его	1	3
223	форм и	4	3
224	мы найдем	2	3
225	в результате	5	3
226	в большей	3	3
227	из существеннейших	1	3
228	язык это	1	3
229	одной из	3	3
230	из этого	1	3
231	в свое	1	3
232	жанрах но	1	2
233	смысле слова	1	2
234	например в	4	2
235	на самом	2	2
236	нового не	1	2
237	в котором	2	2
238	века в	1	2
239	мы уже	10	2
240	той же	6	2
241	а как	1	2
242	мы не	2	2
243	из своих	1	2
244	время как	1	2
245	они были	4	2
246	конечно и	3	2
247	и то	2	2
248	между собой	1	2
249	по своему	8	2
250	одним словом	1	2
251	различия между	1	2
252	в ее	6	2
253	но не	5	2
254	стилистической жизни	1	2
255	и речи	1	2
256	что они	2	2
257	сих пор	8	2
258	как к	2	2
259	пределах одной	1	2
260	хотя и	2	2
261	сливается с	1	2
262	в известном	2	2
263	эпохи и	6	2
264	и те	2	2
265	они в	1	2
266	этого жанра	1	2
267	речи эти	1	2
268	не из	1	2
269	самого автора	1	2
270	те же	1	2
271	на все	1	2
272	и иных	1	2
273	и единственным	1	2
274	единого национального	1	2
275	социальных групп	1	2
276	исторический момент	1	2
277	активным участником	1	2
278	был бы	3	2
279	том что	8	2
280	в эту	2	2
281	в этих	11	2
282	однако этот	1	2
283	конца ни	1	2
284	но он	3	2
285	друг другу	2	2
286	и эти	2	2
287	войти в	1	2
288	уже сказали	1	2
289	даже в	4	2
290	тому что	1	2
291	и стиль	2	2
292	до известной	1	2
293	дело не	2	2
294	из него	1	2
295	на язык	1	2
296	явление в	1	2
297	для нас	1	2
298	ни о	2	2
299	и стиля	1	2
300	возникает из	1	2
301	в духе	4	2
302	на протяжении	1	2
303	языке и	2	2
304	правда не	1	2
305	и о	3	2
306	двух языков	1	2
307	но по	4	2
308	многих языков	1	2
309	этот язык	2	2
310	то время	2	2
311	так в	1	2
312	роль в	5	2
313	в рамки	1	2
314	на том	1	2
315	диалектов и	1	2
316	можно было	1	2
317	не исчерпывается	1	2
318	и вообще	1	2
319	в другом	3	2
320	др и	1	2
321	можно сказать	2	2
322	а также	3	2
323	наконец в	4	2
324	исторического развития	1	2
325	слов и	3	2
326	оставаясь в	1	2
327	известном смысле	1	2
328	и одновременно	1	2
329	здесь не	1	2
330	мы видим	6	2
331	языковой и	1	2
332	осмысления и	1	2
333	между тем	3	2
334	и тем	1	2
335	где они	1	2
336	так что	3	2
337	связи с	6	2
338	уже не	3	2
339	и у	1	2
340	только на	2	2
341	в виде	2	2
342	или даже	1	2
343	остаются в	1	2
344	характерно что	2	2
345	он весь	1	2
346	в одном	2	2
347	литературном языке	1	2
348	исторического становления	1	2
349	для того	2	2
350	до сих	8	2
351	с другом	1	2
352	а с	1	2
353	пародии на	2	2
354	а на	2	2
355	жизнь в	1	2
356	основных и	1	2
357	между этими	1	2
358	что все	4	2
359	связь с	3	2
360	в частности	7	2
361	эти слова	1	2
362	так же	2	2
363	его как	2	2
364	этом языке	1	2
365	и социальных	1	2
366	быть только	1	2
367	со всею	3	2
368	для понимания	2	2
