N	2gram	Vygotskiy__4	Tvorches
1	и в	33	20
2	и т	6	13
3	не только	7	13
4	т д	2	11
5	никогда не	5	11
6	как бы	25	11
7	таким образом	13	10
8	в то	3	10
9	в его	10	10
10	и его	5	9
11	же с	1	9
12	и не	13	9
13	при этом	2	8
14	и с	2	8
15	в том	21	8
16	может быть	22	8
17	в этом	28	8
18	прежде всего	2	8
19	но и	3	8
20	то же	9	7
21	это не	6	7
22	же время	2	7
23	потому что	24	7
24	не может	10	7
25	что в	21	7
26	в целом	5	6
27	как и	5	6
28	в своей	4	6
29	что он	20	6
30	так и	3	6
31	в конце	8	6
32	у него	6	6
33	именно в	2	6
34	а не	6	6
35	все это	13	6
36	например в	3	5
37	еще не	1	5
38	и на	5	5
39	но не	3	5
40	все же	5	5
41	в этой	9	5
42	если он	2	5
43	и сам	1	5
44	в мире	3	5
45	то есть	13	5
46	о том	20	5
47	и даже	1	5
48	но это	1	5
49	читателя в	2	5
50	так же	13	5
51	мы не	5	4
52	все эти	6	4
53	что они	6	4
54	как в	3	4
55	когда он	7	4
56	но в	2	4
57	не в	2	4
58	в дальнейшем	1	4
59	на его	1	4
60	что она	10	4
61	что у	4	4
62	об этом	4	4
63	если бы	10	4
64	тем самым	3	4
65	ничего не	2	4
66	в чем	1	4
67	в лице	1	4
68	мы видим	6	4
69	в душе	1	4
70	а в	4	4
71	и потому	2	4
72	и от	2	4
73	том что	22	4
74	но у	1	4
75	же как	3	3
76	человека и	1	3
77	самой своей	1	3
78	он сам	1	3
79	а с	2	3
80	по отношению	1	3
81	в одной	2	3
82	о жизни	1	3
83	отношению к	1	3
84	в себе	6	3
85	в нем	7	3
86	он не	11	3
87	в плане	1	3
88	так например	4	3
89	его в	3	3
90	и мы	15	3
91	но уже	1	3
92	в самом	12	3
93	в котором	2	3
94	в их	2	3
95	место в	2	3
96	в которых	3	3
97	в дневнике	3	3
98	заставляет нас	2	3
99	тем что	3	3
100	одна из	4	3
101	казалось бы	5	3
102	и это	5	3
103	с ним	5	3
104	до сих	3	3
105	между тем	1	3
106	романа и	1	3
107	этот вопрос	4	3
108	рассказывает о	1	3
109	для него	1	3
110	так как	12	3
111	то что	44	3
112	и др	1	3
113	что не	4	3
114	превращается в	1	3
115	в рассказе	8	3
116	жить без	1	3
117	вместе с	8	3
118	характера и	8	3
119	с этой	4	3
120	сих пор	3	3
121	нет ничего	1	3
122	один из	2	3
123	не является	2	3
124	своих героев	1	3
125	по самой	1	3
126	жизни в	1	3
127	одной из	1	3
128	в своих	3	3
129	к этому	4	3
130	в таком	4	3
131	таком случае	1	2
132	начинается с	1	2
133	самом деле	12	2
134	от этой	1	2
135	и есть	4	2
136	он всегда	1	2
137	говорить о	3	2
138	со своими	1	2
139	я не	4	2
140	и он	3	2
141	характера а	1	2
142	в ее	2	2
143	так что	7	2
144	в истории	1	2
145	и наконец	2	2
146	имеет в	1	2
147	в этот	1	2
148	в которой	4	2
149	из жизни	1	2
150	бы не	2	2
151	т п	3	2
152	тому же	3	2
153	но ведь	1	2
154	так сказать	1	2
155	бы прошел	1	2
156	и если	9	2
157	едва ли	2	2
158	у читателя	1	2
159	по словам	2	2
160	при помощи	4	2
161	он же	1	2
162	такой же	2	2
163	и еще	1	2
164	в такой	2	2
165	не столько	1	2
166	одном из	1	2
167	точку зрения	1	2
168	их в	3	2
169	не могли	1	2
170	что этот	3	2
171	этой сцене	2	2
172	на него	4	2
173	в русской	2	2
174	он еще	1	2
175	трагедии в	2	2
176	другой стороны	2	2
177	гамлета и	8	2
178	что на	1	2
179	однако это	1	2
180	у нас	4	2
181	мы узнаем	4	2
182	действия и	2	2
183	так в	1	2
184	к анализу	3	2
185	действующих лиц	1	2
186	сводится к	2	2
187	и что	25	2
188	что его	3	2
189	и только	7	2
190	всяком случае	3	2
191	в ту	1	2
192	все время	24	2
193	фабулы и	5	2
194	в которую	1	2
195	к которому	1	2
196	только в	4	2
197	в стороне	1	2
198	и ее	2	2
199	точка зрения	2	2
200	себя в	4	2
201	и у	1	2
202	уже в	2	2
203	для анализа	2	2
204	в виде	3	2
205	и других	4	2
206	из них	4	2
207	его и	2	2
208	не так	1	2
209	в одном	3	2
210	вовсе не	5	2
211	только с	2	2
212	рядом с	1	2
213	в свой	1	2
214	здравого смысла	3	2
215	с другим	1	2
216	с другой	2	2
217	с героями	1	2
218	не было	3	2
219	на этот	3	2
220	и вообще	1	2
221	в частности	4	2
222	начиная с	1	2
223	так мы	1	2
224	это его	1	2
225	из этой	3	2
226	критики и	2	2
227	него в	1	2
228	только для	1	2
229	это уже	1	2
230	сюжета и	2	2
231	для автора	1	2
232	в окончательном	1	2
233	в руки	2	2
234	в основе	3	2
235	это все	1	2
236	и вдруг	3	2
237	к самому	2	2
238	связь с	5	2
