N	2gram	Potebnia_M_4	Psycholo
1	и в	23	38
2	то что	29	35
3	в том	23	25
4	в самом	3	25
5	самом деле	3	21
6	что в	17	20
7	может быть	26	19
8	и что	7	18
9	на то	7	16
10	что она	2	16
11	точки зрения	4	16
12	в ней	2	15
13	то есть	34	15
14	и т	7	14
15	том что	12	14
16	если бы	13	14
17	как бы	5	14
18	потому что	33	14
19	в этом	23	13
20	в этой	1	13
21	и мы	5	13
22	не только	10	12
23	таким образом	24	12
24	было бы	8	12
25	не в	11	12
26	мы видим	2	12
27	что он	4	11
28	то же	14	10
29	в сущности	2	10
30	что это	7	10
31	и не	18	10
32	же самое	4	10
33	и все	4	10
34	увидим что	1	9
35	с точки	3	9
36	того чтобы	4	9
37	в двух	2	9
38	и то	5	8
39	с этим	7	8
40	все же	1	8
41	и как	2	8
42	с тем	7	8
43	как и	14	8
44	в одном	4	8
45	видим что	1	8
46	и это	2	8
47	так что	5	8
48	вовсе не	7	8
49	для того	6	8
50	перед нами	1	8
51	для нас	14	8
52	из этого	2	8
53	показать что	1	7
54	мы уже	3	7
55	с другой	2	7
56	заключается в	1	7
57	мы можем	10	7
58	не может	11	7
59	все то	1	7
60	как мы	2	7
61	в ее	2	7
62	что у	3	7
63	между тем	9	7
64	а не	12	7
65	а в	5	7
66	и на	3	6
67	в которых	3	6
68	как это	1	6
69	и если	3	6
70	он не	2	6
71	бы совершенно	1	6
72	мы видели	1	6
73	в котором	4	6
74	тому что	2	6
75	она не	2	6
76	не имеет	5	6
77	самого начала	2	6
78	и его	2	6
79	с и	2	6
80	к тому	3	6
81	указывает на	2	6
82	с самого	1	6
83	ясно что	1	6
84	и здесь	2	6
85	о том	8	6
86	второй план	1	6
87	один из	2	6
88	с одной	1	6
89	если мы	2	6
90	из них	1	6
91	так как	14	6
92	до сих	4	6
93	там где	3	6
94	он говорит	1	6
95	должна быть	1	5
96	мы не	8	5
97	я не	2	5
98	в своем	8	5
99	могли бы	4	5
100	в которой	6	5
101	так сказать	5	5
102	на этом	1	5
103	в другом	1	5
