N	2gram	Vygotskiy__7	Narrotol
1	не только	24	32
2	может быть	7	25
3	но и	11	23
4	в качестве	5	21
5	и не	18	20
6	и в	26	19
7	в том	18	18
8	в этом	29	17
9	не в	4	14
10	в частности	1	14
11	том что	17	14
12	состоит в	3	13
13	представляет собой	19	12
14	а не	6	12
15	то что	24	11
16	а в	2	11
17	точки зрения	28	10
18	не может	11	10
19	при этом	1	9
20	так и	3	9
21	в его	4	9
22	в себе	9	8
23	с другой	4	8
24	не является	3	8
25	еще не	4	7
26	по отношению	6	7
27	как в	4	7
28	все же	6	7
29	в случае	2	7
30	времени и	1	7
31	как и	15	7
32	к тому	7	7
33	и т.д	1	7
34	с одной	5	7
35	одной стороны	5	7
36	но не	3	6
37	точка зрения	1	6
38	в той	4	6
39	то в	2	6
40	тем самым	8	6
41	в себя	1	6
42	о том	4	6
43	что он	8	6
44	именно в	6	6
45	как это	5	6
46	отношению к	5	6
47	иначе говоря	1	6
48	том числе	1	6
49	но в	4	6
50	между двумя	3	5
51	отличие от	2	5
52	отнюдь не	1	5
53	и как	1	5
54	в этой	3	5
55	тому же	1	5
56	в отличие	2	5
57	по себе	3	5
58	в основе	3	5
59	и его	12	5
60	к нему	3	5
61	нуждается в	3	5
62	в форме	1	5
63	или иной	1	5
64	в данном	5	5
65	можно сказать	5	5
66	переход от	1	4
67	данном случае	5	4
68	все те	2	4
69	то же	8	4
70	из которых	2	4
71	здесь не	1	4
72	как правило	1	4
73	перед нами	2	4
74	за собой	1	4
75	в нем	2	4
76	в силу	5	4
77	но все	1	4
78	и с	5	4
79	было бы	6	4
80	и тем	6	4
81	не мог	2	4
82	точку зрения	2	4
83	связи с	4	4
84	числе и	1	4
85	той или	1	4
86	имеет место	4	4
87	о нем	1	4
88	одного из	2	4
89	во втором	3	4
90	только в	8	4
91	у него	1	4
92	что не	2	4
93	прежде всего	7	4
94	если не	1	4
95	как бы	6	4
96	отличается от	3	4
97	же в	1	4
98	одной из	4	4
99	сказать что	8	4
100	другой стороны	1	4
101	это и	4	3
102	в первом	3	3
103	же как	8	3
104	в сущности	9	3
105	и он	2	3
106	в ней	3	3
107	в ее	6	3
108	если в	4	3
109	что они	10	3
110	как говорит	5	3
111	хотя и	1	3
112	что это	6	3
113	уже в	2	3
114	из этих	3	3
115	не есть	4	3
116	он не	3	3
117	без чего	1	3
118	ни в	2	3
119	все было	1	3
120	обратимся к	3	3
121	тем не	3	3
122	не менее	4	3
123	в то	3	3
124	тем что	9	3
125	одна из	1	3
126	на него	1	3
127	никогда не	4	3
128	по своей	10	3
129	этом отношении	3	3
130	могут быть	2	3
131	как мы	14	3
132	с ее	2	3
133	свою очередь	2	3
134	мог бы	3	3
135	столь же	2	3
136	в конечном	2	3
137	между тем	1	3
138	а именно	1	3
139	один из	2	3
140	из них	1	3
141	в прошлом	1	3
142	из двух	3	3
143	в свою	2	3
144	а с	1	3
145	как будто	1	3
146	что в	12	3
147	а во	1	3
148	как известно	2	2
149	отношения к	2	2
150	одним из	2	2
151	например в	1	2
152	и потому	3	2
153	самом деле	6	2
154	идет о	2	2
155	к другому	3	2
156	и до	2	2
157	оно может	1	2
158	который в	1	2
159	мы имеем	1	2
160	говорить о	1	2
161	ему в	1	2
162	между собой	6	2
163	он сам	1	2
164	иное как	1	2
165	время в	2	2
166	во внешнем	1	2
167	но как	1	2
168	отношение к	2	2
169	нет и	3	2
170	как к	3	2
171	в своем	1	2
172	что по	2	2
173	все эти	6	2
