N	2gram	Berdyaev_M_1	Problema
1	и в	28	30
2	в своей	15	22
3	то есть	3	21
4	не только	29	18
5	то что	5	18
6	в этом	20	17
7	том что	3	17
8	и даже	1	14
9	людей и	2	13
10	но и	25	13
11	потому что	16	13
12	также и	2	12
13	о том	2	12
14	в его	9	12
15	а именно	1	12
16	в том	6	12
17	и не	11	12
18	так что	1	11
19	в своем	10	11
20	у него	17	11
21	в этой	6	10
22	для нас	3	10
23	точки зрения	4	10
24	все же	2	9
25	на земле	2	9
26	но в	7	9
27	только в	6	9
28	и все	10	9
29	сказать что	2	9
30	на небо	1	8
31	в конце	7	8
32	вовсе не	1	8
33	но не	8	7
34	как и	5	7
35	не в	16	7
36	никогда не	14	7
37	у нас	5	7
38	так и	1	7
39	что он	10	7
40	может быть	30	7
41	говорит о	1	7
42	вместе с	6	7
43	и на	6	6
44	и как	2	6
45	в нем	13	6
46	его в	3	6
47	можно найти	1	6
48	и его	9	6
49	и что	2	6
50	что и	4	6
51	мы читаем	1	6
52	уже не	4	6
53	так как	3	6
54	прежде всего	10	6
55	как бы	2	6
56	и для	2	6
57	конце концов	2	6
58	а в	4	6
59	и то	1	5
60	в которой	6	5
61	за это	1	5
62	в силу	1	5
63	и с	3	5
64	с тем	9	5
65	он и	2	5
66	еще в	2	5
67	нисколько не	1	5
68	но он	9	5
69	не менее	1	5
70	и о	1	5
71	людей в	1	5
72	и у	2	5
73	и их	3	5
74	а не	25	5
75	не может	28	5
76	так же	1	5
77	будто бы	3	5
78	в самом	11	5
79	что в	10	5
80	к людям	1	4
81	человека и	14	4
82	и он	12	4
83	и к	2	4
84	в себе	7	4
85	же не	1	4
86	об этом	1	4
87	было бы	10	4
88	не мог	3	4
89	не так	3	4
90	в то	2	4
91	свободы и	10	4
92	все еще	1	4
93	и сам	1	4
94	разного рода	2	4
95	нас в	1	4
96	человека из	2	4
97	оказывается что	2	4
98	для людей	1	4
99	даже и	2	4
100	в период	1	4
101	если не	1	4
102	в частности	1	4
103	в смысле	1	4
104	жизни в	2	4
105	смысле слова	4	3
106	и людей	1	3
107	время как	2	3
108	в виду	2	3
109	в ней	15	3
110	еще не	1	3
111	он сам	6	3
112	иное как	1	3
113	в ее	3	3
114	что они	1	3
115	в противоположность	1	3
116	от этого	2	3
117	он в	2	3
118	бы не	2	3
119	учение о	3	3
120	он не	24	3
121	страдания и	2	3
122	знает что	1	3
123	всю свою	1	3
124	сам же	1	3
125	в отношении	1	3
126	в русской	1	3
127	что иное	1	3
128	в самой	7	3
129	и после	1	3
130	как будто	2	3
131	в духе	1	3
132	есть только	2	3
133	то время	2	3
134	жизнь и	1	3
135	в эпоху	1	3
136	с ним	2	3
137	только и	3	3
138	все в	6	3
139	к нему	7	3
140	все время	1	3
141	того что	7	3
