N	3gram	Vygotskiy__6	Morfolog
1	в этом случае	2	9
2	в связи с	2	8
3	не может быть	2	8
4	подобно тому как	1	5
5	таким образом мы	2	5
6	связи с этим	1	5
7	по отношению к	10	4
8	с точки зрения	10	4
9	с другой стороны	2	4
10	тем не менее	1	4
11	в первом случае	3	3
12	не могут быть	2	3
13	независимо от того	2	3
14	на самом деле	1	3
15	как и в	1	3
16	потому что его	1	2
17	состоит в том	2	2
18	оно может быть	1	2
19	начинается с того	2	2
20	в настоящее время	1	2
21	в собственном смысле	1	2
22	точно так же	1	2
23	то время как	5	2
24	с одной стороны	1	2
25	это не значит	1	2
26	собственном смысле слова	1	2
27	которое может быть	1	2
28	с того что	2	2
29	в то время	6	2
30	не значит что	1	2
31	для того чтобы	8	2
32	в том что	19	2
33	таким образом что	1	1
34	в тот момент	1	1
35	мы видим таким	1	1
36	выше представляют собой	1	1
37	ответить на этот	1	1
38	вопрос в каком	1	1
39	один из важнейших	1	1
40	к таким формам	1	1
41	о том как	1	1
42	что иное как	1	1
43	и там где	2	1
44	как бы в	1	1
45	тому что в	1	1
46	может быть объяснена	1	1
47	до сих пор	3	1
48	один раз он	1	1
49	является то что	1	1
50	было бы показать	1	1
51	так как мы	1	1
52	прежде чем перейти	1	1
53	представляет собой только	1	1
54	мы имели возможность	1	1
55	можно было бы	5	1
56	представляют собой основные	1	1
57	так и здесь	1	1
58	не то что	1	1
59	чем перейти к	1	1
60	там где есть	1	1
61	в том или	1	1
62	в данном случае	1	1
63	на этот вопрос	2	1
64	том или другом	1	1
65	один из них	1	1
66	в первый раз	1	1
67	что за ним	1	1
68	формы связанные с	1	1
69	во втором случае	2	1
70	то что он	2	1
71	но так как	1	1
72	вместо того чтобы	2	1
73	потому что они	1	1
74	что эта задача	1	1
75	есть не что	1	1
76	друг к другу	3	1
77	по тем же	1	1
78	в одном случае	1	1
79	а и в	1	1
80	то можно было	1	1
81	с самого начала	7	1
82	видим таким образом	1	1
83	он не может	1	1
84	той или иной	1	1
85	можно сказать что	6	1
86	тот момент когда	1	1
87	на то что	4	1
88	с теми или	1	1
89	которые могут быть	1	1
90	от того как	1	1
91	в другом случае	1	1
92	к тому что	7	1
93	для него но	1	1
94	не что иное	1	1
95	друг с другом	5	1
96	но в этом	1	1
97	что и в	1	1
