N	4gram	Voloshinov_2	Problemy
1	в то же время	8	5
2	в той или иной	3	3
3	на чужое слово и	1	3
4	но в то же	5	3
5	мы уже говорили что	1	2
6	и в большинстве случаев	1	2
7	одно и то же	3	2
8	сих пор совершенно не	1	2
9	с точки зрения своего	2	2
10	до сих пор совершенно	1	2
11	той или иной форме	1	1
12	но тем не менее	1	1
13	ориентации по отношению к	1	1
14	тем не менее в	1	1
15	никогда не может быть	1	1
16	не с точки зрения	1	1
17	бы то ни было	4	1
18	с одной стороны и	2	1
19	в нем новые стороны	1	1
20	нам кажется что в	1	1
21	так как если бы	2	1
22	и не может быть	1	1
23	в том числе и	1	1
24	по отношению к нему	1	1
25	если бы он и	1	1
26	как если бы он	3	1
27	в собственном смысле слова	2	1
28	от одного поколения к	2	1
29	друг с другом как	1	1
30	которых мы упоминали выше	1	1
31	в том что он	2	1
32	дело в том что	1	1
33	той или иной степени	2	1
34	или иной степени в	1	1
35	мы можем сказать что	1	1
36	в таком случае это	2	1
37	каких бы то ни	1	1
38	и то же слово	2	1
39	рядом друг с другом	1	1
40	чужое слово и на	1	1
41	как мы увидим в	1	1
42	одного поколения к другому	2	1
43	а может быть и	1	1
44	о которых мы упоминали	1	1
45	и до настоящего времени	2	1
