N	3gram	Medvedev_F_3	Psycholo
1	в самом деле	4	18
2	на то что	1	12
3	в том что	3	11
4	и в самом	1	10
5	с точки зрения	14	9
6	то же самое	3	8
7	для того чтобы	4	8
8	мы увидим что	2	7
9	все то что	1	6
10	с самого начала	1	6
11	до сих пор	1	5
12	и т п	5	5
13	с одной стороны	1	5
14	с другой стороны	5	5
15	и т д	6	4
16	там где она	2	3
17	о том что	1	3
18	о том как	2	2
19	а вовсе не	4	2
20	на самом деле	12	2
21	только то что	2	2
22	вместе с тем	3	2
23	не совпадает с	1	2
24	в данном случае	4	2
25	смысле этого слова	2	2
26	не в том	1	2
27	все более и	1	2
28	во всяком случае	6	2
29	мы все время	1	2
30	потому что они	1	2
31	мы видели что	2	2
32	в лучшем случае	1	2
33	вовсе не в	2	2
34	мы не можем	2	2
35	и вместе с	1	2
36	более и более	1	2
37	совершенно прав когда	1	2
38	к тому что	2	2
39	как мы видели	2	2
40	для нас важно	1	1
41	но все же	1	1
42	потому что он	3	1
43	как не в	1	1
44	что в этом	1	1
45	и столь же	1	1
46	одной и другой	1	1
47	к одной и	1	1
48	как и всякое	2	1
49	имеем в виду	1	1
50	те случаи когда	1	1
51	не вытекает из	1	1
52	нам кажется что	2	1
53	того или иного	1	1
54	это совсем не	1	1
55	таким образом разделение	1	1
56	они не могут	1	1
57	как раз ту	1	1
58	идет не о	1	1
59	как и все	2	1
60	в зависимости от	5	1
61	выбор слов и	1	1
62	он говорит о	1	1
63	в отличие от	2	1
64	не могло бы	1	1
65	таким образом все	1	1
66	в этом отношении	3	1
67	с тем что	1	1
68	можно было бы	1	1
69	в какой это	2	1
70	с этой точки	1	1
71	так сказать в	1	1
72	что в его	1	1
73	не могут их	1	1
74	той же мере	1	1
75	и что в	1	1
76	в двух направлениях	1	1
77	может быть понято	4	1
78	не потому что	1	1
79	проблема жанра и	1	1
80	тот факт что	1	1
81	в той же	1	1
82	он указывает что	1	1
83	их в той	1	1
84	то внутреннее противоречие	1	1
85	дело не в	2	1
86	в такой же	1	1
87	и на этом	1	1
88	том что они	1	1
89	мы уже указывали	1	1
90	мере в какой	1	1
91	и той же	1	1
92	один и тот	1	1
93	этой точки зрения	1	1
94	и все другие	1	1
95	и все же	1	1
96	самом деле он	1	1
97	всему тому что	1	1
98	то что так	1	1
99	мы можем сказать	1	1
100	не только не	2	1
101	самом деле здесь	1	1
102	к тому чтобы	1	1
103	можно сказать что	1	1
104	с тем и	1	1
105	быть понято как	1	1
106	совершенно очевидно что	1	1
107	никак не могут	1	1
108	одной и той	1	1
109	вовсе не является	3	1
110	того как мы	1	1
111	не может быть	14	1
112	в высшей степени	2	1
113	заставляя их действовать	1	1
114	она не может	1	1
115	подобно тому как	4	1
116	и тот же	1	1
