N	3gram	Bakhtin_Fr_7	Literetu
1	в том что	3	11
2	то же время	9	5
3	в то же	9	5
4	в данном случае	1	4
5	не только в	1	4
6	в связи с	1	4
7	прежде всего в	4	3
8	по аналогии с	1	3
9	в силу своей	1	3
10	и прежде всего	1	3
11	в том же	1	3
12	дело в том	2	2
13	по отношению к	2	2
14	с точки зрения	3	2
15	в этом отношении	2	2
16	все же в	1	2
17	во всяком случае	1	2
18	о том что	1	2
19	и тем самым	1	2
20	не в состоянии	1	1
21	в своем стремительном	1	1
22	на самом деле	1	1
23	как и во	1	1
24	века к концу	1	1
25	он уже и	1	1
26	от них он	1	1
27	здесь далеко не	1	1
28	можно было бы	2	1
29	том или ином	1	1
30	не подлежит сомнению	1	1
31	по этому поводу	1	1
32	глубокое различие между	1	1
33	в это время	1	1
34	написанная в году	1	1
35	тогда как в	1	1
36	в значительной степени	2	1
37	прошлого в будущее	1	1
38	в этих текстах	1	1
39	и во всей	1	1
40	но в то	3	1
41	в сем мире	1	1
42	целый ряд аналогичных	1	1
43	а также и	1	1
44	и в этом	1	1
45	не в силах	1	1
46	но только в	1	1
47	тем что в	1	1
48	по ту сторону	1	1
49	ничего общего с	1	1
50	о нем же	1	1
51	имел в виду	1	1
52	в свою очередь	3	1
53	с самого начала	1	1
54	тем более что	1	1
55	во второй половине	1	1
56	в большинстве случаев	2	1
57	из прошлого в	1	1
58	в том числе	4	1
59	здесь как и	1	1
60	к тому же	1	1
61	на одном из	3	1
