N	2gram	Tiupa_Anal_2	Myshleni
1	и в	16	25
2	мышления и	1	23
3	в том	12	23
4	на основе	2	22
5	и речи	1	20
6	том что	12	20
7	внутренней речи	4	19
8	таким образом	2	17
9	так же	2	17
10	что в	2	17
11	как и	14	15
12	в его	2	15
13	то что	7	15
14	в этом	18	14
15	вместе с	2	14
16	может быть	6	13
17	в целом	8	13
18	так как	1	12
19	в качестве	11	12
20	перед нами	1	10
21	и что	1	10
22	что и	3	10
23	было бы	3	10
24	того что	2	10
25	только в	4	10
26	как бы	10	10
27	и не	12	10
28	связи с	1	9
29	мы могли	1	9
30	заключается в	1	9
31	этого процесса	1	9
32	ни в	1	9
33	как в	4	9
34	как мы	3	8
35	тем что	3	8
36	не является	1	8
37	речи и	2	8
38	столь же	4	7
39	по своей	1	7
40	все эти	1	7
41	по себе	2	7
42	уже в	1	7
43	как это	6	7
44	того же	4	6
45	совпадает с	4	6
46	и на	6	6
47	но не	4	6
48	потому что	1	6
49	как уже	3	6
50	представляет собой	8	6
51	не только	16	6
52	в силу	1	6
53	не может	4	6
54	точки зрения	4	6
55	в отличие	2	6
56	не в	4	6
57	в отношении	1	6
58	не менее	4	6
59	можно было	3	6
60	один из	2	6
61	отличие от	2	6
62	с другой	6	6
63	в связи	1	6
64	слова и	1	6
65	в основном	1	6
66	все это	4	6
67	мы должны	1	6
68	мы уже	1	5
69	с ее	2	5
70	отличаются от	1	5
71	как говорит	2	5
72	и как	1	5
73	и к	5	5
74	отношения между	1	5
75	что она	2	5
76	при этом	10	5
77	к одному	1	5
78	и по	1	5
79	на этой	2	5
80	тем не	3	5
81	и другое	1	5
82	но это	1	5
83	с другом	1	5
84	могут быть	10	5
85	и т.д	3	5
86	о том	7	5
87	значения и	1	5
88	так и	15	5
89	если бы	3	5
90	в этой	9	5
91	слов и	1	5
92	входит в	1	5
93	с одной	5	5
94	для него	4	5
95	именно в	3	5
96	одной стороны	4	5
97	друг с	1	5
98	тем же	1	4
99	мы имеем	3	4
100	еще не	2	4
101	отнюдь не	8	4
102	так называемая	1	4
103	в своем	4	4
104	из этих	1	4
105	в известном	1	4
106	на то	2	4
107	он не	2	4
108	той же	2	4
109	к которым	1	4
110	не мог	3	4
111	не столько	3	4
112	речи в	2	4
113	что с	2	4
114	в то	2	4
115	тогда когда	1	4
116	этого слова	3	4
117	и внутренней	1	4
118	никогда не	3	4
119	то и	1	4
120	встречается в	1	4
121	к тому	7	4
122	приводит к	3	4
123	слова или	1	4
124	с ним	2	4
125	в какой	1	4
126	из них	3	4
127	и речь	1	4
128	но и	12	4
129	прежде всего	3	4
130	независимо от	1	4
131	и все	3	4
132	а в	3	4
133	сказать что	2	4
134	речи как	1	4
135	в частности	16	4
136	как известно	1	3
137	переход от	1	3
138	в котором	2	3
139	по отношению	4	3
140	когда он	1	3
141	его к	1	3
142	в самом	6	3
143	речи например	1	3
144	но на	1	3
145	в случае	2	3
146	как он	1	3
147	в восприятии	1	3
148	не как	1	3
149	и сам	3	3
150	на этом	4	3
151	значение в	1	3
152	его в	2	3
153	в жизни	1	3
154	или менее	1	3
155	которые в	1	3
156	состоит в	8	3
157	но только	1	3
158	внешней и	1	3
159	отличается от	1	3
160	не есть	2	3
161	в себя	4	3
162	по способу	1	3
163	вслед за	2	3
164	как она	1	3
165	мы видим	1	3
166	с ними	3	3
167	этот вопрос	1	3
168	дело с	1	3
169	путь к	1	3
170	внутренней речью	1	3
171	который в	1	3
172	между тем	2	3
173	и их	2	3
174	сами по	1	3
175	этом отношении	3	3
176	или иной	3	3
177	же точно	1	3
178	и слово	2	3
179	для возникновения	1	3
180	с этой	1	3
181	в результате	3	3
182	с ней	1	3
183	другой стороны	2	3
184	в свою	1	3
185	имеет место	4	3
186	к этому	2	3
187	в следующем	1	2
188	и то	3	2
189	между двумя	4	2
190	к другому	1	2
191	едва ли	3	2
192	то же	4	2
193	а как	2	2
194	в чем	1	2
195	с его	1	2
196	бы в	3	2
197	все остальные	1	2
198	хотя и	4	2
199	бы с	1	2
200	с их	2	2
201	по форме	1	2
202	в себе	7	2
203	говорит не	1	2
204	не приводит	1	2
205	на его	3	2
206	или иному	1	2
207	в нем	1	2
208	в совершенно	1	2
209	в мире	6	2
210	об этом	1	2
211	того или	3	2
212	окружающими его	2	2
213	лишь на	1	2
214	в них	1	2
215	в один	4	2
216	со всей	1	2
217	в эту	3	2
218	в этих	2	2
219	в своей	2	2
220	таким же	1	2
221	одним и	1	2
222	место в	3	2
223	и эти	1	2
224	однако в	1	2
225	нас к	2	2
226	тому что	1	2
227	тем самым	4	2
228	на котором	2	2
229	одна из	1	2
230	в центр	1	2
231	для всего	1	2
232	имеем дело	3	2
233	на себя	5	2
234	и его	4	2
235	же слова	1	2
236	из того	1	2
237	и другими	2	2
238	той или	3	2
239	указывает на	1	2
240	свою очередь	1	2
241	того и	2	2
242	еще в	2	2
243	поэтому в	1	2
244	оно становится	1	2
245	и здесь	1	2
246	внимание на	2	2
247	одного из	3	2
248	а также	7	2
249	или иначе	1	2
250	и во	2	2
251	и заключается	1	2
252	этом смысле	2	2
253	известном смысле	1	2
254	этой точки	1	2
255	первых слов	1	2
256	всех этих	1	2
257	так что	3	2
258	уже не	4	2
259	в начале	1	2
260	с теми	1	2
261	слова в	1	2
262	в одном	2	2
263	моментов в	1	2
264	каждый из	1	2
265	образом не	1	2
266	связан с	1	2
267	с той	2	2
268	может ли	2	2
269	на этот	2	2
270	в речи	3	2
271	и особенно	4	2
272	и потому	1	2
273	относятся к	1	2
274	для обозначения	1	2
275	который мы	1	2
276	такого рода	2	2
277	тому как	3	2
278	в тех	1	2
279	иначе говоря	11	2
280	тому или	1	2
281	и для	2	2
282	которых он	1	2
283	об отношении	1	2
284	или в	3	2
285	и одновременно	3	2
286	для нас	1	2
287	только что	1	2
288	все они	1	2
289	же в	1	2
290	тот же	1	2
291	вступает в	2	2
292	или иного	3	2
293	отношению к	4	2
294	отношении является	1	2
295	к другим	1	2
296	как на	1	2
297	в таком	2	2
298	все что	2	2
299	в роли	2	2
300	слова которые	1	1
301	отношения к	2	1
302	также и	1	1
303	совершенно новый	1	1
304	возникает лишь	1	1
305	определить как	1	1
306	и до	2	1
307	на две	3	1
308	из его	2	1
309	действительности и	1	1
310	мышления но	1	1
311	по его	1	1
312	полагает что	1	1
313	есть не	1	1
314	и высшей	1	1
315	бы уже	1	1
316	с более	1	1
317	себе как	1	1
318	внешняя речь	1	1
319	между его	1	1
320	частные моменты	1	1
321	на место	1	1
322	именно к	1	1
323	в становлении	1	1
324	что вопреки	1	1
325	привести к	1	1
326	что иное	1	1
327	почти исключительно	1	1
328	на несколько	1	1
329	они были	1	1
330	ему в	3	1
331	и он	2	1
332	собой в	2	1
333	иное как	1	1
334	нам представляется	1	1
335	когда не	2	1
336	служит для	1	1
337	во всех	4	1
338	тем как	1	1
339	не требует	1	1
340	истинный смысл	1	1
341	совсем не	1	1
342	тех же	1	1
343	очевидно что	1	1
344	как справедливо	1	1
345	сама по	1	1
346	включающий в	1	1
347	однако как	2	1
348	во вне	1	1
349	однако не	1	1
350	имеет в	1	1
351	более или	1	1
352	в действительности	3	1
353	следующим образом	1	1
354	не приходится	1	1
355	в которой	1	1
356	бы и	1	1
357	это открытие	1	1
358	он в	4	1
359	она связывает	1	1
360	бы не	1	1
361	не возникает	1	1
362	ни одна	1	1
363	тому же	4	1
364	но ведь	1	1
365	после чего	1	1
366	столько с	1	1
367	вследствие этого	2	1
368	жизнью и	2	1
369	вообще не	2	1
370	с чем	1	1
371	осуществление которой	1	1
372	это путь	1	1
373	всех остальных	1	1
374	по существу	2	1
375	с начальной	1	1
376	что одно	1	1
377	подобно тому	3	1
378	что ни	1	1
379	внутреннюю речь	1	1
380	значительной степени	2	1
381	а затем	2	1
382	что все	2	1
383	в состоянии	2	1
384	них не	2	1
385	первый и	1	1
386	см главу	1	1
387	и тем	4	1
388	только одно	1	1
389	многие частные	1	1
390	они оба	1	1
391	все равно	1	1
392	пространственных и	1	1
393	результате чего	2	1
394	которой он	1	1
395	всегда и	1	1
396	несмотря на	3	1
397	ключ к	3	1
398	такой же	1	1
399	нисколько не	1	1
400	особенно для	1	1
401	и при	1	1
402	в такой	1	1
403	это делает	1	1
404	которого является	1	1
405	прийти к	1	1
406	от себя	1	1
407	не гарантирует	1	1
408	как другие	1	1
409	дается в	1	1
410	для данного	1	1
411	не совпадают	1	1
412	теми же	2	1
413	и более	1	1
414	том же	1	1
415	даже в	2	1
416	раз и	1	1
417	с точки	2	1
418	случае в	3	1
419	все три	1	1
420	дело не	2	1
421	не имеет	2	1
422	в сущности	4	1
423	на него	2	1
424	к действительному	1	1
425	которого он	1	1
426	практически совпадает	1	1
427	констатировать что	1	1
428	это еще	1	1
429	только и	1	1
430	жизни не	1	1
431	именно с	1	1
432	начала но	1	1
433	не говорит	1	1
434	и является	4	1
435	роль при	1	1
436	и систематизации	1	1
437	другого но	2	1
