N	2gram	Potebnia_M_1	Tvorches
1	и в	39	21
2	как бы	6	17
3	в то	4	15
4	то же	6	13
5	в его	5	13
6	то есть	42	12
7	как и	9	12
8	же время	4	12
9	что в	22	12
10	с его	1	11
11	том что	16	11
12	все это	1	10
13	как в	10	8
14	он не	3	8
15	то что	10	8
16	и на	1	7
17	но в	9	7
18	не только	21	7
19	при этом	6	7
20	тем самым	4	7
21	у него	1	7
22	и не	18	7
23	в том	26	7
24	в свою	4	7
25	в этом	15	6
26	в творчестве	1	6
27	в котором	1	6
28	не менее	6	6
29	и его	5	6
30	о том	2	6
31	и все	3	6
32	что он	1	6
33	для него	4	6
34	а в	5	6
35	все же	6	5
36	в этой	3	5
37	таким образом	13	5
38	вовсе не	5	5
39	в своих	4	5
40	потому что	52	5
41	как будто	2	5
42	только в	25	5
43	может быть	27	5
44	а не	21	5
45	но это	5	5
46	хотя бы	2	5
47	человека и	1	4
48	не имеют	5	4
49	в своем	3	4
50	и как	6	4
51	та же	1	4
52	в целом	2	4
53	в человеке	10	4
54	это не	7	4
55	в своей	3	4
56	мысли и	9	4
57	в мире	3	4
58	времени и	2	4
59	прежде всего	4	4
60	не может	22	4
61	и от	3	4
62	один из	1	4
63	одним из	2	4
64	и т	6	3
65	на самом	1	3
66	той же	3	3
67	что я	1	3
68	хотя и	3	3
69	в самом	3	3
70	в нем	20	3
71	на его	1	3
72	и по	6	3
73	в каждом	4	3
74	что все	3	3
75	и с	3	3
76	и других	4	3
77	далеко не	1	3
78	в их	2	3
79	даже в	1	3
80	человека но	1	3
81	самого начала	3	3
82	дело в	2	3
83	не по	4	3
84	никогда не	4	3
85	воли и	1	3
86	он видит	1	3
87	с ее	2	3
88	и другие	1	3
89	с самого	3	3
90	с ним	3	3
91	там же	9	3
92	того что	8	3
93	по мнению	3	3
94	уже не	2	3
95	уже в	1	3
96	в виде	1	3
97	не так	3	3
98	так как	21	3
99	человек как	1	3
100	в которой	2	3
101	и даже	4	3
102	с другой	7	3
103	но и	20	3
104	что человек	5	3
105	но не	8	3
106	он говорит	1	3
107	для человека	2	3
108	не существует	2	3
109	но если	2	3
110	жизни и	2	3
111	так же	5	3
112	вряд ли	1	2
113	того же	3	2
114	самом деле	1	2
115	на деле	4	2
116	в первом	5	2
117	а как	2	2
118	есть не	2	2
119	в ней	7	2
120	людей в	1	2
121	в чем	1	2
122	не то	1	2
123	нет не	1	2
124	если в	1	2
125	человек может	1	2
126	в одной	1	2
127	же с	7	2
128	что как	3	2
129	когда он	1	2
130	говорит что	1	2
131	то в	5	2
132	но его	1	2
133	но без	2	2
134	в себе	13	2
135	прогресса и	1	2
136	что она	1	2
137	тем не	6	2
138	так сказать	2	2
139	отношений между	3	2
140	от людей	1	2
141	не будет	2	2
142	о котором	3	2
143	известно что	2	2
144	и тем	3	2
145	в данном	1	2
146	ведет к	1	2
147	в один	2	2
148	и того	2	2
149	в этих	7	2
150	не во	1	2
151	не столько	1	2
152	не в	15	2
153	но он	2	2
154	по крайней	2	2
155	т п	4	2
156	однако в	4	2
157	между людьми	1	2
158	и притом	4	2
159	от жизни	1	2
160	свободы и	3	2
161	но только	1	2
162	к ней	2	2
163	в движении	2	2
164	которого он	1	2
165	в духе	1	2
166	могут быть	9	2
167	к тому	4	2
168	а что	1	2
169	отказаться от	1	2
170	где он	1	2
171	в жизни	3	2
172	в виду	2	2
173	с каким	1	2
174	мысль о	2	2
175	приводит к	1	2
176	и необходимости	4	2
177	на том	1	2
178	так и	13	2
179	здесь нет	1	2
180	еще в	1	2
181	быть может	1	2
182	стремление к	2	2
183	из других	1	2
184	одного из	2	2
185	что его	1	2
186	переходит в	1	2
187	что и	6	2
188	во всей	1	2
189	крайней мере	2	2
190	вслед за	1	2
191	в лице	1	2
192	значит что	1	2
193	так что	16	2
194	следовало бы	1	2
195	при помощи	2	2
196	из них	1	2
197	был бы	1	2
198	мы находим	1	2
199	в современном	1	2
200	только на	3	2
201	именно в	1	2
202	что не	10	2
203	влияние на	2	2
204	от мысли	2	2
205	что для	3	2
206	зависит от	5	2
207	современном человеке	1	2
208	его как	1	2
209	было в	1	2
210	все более	3	2
211	вместе с	8	2
212	времени а	1	2
213	еще более	2	2
214	в мир	1	2
215	время не	1	2
216	перед нами	1	2
217	на эти	1	2
218	не мог	3	2
219	в одно	2	2
220	ли в	2	2
221	или в	2	2
222	ее и	1	2
223	из себя	5	2
224	только что	2	2
225	сказать что	3	2
226	себе не	1	2
227	к этому	1	2
228	точно так	11	2
229	и волю	2	1
230	может из	1	1
231	от этой	1	1
232	бытия по	1	1
233	этого в	2	1
234	к их	1	1
235	же как	1	1
236	совершенно справедливо	2	1
237	чтобы не	2	1
238	переход от	1	1
239	но тем	3	1
240	и есть	2	1
241	нам кажется	1	1
242	чего не	1	1
243	этой теории	4	1
244	в мыслях	1	1
245	и этот	1	1
246	уже по	1	1
247	их и	2	1
248	умственного развития	1	1
249	мы имеем	1	1
250	человеческой природы	3	1
251	что если	3	1
252	в зародыше	1	1
253	в сущности	2	1
254	образом уже	1	1
255	что иное	2	1
256	в полной	1	1
257	нет ли	1	1
258	смысле оно	1	1
259	становится объектом	2	1
260	то это	5	1
261	единства человеческой	1	1
262	что можно	3	1
263	мы предполагаем	1	1
264	из ее	1	1
265	проявляется в	2	1
266	уже все	1	1
267	и самого	1	1
268	себе а	1	1
269	вопрос об	3	1
270	одно из	3	1
271	еще не	6	1
272	по этому	2	1
273	иное как	2	1
274	столь же	3	1
275	бы то	2	1
276	собою только	1	1
277	во всех	5	1
278	тем как	3	1
279	в создании	3	1
280	видит в	1	1
281	друг на	1	1
282	действия и	1	1
283	к слову	1	1
284	по отношению	13	1
285	а и	1	1
286	тогда как	2	1
287	некоторые черты	1	1
288	что так	1	1
289	представил нам	1	1
290	к сожалению	1	1
291	в истории	7	1
292	человечества не	1	1
293	с этим	7	1
294	для создания	1	1
295	более и	2	1
296	его свободы	1	1
297	на человека	1	1
298	в мысли	8	1
299	сознания в	2	1
