N	3gram	Bakhtin_Fr_8	Mirosoze
1	не может быть	2	17
2	вместе с тем	1	5
3	но и в	1	4
4	и вместе с	1	4
5	один из самых	1	4
6	потому что в	1	3
7	и в самом	1	3
8	и в нем	1	3
9	прежде всего в	1	2
10	по отношению к	1	2
11	по своему значению	1	2
12	до сих пор	8	2
13	но он не	1	2
14	в то время	2	2
15	никогда не может	1	2
16	в самом центре	1	2
17	для того чтобы	2	2
18	он не только	1	2
19	а не к	1	1
20	ключ к пониманию	1	1
21	с одним из	2	1
22	в самом деле	1	1
23	о себе и	1	1
24	он мог бы	1	1
25	не были еще	1	1
26	в отличие от	1	1
27	он не был	1	1
28	свет и на	1	1
29	может быть и	1	1
30	не было еще	1	1
31	в которой не	1	1
32	имел в виду	1	1
33	и не быть	1	1
34	быть и речи	1	1
35	по сравнению с	1	1
36	и связанной с	1	1
37	во всех этих	1	1
38	не в том	1	1
39	с разных сторон	1	1
40	это нужно для	1	1
41	друг к другу	1	1
42	как бы в	1	1
43	из самых замечательных	1	1
44	между этими двумя	1	1
45	на протяжении всего	1	1
46	он был в	1	1
47	о том что	2	1
48	и во всем	1	1
49	быть отнесена к	1	1
50	можно было бы	1	1
51	в том что	6	1
52	была для него	1	1
53	не потому ли	1	1
54	выходит за пределы	1	1
55	его особая атмосфера	1	1
56	в его время	1	1
57	у него всегда	1	1
