N	2gram	Vygotskiy__5	Morfolog
1	может быть	9	52
2	таким образом	19	20
3	представляет собой	7	17
4	не может	18	17
5	в этих	3	16
6	могут быть	4	15
7	с этим	3	14
8	и в	16	13
9	в этом	25	13
10	так как	16	12
11	перед нами	1	11
12	связи с	3	11
13	мы видим	4	11
14	видим что	2	10
15	представляют собой	2	10
16	то же	8	9
17	мы имеем	1	9
18	так и	7	9
19	этом случае	3	9
20	прежде всего	3	9
21	а не	10	9
22	в связи	1	9
23	и не	12	9
24	при помощи	1	8
25	что и	3	8
26	с другой	4	8
27	по существу	3	8
28	в результате	4	8
29	вопрос о	12	7
30	имеем в	1	7
31	и этим	1	7
32	в качестве	4	7
33	в тех	1	7
34	все же	3	7
35	но если	6	7
36	но не	10	6
37	это не	4	6
38	подобно тому	4	6
39	не могут	4	6
40	и здесь	2	6
41	в форме	1	6
42	в том	18	6
43	а в	3	6
44	мы не	3	5
45	во всех	2	5
46	тому как	4	5
47	то что	26	5
48	в ходе	12	5
49	не менее	3	5
50	потому что	21	5
51	образом мы	1	5
52	этот момент	1	5
53	вслед за	2	5
54	один из	1	5
55	мы увидим	1	5
56	если мы	7	5
57	как бы	5	5
58	и другие	2	5
59	также и	1	4
60	показать что	3	4
61	эта функция	1	4
62	к началу	4	4
63	то это	2	4
64	что его	1	4
65	то мы	1	4
66	если в	3	4
67	как в	5	4
68	и как	3	4
69	ни одна	1	4
70	не только	16	4
71	на его	2	4
72	на этом	3	4
73	следующим образом	1	4
74	об этом	1	4
75	его в	2	4
76	было бы	10	4
77	вовсе не	2	4
78	как и	8	4
79	несмотря на	1	4
80	точки зрения	18	4
81	с точки	9	4
82	тем не	1	4
83	на котором	1	4
84	ничего не	5	4
85	что функции	3	4
86	тем что	5	4
87	в других	1	4
88	как мы	10	4
89	раньше чем	3	4
90	по отношению	12	4
91	другой стороны	2	4
92	там где	1	4
93	так же	15	4
94	а если	1	4
95	оно может	1	4
96	отношению к	12	4
97	что в	16	4
98	связана с	1	3
99	самом деле	3	3
100	на самом	1	3
101	в первом	3	3
102	момент когда	2	3
103	и для	1	3
104	между собой	13	3
105	независимо от	1	3
106	целый ряд	1	3
107	но в	6	3
108	в целом	4	3
109	в нашем	1	3
110	в пределах	4	3
111	он должен	5	3
112	и по	4	3
113	прежде чем	1	3
114	но все	2	3
115	вопрос как	3	3
116	входит в	1	3
117	из них	2	3
118	ни в	1	3
119	том что	15	3
120	в то	5	3
121	реагирует на	1	3
122	в сущности	13	3
123	того чтобы	17	3
124	от того	3	3
125	и другим	2	3
126	то здесь	1	3
127	если бы	8	3
128	но и	6	3
129	он не	8	3
130	во втором	1	3
131	значит что	5	3
132	к нему	3	3
133	в какой	6	3
134	и ее	1	3
135	не происходит	1	3
136	в начале	1	3
137	а то	1	3
138	связывается с	1	3
139	мы можем	6	3
140	не является	5	3
141	что они	5	3
142	для этой	1	3
143	из которых	3	3
144	последнем случае	1	3
145	но это	3	3
146	кроме того	1	3
147	иное чем	1	3
148	мы должны	8	3
149	только что	5	3
150	же в	2	3
151	первом случае	1	3
152	если же	1	3
153	смысле слова	1	2
154	эти функции	2	2
155	обычно в	1	2
156	как это	8	2
157	относятся к	1	2
158	тем же	1	2
159	считаться с	1	2
160	что эти	2	2
161	собственном смысле	1	2
162	что изучение	1	2
163	есть нечто	1	2
164	время как	4	2
165	мы получаем	1	2
166	чем это	1	2
167	а с	2	2
168	и таким	1	2
169	тех случаях	1	2
170	как уже	3	2
171	и к	2	2
172	более или	1	2
173	то в	3	2
174	сказать о	1	2
175	из его	1	2
176	и задачи	1	2
177	состоит в	6	2
178	чтобы овладеть	1	2
179	можно было	5	2
180	в другом	6	2
181	мы уже	1	2
182	это было	1	2
183	обоих случаях	1	2
184	в ином	1	2
185	оно как	1	2
186	то как	3	2
187	этого не	1	2
188	с тем	3	2
189	на первый	1	2
190	или менее	1	2
191	для него	5	2
192	мы приходим	1	2
193	за которым	1	2
194	и более	3	2
195	однако в	1	2
196	все эти	4	2
197	что эта	3	2
198	с теми	1	2
199	в обоих	1	2
200	не имеет	4	2
201	что ни	1	2
202	рассматриваются как	1	2
203	такой случай	1	2
204	и его	3	2
205	в каком	1	2
206	они даны	1	2
207	перейти к	3	2
208	для того	14	2
209	оно не	1	2
210	совершается в	2	2
211	вывод что	2	2
212	в собственном	1	2
213	то время	4	2
214	и что	12	2
215	не с	2	2
216	ясно что	1	2
217	о том	8	2
218	с одной	3	2
219	можно сказать	5	2
220	в различных	2	2
221	может не	1	2
222	путь к	1	2
223	не означает	4	2
224	и только	1	2
225	если за	1	2
226	того что	16	2
227	как например	1	2
228	хотя бы	5	2
229	на другие	1	2
230	этот вопрос	6	2
231	что он	25	2
232	или иные	1	2
233	только в	10	2
234	он действует	1	2
235	функций между	2	2
236	никаких новых	1	2
237	себя в	1	2
238	с двумя	1	2
239	или на	1	2
240	вопроса о	3	2
241	или не	2	2
242	в виде	1	2
243	его и	3	2
244	никто не	2	2
245	должны будем	1	2
246	из двух	1	2
247	без всякой	1	2
248	или потому	1	2
249	себя и	2	2
250	не знает	5	2
251	сказать что	13	2
252	совершенно одинаково	1	2
253	что мы	4	2
254	в частности	3	2
255	или по	1	2
256	одной стороны	3	2
257	благодаря этому	2	2
258	не меняет	1	2
259	но для	1	2
260	их на	1	2
261	случае он	1	2
262	случаях когда	1	2
263	тем и	1	2
264	не существует	1	2
265	в отдельных	1	2
266	связи функций	2	2
267	от него	1	2
268	на ход	2	2
269	или нет	1	2
270	функции не	1	2
271	иначе чем	1	2
272	одной из	3	2
273	и становятся	2	2
274	а во	1	2
275	в свое	2	2
