N	2gram	Vinokur_Vv_1	Problemy
1	и в	27	35
2	как бы	5	31
3	и не	13	27
4	что он	4	24
5	в его	10	21
6	но в	10	19
7	как и	5	18
8	не может	13	18
9	себе самому	1	18
10	в нем	13	16
11	то же	8	15
12	и все	1	15
13	в сущности	3	14
14	в этом	34	14
15	и его	5	14
16	для него	1	14
17	может быть	24	14
18	но и	5	14
19	все это	6	14
20	к нему	2	13
21	и с	2	12
22	в другом	3	12
23	прежде всего	8	12
24	и к	1	12
25	в то	5	11
26	слова и	1	11
27	самом деле	6	10
28	не только	21	10
29	не в	8	10
30	же время	5	10
31	рассказа в	1	10
32	то что	17	10
33	на самом	1	9
34	в отношении	2	9
35	мы уже	1	8
36	все же	8	8
37	самого начала	1	8
38	как мы	9	8
39	с самого	1	8
40	так и	1	8
41	и для	4	8
42	потому что	14	8
43	еще не	4	7
44	себе и	2	7
45	лишь в	1	7
46	таким образом	19	7
47	для себя	1	7
48	и сам	2	7
49	в виде	4	7
50	вовсе не	6	7
51	так же	3	7
52	что же	3	7
53	точки зрения	7	7
54	с ним	1	7
55	а в	5	7
56	отношении к	2	7
57	отношению к	4	7
58	и на	3	6
59	он сам	3	6
60	но не	7	6
61	по отношению	4	6
62	отношение к	3	6
63	в самом	12	6
64	что у	1	6
65	в каждом	4	6
66	у меня	1	6
67	к тому	4	6
68	в одном	4	6
69	и что	4	6
70	только в	13	6
71	слова в	1	6
72	и т.п	1	6
73	но это	1	6
74	что в	11	6
75	и то	5	5
76	как в	1	5
77	в себе	4	5
78	на протяжении	2	5
79	он и	2	5
80	от себя	3	5
81	в конце	3	5
82	во время	1	5
83	да и	4	5
84	и это	6	5
85	в том	31	5
86	с ними	1	5
87	так что	5	5
88	и даже	5	5
89	как к	1	5
90	этого слова	2	5
91	самому и	1	5
92	ведь и	1	4
93	бы уже	1	4
94	так чтобы	3	4
95	в чем	4	4
96	нет и	1	4
97	сливается с	3	4
98	та же	1	4
99	что это	3	4
100	на его	1	4
101	и вот	3	4
102	он старается	1	4
103	но все	3	4
104	его в	6	4
105	в них	4	4
106	рядом с	2	4
107	в эту	1	4
108	в своей	4	4
109	в такой	1	4
110	его отношение	1	4
111	но он	1	4
112	по себе	9	4
113	никогда не	3	4
114	и без	2	4
115	во всем	2	4
116	как раз	4	4
117	слова о	1	4
118	как будто	3	4
119	той или	1	4
120	еще в	1	4
121	между тем	8	4
122	говорит он	2	4
123	наконец в	1	4
124	все время	1	4
125	и так	1	4
126	и у	1	4
127	только на	3	4
128	всяком случае	3	4
129	так как	13	4
130	у него	1	4
131	тем что	6	4
132	или иной	1	4
133	с другой	8	4
134	и прежде	1	4
135	что не	5	4
136	до конца	3	4
137	а не	3	4
138	но как	2	4
139	по своему	5	4
140	в той	7	4
141	бы в	1	4
