N	3gram	Potebnia_M_1	formyVre
1	то же время	3	9
2	и т п	2	8
3	в то же	3	6
4	и того же	2	5
5	одного и того	2	5
6	в связи с	1	5
7	для того чтобы	2	5
8	времени и пространства	1	4
9	по отношению к	13	3
10	до сих пор	1	3
11	в этом отношении	1	3
12	может быть только	1	3
13	не может быть	9	3
14	между этими двумя	1	3
15	в то время	1	3
16	но все же	1	2
17	друг за другом	1	2
18	дело в том	2	2
19	как мы видим	1	2
20	одной стороны и	1	2
21	как если бы	1	2
22	с точки зрения	3	2
23	и не только	1	2
24	друг на друга	1	2
25	но и в	4	2
26	что в таком	2	2
27	так же как	1	2
28	не только в	3	2
29	с одной стороны	3	2
30	и во всей	1	2
31	все то что	2	2
32	с самого начала	3	2
33	место и в	1	2
34	в том что	13	2
35	как и в	2	2
36	и может быть	2	1
37	все в нем	1	1
38	на том что	1	1
39	а следовательно и	1	1
40	зрения на мир	1	1
41	иначе если бы	1	1
42	одном и том	2	1
43	друг другу и	1	1
44	том что все	1	1
45	то время когда	1	1
46	потому что не	4	1
47	известно например что	1	1
48	сами по себе	1	1
49	с тем что	3	1
50	что в нем	1	1
51	их и не	1	1
52	с тем и	1	1
53	какие мы видим	1	1
54	не имеют в	1	1
55	в одном и	2	1
56	что во всех	1	1
57	могут быть названы	2	1
58	имеет место и	1	1
59	жизни но и	1	1
60	смысле этого слова	1	1
61	и том же	2	1
62	так и в	3	1
63	все без исключения	1	1
64	и в этом	6	1
65	не могут быть	2	1
66	и как бы	3	1
67	в разных местах	1	1
68	все более и	2	1
69	если они не	1	1
70	во всяком случае	1	1
71	что касается до	1	1
72	и в самой	1	1
73	и в том	3	1
74	то есть только	1	1
75	и все же	1	1
76	в свою очередь	4	1
77	о том что	1	1
78	более и более	2	1
79	которые могут быть	1	1
80	здесь не как	1	1
81	иное значение чем	1	1
82	но дело в	2	1
83	можно бы было	1	1
84	сама по себе	3	1
85	в них не	2	1
86	для нас не	1	1
87	и не могло	1	1
88	все эти предметы	1	1
