N	2gram	Losev_Prob_3	Problema
1	то есть	34	46
2	в его	9	43
3	и не	35	42
4	и в	44	38
5	не может	7	27
6	может быть	28	26
7	как бы	9	22
8	в художественном	3	20
9	отнюдь не	10	19
10	и с	9	17
11	и его	5	16
12	в этом	17	15
13	в нем	9	15
14	и т	13	14
15	только в	19	13
16	прежде всего	3	13
17	независимо от	1	13
18	но не	3	12
19	за пределы	5	12
20	в искусстве	4	12
21	художественного произведения	14	11
22	во всех	2	11
23	ни в	8	11
24	и для	2	11
25	таким образом	9	10
26	в их	2	10
27	не только	14	9
28	не имеет	9	9
29	его в	3	9
30	имеет дело	1	9
31	но и	10	9
32	и как	3	8
33	входит в	1	8
34	было бы	8	8
35	точки зрения	5	8
36	для нее	2	8
37	произведения как	1	8
38	в том	21	8
39	художественное произведение	8	8
40	то что	23	8
41	еще не	5	7
42	в самом	3	7
43	вообще не	1	7
44	как и	10	7
45	не в	13	7
46	как мы	8	7
47	с другой	7	7
48	отметить что	1	7
49	слова в	1	7
50	но отнюдь	1	7
51	совершенно не	4	7
52	в своей	5	7
53	что в	8	7
54	отношения к	3	6
55	самом деле	3	6
56	там где	1	6
57	в пределах	1	6
58	не к	1	6
59	не всегда	1	6
60	с точки	2	6
61	не есть	35	6
62	можно только	1	6
63	ничего не	3	6
64	дело с	1	6
65	есть чисто	1	6
66	мы можем	6	6
67	произведение в	2	6
68	все же	6	6
69	а в	5	6
70	только как	1	6
71	художественном произведении	3	5
72	отличие от	3	5
73	в своем	5	5
74	все эти	7	5
75	при этом	4	5
76	то же	13	5
77	это не	9	5
78	в них	1	5
79	далеко не	1	5
80	в отличие	2	5
81	так и	10	5
82	произведения в	2	5
83	в основе	2	5
84	и о	5	5
85	никогда не	6	5
86	не нужно	1	5
87	с ним	7	5
88	может иметь	3	5
89	не на	1	5
90	а не	18	5
91	со словом	1	5
92	могут быть	2	5
93	быть только	1	5
94	формы и	3	5
95	все они	2	5
96	на самом	7	4
97	должна быть	1	4
98	конечно и	1	4
99	в виду	10	4
100	в ней	5	4
101	относится к	1	4
102	как в	5	4
103	но в	12	4
104	в нашем	5	4
105	в себе	8	4
106	перестает быть	1	4
107	произведение как	1	4
108	в данном	9	4
109	не менее	10	4
110	но они	1	4
111	тем самым	5	4
112	в то	9	4
113	представлять себе	1	4
114	здесь не	8	4
115	в ее	4	4
116	данном случае	7	4
117	можно было	4	4
118	не с	1	4
119	о том	6	4
120	которых мы	1	4
121	своим предметом	2	4
122	всех его	1	4
123	в предмете	1	4
124	и только	6	4
125	что не	1	4
126	только по	1	4
127	и потому	7	4
128	в более	1	4
129	себя самого	1	4
130	хотя бы	3	4
131	вне себя	1	4
132	сказать что	16	4
133	другой стороны	5	4
134	также и	16	3
135	например в	1	3
136	едва ли	5	3
137	действительности и	1	3
138	говорить о	3	3
139	произведение и	1	3
140	бы то	4	3
141	сказать и	1	3
142	мы будем	2	3
143	точка зрения	1	3
144	произведение не	1	3
145	кроме того	3	3
146	и к	6	3
147	и художественного	1	3
148	не будем	2	3
149	в целом	6	3
150	он не	8	3
151	произведении как	1	3
152	момент художественного	1	3
153	то ни	6	3
154	а как	2	3
155	с другими	3	3
156	может стать	1	3
157	и тем	9	3
158	в слове	2	3
159	несмотря на	1	3
160	том что	12	3
161	тем не	10	3
162	на него	1	3
163	как его	1	3
164	имеют дело	1	3
165	или как	3	3
166	как только	3	3
167	слова но	1	3
168	и это	9	3
169	хотя и	5	3
170	и от	9	3
171	в дальнейшем	1	3
172	ясно что	6	3
173	мы в	4	3
174	если бы	3	3
175	искусства и	2	3
176	на ее	2	3
177	природы и	2	3
178	и содержания	1	3
179	но с	2	3
180	как вещи	1	3
181	как нечто	9	3
182	с одной	2	3
183	со всеми	1	3
184	в известной	2	3
185	как такового	1	3
186	и даже	14	3
187	оно не	1	3
188	себя и	1	3
189	одной стороны	1	3
190	его как	3	3
191	и на	1	3
192	в тех	3	3
193	да и	5	3
194	слова и	3	3
195	но это	8	3
196	все это	5	3
197	не является	11	3
198	она может	2	3
199	об искусстве	1	3
200	от него	2	3
201	и все	3	3
202	ни было	3	3
203	в таком	5	3
204	они не	1	3
205	смысле слова	8	2
206	произведения но	1	2
207	научное значение	1	2
208	относится и	2	2
209	в эстетике	1	2
210	он может	1	2
211	и есть	5	2
212	в котором	2	2
213	значение но	2	2
214	его не	2	2
215	есть не	5	2
216	и значение	3	2
217	мы имеем	2	2
218	не вполне	1	2
219	и он	1	2
220	не остается	1	2
221	первый план	2	2
222	со словами	1	2
223	в чем	4	2
224	но как	4	2
225	а только	5	2
226	не все	1	2
227	или иное	2	2
228	в истории	1	2
229	дает нам	2	2
230	себе не	2	2
231	и у	2	2
232	что это	3	2
233	бы не	1	2
234	нами в	2	2
235	на то	3	2
236	андрея болконского	1	2
237	а к	2	2
238	не имеют	4	2
239	оно было	1	2
240	есть таким	1	2
241	момента в	1	2
242	здесь мы	1	2
243	лишь в	1	2
244	и других	1	2
245	о которых	3	2
246	при созерцании	1	2
247	строгом смысле	1	2
248	на первый	4	2
249	и при	2	2
250	и художественно	1	2
251	и более	2	2
252	и вообще	8	2
253	случае мы	1	2
254	и вся	1	2
255	раз и	4	2
256	в таких	3	2
257	она не	3	2
258	дело в	4	2
259	и именно	2	2
260	впервые делает	1	2
261	того чтобы	1	2
262	чем не	3	2
263	действительности но	2	2
264	в самой	2	2
265	положение вещей	1	2
266	во всем	1	2
267	связи с	8	2
268	у нас	10	2
269	представляется нам	1	2
270	не могут	1	2
271	есть только	4	2
272	отличается от	4	2
273	же самое	9	2
274	что оно	2	2
275	для того	1	2
276	что все	2	2
277	самим собою	1	2
278	только при	4	2
279	она только	1	2
280	особенно в	1	2
281	с самим	3	2
282	том как	2	2
283	поэтому в	1	2
284	и здесь	5	2
285	в другом	2	2
286	другими словами	6	2
287	и что	7	2
288	делает возможным	1	2
289	от них	1	2
290	и во	2	2
291	будем называть	1	2
292	в него	1	2
293	того что	8	2
294	довлеет себе	1	2
295	нуждается в	1	2
296	что он	9	2
297	и ее	3	2
298	себя в	2	2
299	не можем	1	2
300	не обходится	1	2
301	в нашей	2	2
302	языка как	1	2
303	в виде	6	2
304	в начале	2	2
305	ни с	4	2
306	что содержание	1	2
307	таком положении	1	2
308	цели и	1	2
309	что и	9	2
310	вовсе не	37	2
311	произведения и	2	2
312	и искусства	2	2
313	случае не	3	2
314	которые могут	1	2
315	то или	3	2
316	тем что	4	2
317	без всякой	1	2
318	или иной	8	2
319	не входя	1	2
320	здесь в	3	2
321	души и	1	2
322	метафора и	2	2
323	не было	5	2
324	о художественном	1	2
325	в связи	7	2
326	в частности	2	2
327	как это	2	2
328	из которых	2	2
329	к своему	1	2
330	другой же	1	2
331	по существу	2	2
332	можно сказать	6	2
333	того или	6	2
334	является как	1	2
335	или в	4	2
336	узком смысле	1	2
337	о котором	1	2
338	той или	12	2
339	чтобы его	1	2
340	мы должны	7	2
341	ни к	3	2
342	в этих	2	2
343	была бы	1	2
344	или иного	3	2
345	не нуждается	1	2
346	и другие	3	2
347	в своих	1	2
348	по поводу	2	2
349	к этому	1	2
350	ни своей	1	1
351	отмеченные нами	1	1
352	приходится сказать	1	1
353	или жизни	1	1
354	это и	7	1
355	мере в	1	1
356	самодовлеющей и	1	1
357	и закон	1	1
358	чего не	1	1
359	от самого	1	1
360	в первом	1	1
361	случае оно	1	1
362	все те	1	1
363	от которых	1	1
364	созерцании художественного	1	1
365	то самое	1	1
366	и за	2	1
367	и могут	2	1
368	целому ряду	1	1
369	из всех	1	1
370	который в	2	1
371	от художественного	5	1
372	предмета в	1	1
373	и ничего	1	1
374	что далеко	1	1
375	связан с	1	1
376	искусстве все	1	1
377	обходится без	1	1
378	вопрос о	1	1
379	нам в	1	1
380	мы называем	1	1
381	почти все	1	1
382	который был	1	1
383	время как	4	1
384	что иное	4	1
385	план в	1	1
386	с ее	2	1
387	бы ни	1	1
388	которое в	1	1
389	хотя конечно	1	1
390	как впрочем	1	1
391	такое же	1	1
392	подчеркнуть что	1	1
393	звучания и	1	1
394	и самого	1	1
395	самого но	1	1
396	выходит и	1	1
397	ней как	1	1
398	иное как	4	1
399	к целому	1	1
400	этим не	2	1
401	является таким	1	1
402	ли кто-нибудь	1	1
403	по своему	2	1
404	формулируем так	1	1
405	другой более	1	1
406	слова как	2	1
407	то он	2	1
408	данной художественной	1	1
409	из художественного	1	1
410	значение и	5	1
411	ее самой	1	1
412	себе и	1	1
413	мы сделали	1	1
414	ли эта	1	1
415	только путем	3	1
416	которые не	1	1
417	идет о	1	1
418	природы как	1	1
419	могли бы	4	1
420	было только	1	1
421	но несмотря	1	1
422	имеет в	1	1
423	поскольку мы	1	1
424	эту проблему	1	1
425	как таковое	1	1
426	нет здесь	2	1
427	и материальными	1	1
428	именно эта	1	1
429	то в	3	1
430	которых идет	1	1
431	бы и	1	1
432	в литературном	1	1
433	то время	4	1
434	в этой	3	1
435	такое значение	1	1
436	узкое понимание	1	1
437	бы только	2	1
438	но он	1	1
439	но ведь	1	1
440	имеет для	1	1
441	как он	1	1
442	в наших	2	1
443	а вовсе	2	1
444	и если	6	1
445	они слишком	1	1
446	к выводу	1	1
447	как оно	3	1
448	т д	13	1
449	стало возможным	1	1
450	всех этих	2	1
451	эта последняя	2	1
452	в понимании	1	1
453	не связан	1	1
454	в узком	1	1
455	этого вопроса	1	1
456	не как	1	1
457	широком смысле	2	1
458	целом а	1	1
459	можно даже	1	1
460	его от	1	1
461	подобно тому	1	1
462	образа и	4	1
463	так например	1	1
464	в нее	1	1
465	именно это	1	1
466	своей чистой	1	1
467	от нее	1	1
468	что является	2	1
469	бы они	1	1
470	в одну	1	1
471	значение в	3	1
472	целое как	1	1
473	произведения с	1	1
474	мы уже	4	1
475	бы быть	3	1
476	себя не	2	1
477	зрения на	2	1
478	художественный образ	9	1
479	к художественной	1	1
480	это было	2	1
481	или просто	1	1
482	ведь в	2	1
483	не чем	1	1
484	понятий в	1	1
485	для них	2	1
486	в один	1	1
487	он является	3	1
488	же рассуждение	1	1
489	нет в	1	1
490	все равно	3	1
491	с тем	5	1
492	отражается в	1	1
493	образ действительности	1	1
494	потому и	1	1
495	автора и	1	1
496	нисколько не	2	1
497	был бы	1	1
498	только тем	1	1
499	которую он	1	1
500	направленность жизни	1	1
501	о той	1	1
502	самим и	1	1
503	на ступени	2	1
504	по сравнению	2	1
505	еще нет	2	1
506	что вся	2	1
507	к одному	1	1
508	том смысле	3	1
509	всех моментов	1	1
510	себе а	3	1
511	в которых	3	1
512	мысли и	1	1
513	бы мы	2	1
514	действительность в	1	1
515	является только	5	1
516	предметом а	1	1
517	иным как	1	1
518	имели бы	1	1
519	и эти	1	1
520	есть именно	5	1
521	что никакой	2	1
522	том и	1	1
523	однако в	2	1
524	не должно	1	1
525	по себе	25	1
526	же мы	1	1
527	тому что	4	1
528	каждого отдельного	1	1
529	можно ли	4	1
530	слова мы	1	1
531	таких случаях	2	1
532	вплоть до	1	1
533	человека но	3	1
534	что с	1	1
535	иной раз	3	1
536	и начинает	1	1
537	но для	1	1
538	как о	5	1
539	если угодно	2	1
540	правда в	1	1
541	что их	2	1
542	опираться на	1	1
543	иметь в	1	1
544	та или	3	1
545	того и	1	1
546	и всегда	2	1
547	не имели	2	1
548	действительностью она	1	1
549	и без	4	1
550	находятся в	3	1
551	не разделяет	1	1
552	или иная	3	1
553	тоже только	1	1
554	очень мало	2	1
555	во всей	3	1
556	целое в	1	1
557	правда это	1	1
558	не ставит	1	1
559	и является	4	1
560	есть являются	1	1
561	ничто не	2	1
562	во избежание	1	1
563	в процессе	2	1
564	до того	1	1
565	исторического процесса	1	1
566	не столь	1	1
567	так то	1	1
568	моментов это	1	1
569	однако это	2	1
570	действительности то	1	1
571	как идею	1	1
572	от их	1	1
573	и нисколько	1	1
574	данности и	1	1
575	данного произведения	1	1
576	политической и	1	1
577	стихотворения пушкина	1	1
578	мы все	1	1
579	созерцания и	1	1
580	этого и	1	1
581	закон их	1	1
582	это содержание	1	1
583	для его	3	1
584	даже и	16	1
585	она же	1	1
586	его значение	1	1
587	анализа в	1	1
588	как некое	1	1
589	языка что	1	1
590	мы ее	1	1
591	можем назвать	2	1
592	некоторой степени	1	1
593	слов но	1	1
594	из всего	1	1
595	к такому	1	1
596	на нем	1	1
597	мы конечно	1	1
598	всего этого	1	1
599	без всякого	3	1
600	ни стало	1	1
601	от художественной	3	1
602	языка и	4	1
603	они ни	1	1
604	каждый раз	3	1
605	отвлечься от	1	1
606	идет речь	3	1
607	на что-то	3	1
608	или нечто	1	1
609	на том	1	1
610	что у	3	1
611	на нее	1	1
612	мог бы	1	1
613	это событие	1	1
614	на которую	3	1
615	глубоко и	1	1
616	как таковую	1	1
617	в одном	1	1
618	что дело	2	1
619	имеется в	4	1
620	движения или	1	1
621	строго говоря	1	1
622	что под	1	1
623	это как	1	1
624	где каждый	1	1
625	никакому сомнению	1	1
626	это возможно	1	1
627	в содержании	1	1
628	выводу что	1	1
629	но может	1	1
630	образом в	1	1
631	без которой	1	1
632	о ней	2	1
633	часто и	1	1
634	мы это	1	1
635	совершенно случайна	1	1
636	настоящее время	2	1
637	произведение это	1	1
638	для нас	16	1
639	а также	4	1
640	определенное и	1	1
641	мы понимаем	1	1
642	вопросу о	1	1
643	на отдельные	2	1
644	нем не	1	1
645	которого оно	1	1
646	возникает и	1	1
647	вся эта	3	1
648	говорить об	1	1
649	во втором	1	1
650	резко отличается	1	1
