N	2gram	Tiupa_Narr_1	Myslijsy
1	потому что	5	46
2	то есть	9	34
3	в слове	3	32
4	в том	8	32
5	и в	11	30
6	может быть	15	28
7	то же	8	23
8	не только	31	21
9	только в	12	21
10	для нас	1	20
11	но и	27	19
12	того что	4	18
13	том что	7	18
14	то что	9	18
15	что в	3	17
16	в себе	6	16
17	по себе	4	16
18	и не	23	15
19	не в	6	15
20	в сознании	4	15
21	а не	13	15
22	таким образом	1	14
23	что и	1	13
24	так как	1	13
25	если бы	7	12
26	вместе с	2	12
27	а в	13	12
28	точно так	1	12
29	так и	5	11
30	как в	4	10
31	в этом	12	10
32	в душе	1	10
33	как и	13	10
34	в то	4	10
35	мы не	3	9
36	из этих	4	9
37	в нем	4	9
38	между тем	3	9
39	для него	4	9
40	и то	3	8
41	в ней	4	8
42	в самом	6	8
43	что не	2	8
44	что мы	2	8
45	только что	2	8
46	что слово	1	7
47	с одной	1	7
48	но не	4	7
49	с тем	1	7
50	тем самым	5	7
51	тем что	1	7
52	как мы	2	7
53	слова в	4	7
54	с другой	2	7
55	к тому	6	7
56	например в	1	6
57	с этим	1	6
58	художественное произведение	1	6
59	с ним	2	6
60	не имеет	2	6
61	указывает на	1	6
62	что он	3	6
63	уже не	8	6
64	то и	1	6
65	из них	4	6
66	а потому	1	6
67	зависит от	2	6
68	и слово	1	6
69	не может	8	6
70	образ и	1	6
71	но это	1	6
72	если б	1	5
73	сам по	1	5
74	и т	1	5
75	слово не	1	5
76	еще не	4	5
77	по отношению	3	5
78	в своем	3	5
79	и как	3	5
80	к одному	1	5
81	заключает в	2	5
82	одно и	2	5
83	с другими	1	5
84	и тем	4	5
85	что я	1	5
86	по крайней	1	5
87	же время	4	5
88	к ней	1	5
89	не менее	3	5
90	крайней мере	1	5
91	уже в	1	5
92	тому как	3	5
93	отношению к	3	5
94	слова и	1	5
95	сказать что	2	5
96	в действительности	1	5
97	говоря о	1	4
98	тем же	2	4
99	столь же	5	4
100	не все	1	4
101	что именно	1	4
102	не было	3	4
103	что это	1	4
104	бы не	1	4
105	он не	3	4
106	и по	1	4
107	и наоборот	1	4
108	мы видели	1	4
109	в один	1	4
110	в котором	1	4
111	себе а	1	4
112	того как	1	4
113	и его	10	4
114	по поводу	1	4
115	для того	3	4
116	оно не	2	4
117	по мере	2	4
118	в его	6	4
119	один из	6	4
120	что даже	1	4
121	все равно	2	4
122	далеко не	1	4
123	что для	1	4
124	если не	2	4
125	и потому	1	4
126	со словом	1	4
127	все это	1	4
128	и от	2	4
129	тем более	1	4
130	другой стороны	2	4
131	была бы	1	4
132	все что	2	4
133	только потому	1	3
134	и есть	1	3
135	в первом	4	3
136	бы ни	1	3
137	и на	5	3
138	в чем	2	3
139	а только	1	3
140	не то	1	3
141	ответ на	1	3
142	более или	1	3
143	не можем	1	3
144	в целом	3	3
145	что она	1	3
146	при этом	19	3
147	т д	1	3
148	в силу	1	3
149	в человеческой	1	3
150	не будет	2	3
151	его в	1	3
152	предполагаем в	1	3
153	этого не	2	3
154	и тогда	2	3
155	или менее	1	3
156	как бы	6	3
157	представить себе	1	3
158	тем не	3	3
159	тому что	1	3
160	с и	1	3
161	того чтобы	4	3
162	ни о	2	3
163	могут быть	1	3
164	мере того	1	3
165	содержание в	1	3
166	слова с	1	3
167	свою очередь	2	3
168	в произведении	2	3
169	в образе	1	3
170	из двух	1	3
171	или в	6	3
172	том как	1	3
173	и вообще	1	3
174	со стороны	8	3
175	жизни не	1	3
176	никак не	2	3
177	можно сказать	5	3
178	это было	2	3
179	к нему	4	3
180	вслед за	1	3
181	только на	2	3
182	в начале	3	3
183	прежде всего	4	3
184	друг друга	2	3
185	мы можем	2	3
186	само по	1	3
187	до сих	2	3
188	именно в	3	3
189	одной стороны	1	3
190	человеческой жизни	2	3
191	только от	2	3
192	там где	1	3
193	связь с	1	3
194	так же	1	3
195	в человеке	1	3
196	указанием на	1	3
197	сих пор	2	3
198	не знаем	1	3
199	говорящего и	1	3
200	не существует	3	3
201	и все	3	3
202	в свою	2	3
203	не говоря	1	3
204	не знает	1	3
205	в которой	1	3
206	в искусстве	1	3
207	к этому	1	3
208	в таком	2	3
209	самом деле	3	2
210	это и	1	2
211	так у	1	2
212	в приведенном	1	2
213	и до	1	2
214	в их	1	2
215	мы уже	1	2
216	той же	1	2
217	впрочем и	1	2
218	он как	1	2
219	из сказанного	1	2
220	ему в	2	2
221	отделаться от	1	2
222	большей части	3	2
223	к слову	1	2
224	тогда как	10	2
225	отношение к	1	2
226	все же	4	2
227	целый ряд	1	2
228	как знак	1	2
229	со своей	1	2
230	та же	2	2
231	же слово	1	2
232	в этой	6	2
233	и тот	1	2
234	на то	2	2
235	не могла	2	2
236	человек не	1	2
237	так сказать	2	2
238	слово это	2	2
239	не как	1	2
240	подобно тому	3	2
241	людей и	1	2
242	но все	1	2
243	этом последнем	1	2
244	могла бы	1	2
245	входит в	2	2
246	не всегда	3	2
247	уже результат	1	2
248	во время	1	2
249	точки зрения	5	2
250	в своей	5	2
251	в которых	1	2
252	их в	3	2
253	даже в	1	2
254	что эта	1	2
255	она не	2	2
256	и притом	2	2
257	глядя на	2	2
258	из того	1	2
259	этом отношении	3	2
260	в некотором	1	2
261	ему не	1	2
262	указание на	1	2
263	для развития	1	2
264	в области	2	2
265	так например	1	2
266	на предмет	1	2
267	его признаков	1	2
268	и о	3	2
269	в ее	1	2
270	так в	4	2
271	каждого из	1	2
272	когда в	3	2
273	и с	3	2
274	об этом	6	2
275	о том	4	2
276	и та	1	2
277	его жизни	3	2
278	собственно говоря	1	2
279	природы и	1	2
280	в форме	2	2
281	и мы	1	2
282	одной из	1	2
283	которое мы	1	2
284	и после	2	2
285	но как	3	2
286	на мир	1	2
287	связи с	2	2
288	в одном	4	2
289	у него	7	2
290	на стороне	1	2
291	а слово	1	2
292	и даже	2	2
293	не один	1	2
294	тут же	1	2
295	на чем	1	2
296	а с	1	2
297	понятие о	1	2
298	в речи	4	2
299	одно слово	1	2
300	по своему	2	2
301	как средство	1	2
302	слов в	2	2
303	быть не	3	2
304	еще раз	3	2
305	и действия	2	2
306	перед нами	5	2
307	не подлежит	2	2
308	то не	1	2
309	в большей	1	2
310	и наконец	1	2
311	же в	2	2
312	отношении к	1	2
313	первом случае	3	2
314	в свое	1	2
315	жизни и	6	2
316	которая не	1	2
317	и наиболее	1	1
318	одним из	1	1
319	в сфере	2	1
320	в строгом	1	1
321	не остается	1	1
322	не имел	1	1
323	на самом	1	1
324	значении этого	1	1
325	тех же	1	1
326	к своей	1	1
327	было как	4	1
328	мать и	2	1
329	едва ли	3	1
330	по его	1	1
331	чего в	1	1
332	он уже	2	1
333	что между	1	1
334	в первый	1	1
335	чтобы не	1	1
336	в сущности	2	1
337	не вполне	2	1
338	состояние не	1	1
339	и со	1	1
340	похожи на	1	1
341	и столь	2	1
342	того же	1	1
343	и он	6	1
344	значения в	1	1
345	думая о	1	1
346	начало и	3	1
347	столько же	2	1
348	он был	1	1
349	он сам	3	1
350	здесь не	2	1
351	со словами	2	1
352	бы то	1	1
353	с его	4	1
354	человек при	1	1
355	от его	1	1
356	данном случае	8	1
357	это бывает	1	1
358	если в	2	1
359	его душе	1	1
360	в зеркале	2	1
361	отличие от	2	1
362	друг от	1	1
363	кажется уже	1	1
364	один и	2	1
365	которые не	1	1
366	же мало	1	1
367	и читатель	1	1
368	и я	1	1
369	вызывает в	1	1
370	весь язык	1	1
371	его на	1	1
372	так называемая	2	1
373	из уст	2	1
374	о жизни	1	1
375	что ее	1	1
376	все случайное	1	1
377	что касается	2	1
378	еще и	1	1
379	глаза что	1	1
380	мы тем	1	1
381	хотя и	4	1
382	когда он	1	1
383	в образовании	1	1
384	и прочно	1	1
385	более обширного	1	1
386	но в	7	1
387	следует сказать	1	1
388	то в	4	1
389	к чему	3	1
390	чтобы привести	1	1
391	из жизни	1	1
392	тоже не	1	1
393	всем моим	1	1
394	что к	1	1
395	отношение между	1	1
396	все слова	1	1
397	о человеке	1	1
398	мира но	1	1
399	тому же	6	1
400	во многих	1	1
401	как он	1	1
402	но на	1	1
403	себе указание	1	1
404	это невозможно	1	1
405	главным образом	1	1
406	но именно	3	1
407	зависит не	1	1
408	имело бы	1	1
409	она входит	1	1
410	представления на	1	1
411	в корне	1	1
412	и вот	2	1
413	нам только	1	1
414	что одно	2	1
415	которое может	1	1
416	в нее	1	1
417	в мире	4	1
418	том случае	1	1
419	сознания так	1	1
420	них не	1	1
421	лишь в	3	1
422	своей точки	1	1
423	от понимания	1	1
424	его личности	1	1
425	в глазах	3	1
426	это не	3	1
427	а над	1	1
428	наблюдению и	1	1
429	в жизни	3	1
430	только одно	1	1
431	сказать и	1	1
432	мы сосредоточились	1	1
433	жизни то	1	1
434	его сознании	1	1
435	которой он	1	1
436	одна и	1	1
437	его слово	1	1
438	нет своего	1	1
439	и было	1	1
440	это очевидно	1	1
441	нисколько не	1	1
442	в этих	2	1
443	сводятся к	2	1
