N	3gram	Vygotskiy__5	VeschiIm
1	и т д	3	20
2	не может быть	2	18
3	что иное как	2	8
4	не что иное	2	8
5	по крайней мере	1	6
6	в том что	14	6
7	на то что	16	6
8	одно и то	3	5
9	и то же	3	5
10	в свою очередь	1	5
11	с точки зрения	2	4
12	и то что	3	4
13	не только в	2	4
14	более или менее	1	3
15	в самом деле	5	3
16	сам по себе	3	3
17	из того что	3	3
18	в собственном смысле	1	3
19	можно было бы	3	3
20	вместе с тем	3	3
21	если мы возьмем	1	3
22	указывает на то	2	3
23	все же не	1	3
24	только то что	1	3
25	само по себе	2	3
26	вбирает в себя	1	3
27	можно сказать что	2	2
28	этой точки зрения	1	2
29	дело в том	1	2
30	и что они	1	2
31	мы находим в	1	2
32	то что не	1	2
33	в основе своей	1	2
34	с этой точки	1	2
35	и в частности	1	2
36	то что оно	2	2
37	в данном случае	2	2
38	есть не только	1	2
39	не есть еще	1	2
40	по себе совершенно	1	2
41	не может состояться	1	2
42	и таким образом	2	2
43	привело бы к	1	2
44	в нем нет	1	2
45	заключается в том	6	2
46	что это есть	2	2
47	не только это	1	2
48	к тому что	6	2
49	таким образом что	3	1
50	и того же	2	1
51	явление жизни и	1	1
52	не существует в	1	1
53	он должен быть	1	1
54	мы видим таким	1	1
55	только потому что	1	1
56	имеет дело с	2	1
57	от всех прочих	1	1
58	когда мы говорили	1	1
59	прежде всего на	1	1
60	оно может быть	1	1
61	с и в	1	1
62	в этом смысле	1	1
63	том что он	1	1
64	между собою и	1	1
65	должен признать что	1	1
66	остановиться только на	1	1
67	в этом случае	2	1
68	одной стороны и	1	1
69	на первый план	2	1
70	что с точки	1	1
71	до сих пор	5	1
72	в зависимости от	6	1
73	сами по себе	2	1
74	но уже сейчас	1	1
75	что он не	1	1
76	не то что	1	1
77	другой вопрос но	1	1
78	в результате мы	1	1
79	строго говоря и	1	1
80	и не в	1	1
81	может быть и	2	1
82	потому что он	2	1
83	в применении к	1	1
84	мы видим как	1	1
85	то время как	1	1
86	так же как	2	1
87	того что мы	1	1
88	совершенно верно что	3	1
89	в том чтобы	2	1
90	с одной стороны	12	1
91	в конце концов	2	1
92	решить вопрос о	1	1
93	смысле этого слова	1	1
94	что они все	1	1
95	и в этом	1	1
96	мы говорили о	1	1
97	и как бы	4	1
98	о чем не	1	1
99	нечто гораздо большее	1	1
100	потому что она	1	1
101	она все же	1	1
102	только в очень	1	1
103	с другой стороны	5	1
104	когда мы говорим	1	1
105	потому что они	1	1
106	речь идет о	1	1
107	остановиться на этом	1	1
108	только в зависимости	1	1
109	не мог бы	1	1
110	а в том	1	1
111	что такое понимание	1	1
112	и все же	1	1
113	ни в каком	1	1
114	мы не можем	1	1
115	в то время	1	1
116	не понимая что	1	1
117	о том что	6	1
118	ту же самую	2	1
119	не только не	4	1
120	видим таким образом	1	1
121	вопрос о том	2	1
122	вместо того чтобы	1	1
123	именно потому что	2	1
124	ни о чем	1	1
125	и в результате	2	1
126	одного и того	2	1
127	для того чтобы	19	1
128	на этом единстве	1	1
129	не может и	1	1
130	в том смысле	1	1
131	мы видим что	3	1
132	и что он	1	1
133	не только то	1	1
134	друг с другом	3	1
135	и мы увидим	2	1
136	если бы было	1	1
137	не из чего	1	1
138	мы еще не	1	1
139	и только в	1	1
140	она не есть	1	1
