N	2gram	Berdyaev_M_2	Istorich
1	и в	46	22
2	в этом	20	17
3	т е	4	16
4	что в	4	15
5	не только	18	14
6	но и	15	12
7	и не	18	12
8	в этих	2	11
9	может быть	21	11
10	но в	10	10
11	в нем	22	9
12	что и	4	9
13	в том	3	9
14	что он	7	9
15	вместе с	2	9
16	мы видим	2	8
17	что они	3	8
18	с этим	1	8
19	том что	4	8
20	то что	5	7
21	и здесь	6	7
22	мы должны	1	7
23	уже не	4	7
24	так как	8	7
25	с другой	1	7
26	к этому	1	7
27	то же	5	6
28	не все	1	6
29	это не	5	6
30	ничего не	2	6
31	связи с	2	6
32	возможно что	1	6
33	все еще	1	6
34	если бы	3	6
35	в них	3	6
36	друг друга	12	6
37	а не	13	6
38	связь с	1	6
39	а в	2	6
40	с ней	1	6
41	он не	10	5
42	что она	5	5
43	в этой	7	5
44	живет в	1	5
45	к нему	2	5
46	того что	6	5
47	один из	5	5
48	так что	2	5
49	до сих	3	5
50	есть и	3	5
51	сих пор	3	5
52	в царство	1	4
53	и на	3	4
54	все эти	1	4
55	отношение к	8	4
56	не в	9	4
57	на этом	2	4
58	и с	3	4
59	о связи	1	4
60	не всегда	2	4
61	можно найти	1	4
62	у нас	11	4
63	но он	11	4
64	к ней	2	4
65	и его	5	4
66	тем что	3	4
67	что на	1	4
68	она не	8	4
69	в пределах	1	4
70	находится в	1	4
71	только в	3	4
72	и они	1	4
73	его и	1	4
74	связано с	3	4
75	они не	4	4
76	и там	6	4
77	в свою	4	4
78	на смену	3	4
79	не может	15	4
80	связана с	7	3
81	свою жену	1	3
82	их и	1	3
83	если я	2	3
84	что иное	3	3
85	я не	5	3
86	и ее	1	3
87	иное как	3	3
88	в чем	3	3
89	целый ряд	1	3
90	и как	1	3
91	и к	7	3
92	в целом	1	3
93	на его	2	3
94	их в	1	3
95	его в	3	3
96	было бы	1	3
97	для них	1	3
98	все равно	3	3
99	как и	13	3
100	должны были	1	3
101	одном из	1	3
102	можно ли	3	3
103	в русской	6	3
104	никогда не	18	3
105	потому что	12	3
106	а мы	1	3
107	к тому	5	3
108	они и	4	3
109	о том	3	3
110	но по	1	3
111	что у	4	3
112	на нее	1	3
113	жить в	1	3
114	раньше чем	1	3
115	в его	5	3
116	и она	3	3
117	и у	1	3
118	стоит на	2	3
119	прежде всего	12	3
120	у него	22	3
121	уходит в	2	3
122	мы еще	2	3
123	превращается в	2	3
124	на смерть	1	3
125	так же	6	3
126	мы увидим	2	3
127	быть и	2	3
128	но это	8	3
129	и от	3	3
130	его не	2	3
131	и все	5	3
132	он видит	1	3
133	сказать что	3	3
134	не что	3	3
135	этим объясняется	1	3
136	ее в	2	3
137	все что	4	3
138	он стоит	1	2
139	и то	1	2
140	на самом	1	2
141	и есть	8	2
142	в котором	1	2
143	не имеют	2	2
144	от которых	1	2
145	той же	3	2
146	же как	3	2
147	вопрос о	6	2
148	но она	2	2
149	на себя	1	2
150	и он	11	2
151	в ней	11	2
152	по отношению	2	2
153	себе и	2	2
154	женской природе	1	2
155	независимо от	1	2
156	его на	4	2
157	как в	7	2
158	в своем	8	2
159	хотя и	2	2
160	есть ли	2	2
161	ни один	1	2
162	во многих	1	2
163	я умру	1	2
164	если он	2	2
165	из этой	2	2
166	они в	1	2
167	и вот	5	2
168	в нее	1	2
169	так и	4	2
170	но все	1	2
171	же не	1	2
172	на все	3	2
173	ни в	3	2
174	с тем	1	2
175	и уже	1	2
176	идет он	1	2
177	и для	7	2
178	после этого	1	2
179	и потом	1	2
180	не мог	3	2
181	точки зрения	2	2
182	в которых	1	2
183	стоит в	2	2
184	что было	3	2
185	но они	1	2
186	и более	1	2
187	ему как	2	2
188	не имеет	4	2
189	который был	2	2
190	можно видеть	1	2
191	в русском	4	2
192	его он	3	2
193	как будто	2	2
194	есть у	1	2
195	вот почему	2	2
196	что отец	1	2
197	в самых	1	2
198	и это	5	2
199	роль в	1	2
200	в другом	1	2
201	с собой	2	2
202	не с	1	2
203	после того	2	2
204	и что	2	2
205	а также	1	2
206	между тем	2	2
207	все время	2	2
208	характерно для	1	2
209	к отцу	1	2
210	у тебя	1	2
211	а после	1	2
212	в жизни	4	2
213	что не	2	2
214	него и	2	2
215	себе в	2	2
216	никто не	1	2
217	у нее	1	2
218	но есть	1	2
219	к более	1	2
220	не было	11	2
221	и возвращается	1	2
222	всю жизнь	3	2
223	и потому	7	2
224	но этот	2	2
225	да и	2	2
226	на одной	1	2
227	происходит в	1	2
228	он по	1	2
229	еще более	2	2
230	за него	1	2
231	не дает	1	2
232	ты не	1	2
233	нет ничего	3	2
234	отношению к	2	2
235	жизни и	6	2
236	и хотел	1	1
237	она была	1	1
238	также и	4	1
239	принадлежит всем	1	1
240	самом деле	1	1
241	бы для	1	1
242	они стали	2	1
243	не хочет	1	1
244	почти всегда	1	1
245	со своей	1	1
246	и за	2	1
247	смерти отца	1	1
248	есть не	5	1
249	мы не	1	1
250	известного момента	1	1
251	и забвение	1	1
252	человека и	7	1
253	существенно отличается	1	1
254	принадлежит к	2	1
255	это отношение	1	1
256	процесс должен	1	1
257	на них	1	1
258	быть в	1	1
259	и связь	1	1
260	мысль что	4	1
261	землю и	2	1
262	не то	1	1
263	к которой	3	1
264	со всеми	1	1
265	к богу	2	1
266	в новом	1	1
267	друга и	1	1
268	нет и	1	1
269	к браку	1	1
270	более чем	2	1
271	мнил себя	1	1
272	нельзя было	2	1
273	это был	1	1
274	все остальные	1	1
275	неспособности к	1	1
276	знак того	1	1
277	к этой	1	1
278	его к	1	1
279	царство и	1	1
280	не сам	1	1
281	сырой земле	1	1
282	говорят о	1	1
283	что это	6	1
284	все так	1	1
285	он в	3	1
286	бы не	2	1
287	право на	1	1
288	бы только	1	1
289	и кто	1	1
290	и те	2	1
291	на то	1	1
292	человек не	7	1
293	этот процесс	2	1
294	должна быть	1	1
295	перестает быть	1	1
296	когда это	1	1
297	в брачную	1	1
298	иногда бывают	1	1
299	исходит от	1	1
300	не произошло	1	1
301	подобно тому	2	1
302	человека в	14	1
303	по своему	1	1
304	не будет	3	1
305	в мире	7	1
306	об этом	1	1
307	в глубине	3	1
308	к превращению	1	1
309	входит в	1	1
310	я все	1	1
311	и тем	1	1
312	не соответствует	1	1
313	других женщин	1	1
314	принуждение к	1	1
315	тех которые	3	1
316	мне то	1	1
317	она и	1	1
318	он из	1	1
319	берет на	1	1
320	а за	2	1
321	не узнает	1	1
322	которой он	1	1
323	для чего	3	1
324	чем в	2	1
325	ведет к	13	1
326	который мнил	1	1
327	в царстве	4	1
328	он сказал	1	1
329	перед собой	1	1
330	и становится	1	1
331	но если	1	1
332	к тем	1	1
333	в своей	5	1
334	что такое	1	1
335	в такой	3	1
336	грязи и	1	1
337	с точки	1	1
338	она в	1	1
339	не окончательно	1	1
340	нашли в	1	1
341	своего рода	1	1
342	любовь и	3	1
