N	2gram	Propp_Russ_2	Psycholo
1	то что	5	32
2	и в	29	31
3	в том	22	30
4	и т	5	26
5	что в	22	23
6	может быть	13	22
7	таким образом	6	20
8	при помощи	1	20
9	при этом	6	19
10	так как	13	18
11	не может	5	17
12	как и	11	16
13	том что	22	16
14	и не	1	16
15	только в	1	14
16	не только	10	13
17	что и	2	13
18	а не	4	13
19	мы не	6	12
20	так же	4	12
21	в этом	11	12
22	с таким	1	11
23	в самом	1	11
24	не в	4	11
25	могут быть	2	11
26	на то	1	10
27	того что	3	10
28	потому что	5	10
29	как в	7	9
30	показать что	1	8
31	т д	5	8
32	и что	5	8
33	никогда не	2	8
34	вместе с	6	8
35	все это	10	8
36	во всяком	1	8
37	только тогда	3	7
38	том чтобы	2	7
39	на основании	1	7
40	сказать что	1	7
41	того чтобы	6	7
42	и его	1	7
43	о том	9	7
44	есть в	2	7
45	тому как	3	7
46	что он	1	7
47	этой теории	1	6
48	что это	3	6
49	очевидно что	2	6
50	отнюдь не	1	6
51	из этих	2	6
52	что она	3	6
53	для того	6	6
54	было бы	3	6
55	если бы	1	6
56	в его	1	6
57	всяком случае	1	6
58	и даже	1	6
59	одной стороны	2	6
60	до конца	3	6
61	а в	9	6
62	и есть	1	5
63	то же	4	5
64	время как	1	5
65	в ее	3	5
66	с одной	2	5
67	и совершенно	1	5
68	подобно тому	3	5
69	показывает что	8	5
70	несмотря на	1	5
71	она не	3	5
72	в то	2	5
73	тогда когда	4	5
74	с и	1	5
75	как будто	1	5
76	не является	1	5
77	то время	2	5
78	для нас	6	5
79	с другой	2	5
80	в какой	1	5
81	так что	4	5
82	был бы	1	5
83	совершенно не	2	5
84	эта теория	4	5
85	как бы	18	5
86	все же	2	5
87	и для	2	5
88	и все	4	5
89	другой стороны	1	5
90	же как	4	4
91	в котором	3	4
92	мы имеем	6	4
93	в которой	2	4
94	совпадает с	1	4
95	в виду	2	4
96	отличие от	3	4
97	и если	1	4
98	по существу	4	4
99	одна из	11	4
100	у нас	4	4
101	прежде всего	2	4
102	между тем	3	4
103	все время	1	4
104	один из	2	4
105	мы увидим	1	4
106	могло бы	1	4
107	там где	2	4
108	и так	1	4
109	как это	4	4
110	этого слова	1	4
111	с этой	2	4
112	и о	3	4
113	в этих	3	4
114	и другие	14	4
115	в своих	2	4
116	к этому	5	4
117	например в	1	3
118	это и	2	3
119	что эти	1	3
120	с в	8	3
121	с теорией	1	3
122	вопрос о	4	3
123	из которых	2	3
124	в которых	4	3
125	совсем не	2	3
126	но не	5	3
127	с этим	2	3
128	стороны и	1	3
129	в своем	1	3
130	хотя и	1	3
131	что по	4	3
132	но в	5	3
133	та же	2	3
134	уже в	1	3
135	в этой	3	3
136	тому же	1	3
137	состоит в	15	3
138	и по	3	3
139	не будет	1	3
140	с тем	6	3
141	в своей	2	3
142	представление о	5	3
143	в отличие	3	3
144	для объяснения	2	3
145	что эта	1	3
146	во всем	2	3
147	что на	2	3
148	все то	2	3
149	когда мы	2	3
150	и другой	3	3
151	что при	2	3
152	и это	1	3
153	что все	1	3
154	и когда	1	3
155	так и	1	3
156	что у	1	3
157	чтобы вызвать	2	3
158	ее от	2	3
159	который в	1	3
160	рассматриваться как	2	3
161	не можем	2	3
162	только на	1	3
163	и других	3	3
164	это обстоятельство	1	3
165	в конце	1	3
166	составляет предмет	1	3
167	не было	2	3
168	совершенно очевидно	2	3
169	под влиянием	1	3
170	в одной	1	3
171	исходя из	1	3
172	в состоянии	1	3
173	но это	1	3
174	и другими	1	3
175	т е	24	3
176	все что	1	3
177	как на	1	3
178	в таком	4	3
179	ту же	1	2
180	и то	2	2
181	на самом	2	2
182	она в	1	2
183	как мы	3	2
184	на место	1	2
185	этом не	1	2
186	человека и	1	2
187	может дать	1	2
188	в область	1	2
189	на основе	1	2
190	отношение к	1	2
191	что они	1	2
192	если она	2	2
193	независимо от	1	2
194	она как	2	2
195	когда он	1	2
196	к числу	2	2
197	более или	1	2
198	увидим что	1	2
199	есть ли	1	2
200	представляет собой	2	2
201	остановиться на	1	2
202	производительных сил	1	2
203	в мышлении	1	2
204	как он	1	2
205	в нем	1	2
206	главным образом	3	2
207	представления об	2	2
208	совпадают с	1	2
209	и с	10	2
210	его в	8	2
211	если при	1	2
212	в них	4	2
213	он же	1	2
214	далеко не	4	2
215	и очень	1	2
216	не всегда	3	2
217	такой же	1	2
218	и тогда	1	2
219	или менее	1	2
220	в такой	1	2
221	изучения не	1	2
222	как одна	1	2
223	тем не	2	2
224	их в	4	2
225	том же	4	2
226	что есть	1	2
227	не менее	2	2
228	в науке	1	2
229	в основе	1	2
230	принадлежат к	2	2
231	ничего не	1	2
232	этом отношении	1	2
233	сходство с	1	2
234	в применении	1	2
235	и поэтому	1	2
236	без всякого	1	2
237	приводит к	1	2
238	это только	1	2
239	с ним	1	2
240	в настоящее	1	2
241	означает что	1	2
242	и здесь	1	2
243	настоящее время	1	2
244	утверждает что	1	2
245	там же	12	2
246	но и	8	2
247	случае не	1	2
248	нас в	1	2
249	и во	1	2
250	что с	2	2
251	этому поводу	2	2
252	это имеет	2	2
253	в другой	1	2
254	и следовательно	1	2
255	в него	2	2
256	к нему	4	2
257	что здесь	3	2
258	как например	3	2
259	видели что	4	2
260	тот же	1	2
261	и потому	1	2
262	в разные	2	2
263	по этому	2	2
264	в качестве	3	2
265	из которого	1	2
266	уже не	4	2
267	от других	1	2
268	из них	4	2
269	одно из	2	2
270	в одном	1	2
271	к ним	1	2
272	не составляет	1	2
273	должны будем	1	2
274	на долю	1	2
275	как раз	1	2
276	что для	3	2
277	говорит о	2	2
278	то и	4	2
279	о чем	4	2
280	мы видели	7	2
281	него в	1	2
282	к жизни	5	2
283	смысле этого	1	2
284	применении к	1	2
285	и там	3	2
286	по ним	1	2
287	в изучении	1	2
288	и таким	1	2
289	должна была	5	2
290	и состоит	1	2
291	и от	3	2
292	тот кто	1	2
293	ее и	2	2
294	от него	1	2
295	к этой	1	2
296	и как	2	2
297	будто бы	5	2
298	только что	1	2
299	или не	1	2
300	имеет место	1	2
301	всех других	1	2
302	из этого	2	2
303	это в	2	2
304	этим как	1	1
305	рассматривается как	2	1
306	форм есть	1	1
307	он показывает	2	1
308	уже к	1	1
309	и всем	2	1
310	на этих	1	1
311	в нашу	1	1
312	в силе	1	1
313	и была	1	1
314	например то	1	1
315	что если	1	1
316	в первый	1	1
317	не была	1	1
318	в египетской	1	1
319	но она	2	1
320	что иное	2	1
321	в полной	1	1
322	и ее	2	1
323	которое не	1	1
324	то это	1	1
325	которое в	2	1
326	глаза когда	1	1
327	это время	2	1
328	в ней	1	1
329	свою очередь	1	1
330	еще не	6	1
331	и на	6	1
332	и многие	2	1
333	во всех	3	1
334	тем как	1	1
335	там и	2	1
336	представление будто	2	1
337	по своему	1	1
338	явлений и	1	1
339	ответ на	1	1
340	тогда как	2	1
341	нет и	1	1
342	и чем	1	1
343	относится к	1	1
344	за эти	1	1
345	за этим	2	1
346	в различные	1	1
347	в одних	1	1
348	перед нами	1	1
349	тех случаях	1	1
350	как уже	2	1
351	всем другим	1	1
352	и наконец	1	1
353	не являются	1	1
354	его к	1	1
355	из самых	1	1
356	и общую	1	1
357	не оставляет	1	1
358	еще далеко	1	1
359	в тех	1	1
360	выражение в	1	1
361	только один	1	1
362	во многих	9	1
363	что без	1	1
364	к выводу	1	1
365	как оно	2	1
366	не следует	1	1
367	в статье	1	1
368	безотносительно к	1	1
369	и еще	2	1
370	различные формы	1	1
371	он должен	1	1
372	в ряд	2	1
373	но вместе	2	1
374	в нее	1	1
375	но все	1	1
376	а вместе	1	1
377	в одну	1	1
378	могла бы	1	1
379	а затем	4	1
380	об этом	2	1
381	связанных с	1	1
382	и чтобы	1	1
383	эти знаки	1	1
384	на все	1	1
385	буквальный смысл	1	1
386	а как	1	1
387	знает что	1	1
388	это не	5	1
389	живет в	3	1
390	он есть	2	1
391	за ней	1	1
392	чаще всего	1	1
393	наиболее распространенная	1	1
394	течение воды	1	1
395	теорию по	1	1
396	чем в	2	1
397	из круга	1	1
398	и становится	1	1
399	для него	1	1
400	вносят в	1	1
401	но если	3	1
402	к тем	1	1
403	и при	2	1
404	заключить что	1	1
405	нас не	2	1
406	можно найти	1	1
407	оставаться в	1	1
408	стоит в	1	1
409	перед ней	2	1
410	должны были	2	1
411	в другие	4	1
412	такую же	1	1
413	п с	1	1
414	над ними	1	1
415	при рассмотрении	2	1
416	и более	1	1
417	однако в	1	1
418	что этот	1	1
419	указывали что	1	1
420	случае мы	1	1
421	нас к	3	1
422	с которой	1	1
