N	2gram	Vygotskiy__2	Otkroven
1	у него	2	22
2	и в	15	19
3	но и	10	13
4	и не	7	13
5	в этом	19	12
6	не в	8	11
7	не только	15	11
8	может быть	9	11
9	а не	3	11
10	человека и	3	10
11	вопрос о	5	10
12	в нем	1	10
13	и все	3	10
14	в самой	3	9
15	прежде всего	4	9
16	никогда не	8	9
17	потому что	7	9
18	он был	1	8
19	и он	1	8
20	в его	2	7
21	он не	7	7
22	лишь в	3	7
23	до конца	1	7
24	ни с	1	7
25	от него	1	7
26	как и	6	6
27	все это	4	6
28	в том	33	5
29	в самом	11	5
30	в этой	6	5
31	для него	3	5
32	него в	1	5
33	а в	4	5
34	то что	20	5
35	он сам	3	4
36	с его	4	4
37	все эти	3	4
38	его мысли	4	4
39	что не	1	4
40	не может	9	4
41	того чтобы	12	4
42	и его	4	4
43	что в	14	4
44	только и	1	4
45	и есть	2	3
46	быть может	2	3
47	о том	9	3
48	кроме человека	1	3
49	во имя	1	3
50	к нему	1	3
51	было бы	10	3
52	того что	17	3
53	когда он	3	3
54	что он	12	3
55	и ее	3	3
56	в себе	2	3
57	о природе	1	3
58	и вот	1	3
59	не могут	2	3
60	для того	10	3
61	это было	1	3
62	это не	5	3
63	чем на	1	3
64	никто не	1	3
65	мысли и	1	3
66	природы но	1	3
67	могут быть	2	3
68	как бы	7	3
69	с ним	3	3
70	и от	1	3
71	в этих	2	3
72	хотя бы	4	3
73	в своих	1	3
74	все что	5	3
75	он прежде	2	2
76	и с	4	2
77	и то	1	2
78	в ее	1	2
79	от самого	1	2
80	что у	3	2
81	так и	8	2
82	ни у	1	2
83	и о	1	2
84	по себе	7	2
85	вместо того	1	2
86	и на	1	2
87	и много	1	2
88	что и	2	2
89	что они	3	2
90	в истории	6	2
91	в своем	9	2
92	все же	4	2
93	вопросом о	2	2
94	и к	6	2
95	и потому	1	2
96	должен был	1	2
97	в которой	4	2
98	он в	3	2
99	учение о	1	2
100	так что	1	2
101	уже в	5	2
102	с чем	1	2
103	о которой	1	2
104	что для	3	2
105	одно из	1	2
106	всякий кто	1	2
107	же это	2	2
108	ведь это	1	2
109	много раз	2	2
110	так как	4	2
111	тем что	2	2
112	в других	2	2
113	этом он	1	2
114	в другом	2	2
115	и из	2	2
116	его в	1	2
117	сказать что	6	2
118	с тем	1	2
119	но никогда	2	2
120	чем в	2	2
121	личности и	1	2
122	для человека	2	2
123	должно быть	2	2
124	том что	27	2
125	что есть	1	2
126	ко всем	1	2
127	человека к	2	2
128	к этому	4	2
129	что же	2	2
130	и там	1	2
131	в человеческом	1	2
132	своей жизни	2	2
133	с которой	2	2
134	ничего кроме	1	2
135	не имеет	4	2
136	человека о	1	2
137	у кого	1	2
138	и для	2	2
139	ничего не	3	2
140	к ней	2	2
141	потребность в	4	2
142	не есть	1	2
143	жизни в	1	2
144	в своей	4	2
145	что все	4	2
146	всего в	1	2
147	к этой	3	2
148	ее в	2	2
149	но в	6	2
150	смысле слова	5	1
151	и это	3	1
152	недостаточно еще	1	1
153	и самое	1	1
154	в обычном	1	1
155	также и	2	1
156	лишь после	1	1
157	связана с	4	1
158	в виду	6	1
159	сам по	1	1
160	на самом	3	1
161	науки о	1	1
162	но тем	1	1
163	когда человек	1	1
164	и до	3	1
165	не имеют	1	1
166	в силе	1	1
167	видеть в	1	1
168	можно было	5	1
169	к чему	2	1
170	из всех	2	1
171	есть не	1	1
172	по природе	1	1
173	в борьбе	1	1
174	из которой	1	1
175	мы не	10	1
176	том как	1	1
177	ту же	2	1
178	по сравнению	5	1
179	в первый	2	1
180	если бы	8	1
181	в сущности	9	1
182	находится в	2	1
183	открыть в	1	1
184	бы даже	1	1
185	ее у	1	1
186	кого не	1	1
187	другом месте	2	1
188	в ней	1	1
189	на примере	1	1
190	для целей	1	1
191	и что	8	1
192	ожидать от	1	1
193	после того	1	1
194	и нигде	1	1
195	все та	1	1
196	вопросу о	1	1
197	нет у	1	1
198	в духовном	1	1
199	самому себе	2	1
200	одним словом	1	1
201	самом деле	6	1
202	но не	3	1
203	которых в	1	1
204	то он	2	1
205	сравнению с	5	1
206	себе и	1	1
207	говорит он	12	1
208	и можно	2	1
209	вообще и	1	1
210	которой все	1	1
211	все время	3	1
212	и интересам	1	1
213	но сам	1	1
214	может принимать	1	1
215	как в	4	1
216	и мир	1	1
217	друг к	1	1
218	говорит все	1	1
219	что как	3	1
220	как например	2	1
221	в частности	6	1
222	он что	1	1
223	один из	1	1
224	к удовлетворению	2	1
225	что только	1	1
226	сознания в	1	1
227	и как	2	1
228	раскрыть в	1	1
229	от этого	2	1
230	за собой	2	1
231	и после	1	1
232	который в	4	1
233	и раньше	1	1
234	начало в	1	1
235	не хочет	1	1
236	бы и	3	1
237	что это	6	1
238	между этими	1	1
239	самой природе	1	1
240	вопрос об	2	1
241	представляет собой	2	1
242	к которой	1	1
243	человека с	1	1
244	думать что	1	1
245	же и	1	1
246	с их	2	1
247	только один	1	1
248	на то	6	1
249	к человеческой	1	1
250	еще одну	1	1
251	бы ни	2	1
252	что она	3	1
253	и других	2	1
254	он открывает	2	1
255	да и	1	1
256	у самого	1	1
257	речи и	15	1
258	из них	3	1
259	после этого	2	1
260	раз навсегда	1	1
261	что сама	1	1
262	возможности для	1	1
263	мир в	1	1
264	только их	1	1
265	был бы	1	1
266	он должен	2	1
267	цели и	1	1
268	что нужно	1	1
269	в силу	2	1
270	в одном	2	1
271	вовсе не	6	1
272	и сам	3	1
273	любой из	1	1
274	мысли как	1	1
275	само по	2	1
276	показал что	5	1
277	этом отношении	3	1
278	нее не	1	1
279	от того	2	1
280	лишь для	1	1
281	в совершенно	4	1
282	том случае	1	1
283	явление а	1	1
284	его собственного	1	1
285	и даже	5	1
286	со стороны	3	1
287	к другу	1	1
288	и человека	3	1
289	интерес к	1	1
290	как у	2	1
291	заключается в	8	1
292	а именно	1	1
293	совершенно ином	1	1
294	с вопросом	1	1
295	с той	1	1
296	приходит в	1	1
297	в жизни	1	1
298	жизни человека	2	1
299	в них	4	1
300	этого слова	3	1
301	ли может	1	1
302	а с	4	1
303	на этот	6	1
304	и самый	2	1
305	всю жизнь	1	1
306	своей новой	1	1
307	этому но	1	1
308	и тогда	2	1
309	нисколько не	2	1
310	под влиянием	1	1
311	связь с	2	1
312	начиная с	1	1
313	чему бы	1	1
314	все основные	1	1
