N	4gram	Tiupa_Vved_1	Hudozhes
1	в то же время	3	6
2	состоит в том что	1	3
3	не следует смешивать с	1	3
4	одного и того же	1	3
5	в той или иной	1	2
6	в том числе и	1	2
7	и в то же	1	2
8	в войне и мире	2	2
9	и не могло быть	1	2
10	последовательно вводятся автором в	1	1
11	мы имеем дело с	2	1
12	в той мере в	2	1
13	друга местом временем действия	1	1
14	как более или менее	1	1
15	деталей в пределах кадрового	1	1
16	поступки только раскрывают содержание	1	1
17	поименованное в тексте а	1	1
18	лишь поименованное в тексте	1	1
19	тривиальная в общеязыковом отношении	1	1
20	имеет место слияние пространственных	1	1
21	во всей его полноте	1	1
22	всегда всему свету остается	1	1
23	и временных примет в	1	1
24	место слияние пространственных и	1	1
25	а не все что	2	1
26	той мере в какой	2	1
27	самая тривиальная в общеязыковом	1	1
28	пространственных и временных примет	1	1
29	восприятия в каждый малый	1	1
30	не отделен от своей	1	1
31	или движется один отдельный	1	1
32	автором в кадры повествования	1	1
33	примет в осмысленном и	1	1
34	менее насыщенный деталями кадр	1	1
35	в том или ином	1	1
36	не что иное как	1	1
37	даже самая тривиальная в	1	1
38	осмысленном и конкретном целом	1	1
39	и его поступки только	1	1
40	кадры читательского восприятия в	1	1
41	индивида и его поступки	1	1
42	судьбы они едины судьба	1	1
43	не все что может	1	1
44	как уже говорилось выше	1	1
45	все что может или	1	1
46	субъекта объекта и адресата	1	1
47	с папой и мамой	1	1
48	свету остается неизвестен и	1	1
49	задаваемый читателю ракурс видения	1	1
50	временных примет в осмысленном	1	1
51	или менее насыщенный деталями	1	1
52	кадры повествования а читателем	1	1
53	более или менее насыщенный	1	1
54	читателя находится или движется	1	1
55	вводятся автором в кадры	1	1
56	всему свету остается неизвестен	1	1
57	кадра входит лишь поименованное	1	1
58	состав такого кадра входит	1	1
59	в кадры читательского восприятия	1	1
60	от друга местом временем	1	1
61	в кадры повествования а	1	1
62	в пределах кадрового единства	1	1
63	внеличную сторону индивида и	1	1
64	единства фразы устанавливает задаваемый	1	1
65	известен только им двоим	1	1
66	неизвестен и который известен	1	1
67	времени в поле зрения	1	1
68	друг от друга местом	1	1
69	который всегда всему свету	1	1
70	местом временем действия и	1	1
71	в осмысленном и конкретном	1	1
72	отрезок времени в поле	1	1
73	войне и мире толстого	1	1
74	было и не могло	1	1
75	тем не менее не	1	1
76	временем действия и составом	1	1
77	который известен только им	1	1
78	поле зрения читателя находится	1	1
79	читателю ракурс видения в	1	1
80	устанавливает задаваемый читателю ракурс	1	1
81	входит лишь поименованное в	1	1
82	имеет в своем составе	1	1
83	кадрового единства фразы устанавливает	1	1
84	только раскрывают содержание судьбы	1	1
85	читательского восприятия в каждый	1	1
86	насыщенный деталями кадр внутреннего	1	1
87	движется один отдельный кадр	1	1
88	едины судьба выражает внеличную	1	1
89	деталями кадр внутреннего зрения	1	1
90	и который известен только	1	1
91	каждый малый отрезок времени	1	1
92	судьба выражает внеличную сторону	1	1
93	зрения читателя находится или	1	1
94	фразы устанавливает задаваемый читателю	1	1
95	они едины судьба выражает	1	1
96	что может или пожелает	1	1
97	от своей судьбы они	1	1
98	остается неизвестен и который	1	1
99	его поступки только раскрывают	1	1
100	тексте а не все	1	1
101	не было и не	1	1
102	в каждый малый отрезок	1	1
103	или пожелает представить себе	1	1
104	пределах кадрового единства фразы	1	1
105	такого кадра входит лишь	1	1
106	действия и составом участников	1	1
107	может или пожелает представить	1	1
108	то же время они	1	1
109	в поле зрения читателя	1	1
110	находится или движется один	1	1
111	в тексте а не	1	1
112	сторону индивида и его	1	1
113	своей судьбы они едины	1	1
114	креативного и рецептивного сознаний	1	1
115	отделен от своей судьбы	1	1
116	малый отрезок времени в	1	1
117	опыт присутствия в мире	1	1
118	слияние пространственных и временных	1	1
119	выражает внеличную сторону индивида	1	1
