N	3gram	Losev_Dial_1	DiskursI
1	в том что	7	13
2	с одной стороны	2	9
3	о том что	2	5
4	то же время	4	4
5	к тому же	1	4
6	не в том	1	3
7	той или иной	3	3
8	не может быть	3	3
9	с другой стороны	4	3
10	в то же	4	3
11	по себе не	5	2
12	что же касается	1	2
13	мы имеем дело	1	2
14	и в особенности	1	2
15	то же самое	1	2
16	а в том	1	2
17	одной стороны и	2	2
18	сами по себе	1	2
19	нет различия между	1	2
20	по крайней мере	4	2
21	а не только	1	2
22	в том чтобы	1	2
23	более или менее	3	2
24	можно сказать что	3	2
25	только в том	1	2
26	то все же	1	1
27	при более глубоком	1	1
28	и может быть	1	1
29	и тому же	1	1
30	ни о чем	2	1
31	точка зрения на	1	1
32	в чистом виде	1	1
33	дело в том	1	1
34	может быть названа	1	1
35	на самом деле	2	1
36	и даже не	2	1
37	в этом смысле	3	1
38	как раз и	1	1
39	с точки зрения	12	1
40	до сих пор	2	1
41	и в то	2	1
42	сам по себе	6	1
43	что он не	2	1
44	в первую очередь	1	1
45	только то что	3	1
46	из того что	1	1
47	том или ином	1	1
48	одно и то	4	1
49	только потому что	3	1
50	что не есть	2	1
51	не заметить что	1	1
52	содержит в себе	3	1
53	далеко не всегда	1	1
54	мифа так и	1	1
55	во всех этих	1	1
56	не могу не	1	1
57	в связи с	1	1
58	во всяком случае	2	1
59	перед нами два	1	1
60	в новое время	1	1
61	в этом отношении	2	1
62	с той или	2	1
63	в нем нет	3	1
64	до известной степени	1	1
65	это и есть	2	1
66	с самого начала	1	1
67	говорит не о	1	1
68	к одному и	1	1
69	на то что	4	1
70	может и не	2	1
71	она отличается от	1	1
72	в полной мере	1	1
73	и то же	4	1
74	тех или иных	1	1
75	тем не менее	1	1
76	но все же	1	1
77	дело не в	1	1
78	одному и тому	1	1
79	но и к	1	1
